appid,name,tags,price,reviews,reviewScore,copiesSold,revenue,followers,genres
1051200,Trover Saves the Universe,"['Adventure', 'Indie', 'Action', 'VR', 'Comedy', 'Dark Humor', 'Funny', '3D Platformer', 'Singleplayer', 'Dark Comedy', 'Platformer', 'Gore', 'Colorful', 'Atmospheric', 'Psychological Horror', 'Sci-fi', 'Cartoony', 'Third Person', 'Combat', 'Controller']",29.99,2907,91,174693,3970107,24056,"['Action', 'Adventure', 'Indie']"
1135690,Unpacking,"['Relaxing', 'Cute', 'Pixel Graphics', 'Casual', 'Puzzle', 'Story Rich', 'Singleplayer', 'Simulation', 'Indie', 'Life Sim', 'Atmospheric', 'Point & Click', 'Female Protagonist', 'LGBTQ+', 'Isometric', 'Family Friendly', 'Colorful', 'Inventory Management', '2D', 'Hidden Object']",19.99,29999,93,1525603,20498408,63862,"['Casual', 'Indie', 'Simulation']"
238010,Deus Ex: Human Revolution - Director's Cut,"['Cyberpunk', 'Stealth', 'RPG', 'Sci-fi', 'FPS', 'Action', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Transhumanism', 'Dystopian', 'First-Person', 'Atmospheric', 'Adventure', 'Inventory Management', 'Immersive Sim', 'Immersive', 'Shooter', 'Futuristic', 'Replay Value']",19.99,26771,92,2022916,12270012,44093,"['Action', 'RPG']"
460790,Bayonetta,"['Action', 'Female Protagonist', 'Hack and Slash', 'Sexual Content', 'Nudity', 'Singleplayer', 'Spectacle fighter', 'Mature', 'Great Soundtrack', 'Character Action Game', 'Adventure', 'Fast-Paced', 'Third Person', 'Fantasy', ""Beat 'em up"", 'Comedy', 'Gore', 'Anime', 'Classic', 'Atmospheric']",19.99,26116,93,1477778,13515185,111600,"['Action', 'Adventure']"
394360,Hearts of Iron IV,"['Strategy', 'World War II', 'Grand Strategy', 'War', 'Historical', 'Military', 'Alternate History', 'Multiplayer', 'Simulation', 'Tactical', 'Real-Time with Pause', 'Singleplayer', 'RTS', 'Diplomacy', 'Sandbox', 'Co-op', 'Strategy RPG', 'Competitive', 'Open World', 'Action']",49.99,285270,91,6102029,96781559,414588,"['Simulation', 'Strategy']"
1818750,MultiVersus,"['Multiplayer', '2D Fighter', 'Co-op', 'Action', 'Free to Play', 'Competitive', ""Beat 'em up"", 'Cartoon', 'Fantasy', '2D Platformer', '2D', 'Colorful', 'Superhero', 'Memes', 'Funny', 'Comic Book', 'Hand-drawn', '1980s', ""1990's"", 'Character Customization']",0,117450,80,7840746,10786811.708682267,112511,"['Action', 'Free To Play']"
823500,BONEWORKS,"['VR', 'Physics', 'Action', 'Sandbox', 'Shooter', 'Singleplayer', 'Adventure', 'Great Soundtrack', 'Puzzle', 'First-Person', 'Simulation', 'Realistic', 'FPS', 'Violent', 'Indie', 'Horror', 'Parkour', 'Sci-fi', 'Gore', 'Funny']",29.99,34522,92,1057590,27677244,100481,"['Action', 'Adventure', 'Indie', 'Simulation']"
780310,The Riftbreaker,"['Base Building', 'Tower Defense', 'Survival', 'Strategy', 'Hack and Slash', 'Crafting', 'Resource Management', 'Sci-fi', 'Building', 'Action RPG', 'Exploration', 'Adventure', 'RPG', 'Isometric', 'Loot', 'Simulation', 'Sandbox', 'Mechs', 'Action', 'Atmospheric']",29.99,16029,91,650159,11459559,95339,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
945360,Among Us,"['Multiplayer', 'Online Co-Op', 'Social Deduction', 'Space', 'Survival', '2D', 'Funny', 'Psychological', 'Co-op', 'Party Game', 'Cartoony', 'Local Multiplayer', 'Casual', 'Action', 'PvP', 'Sci-fi', 'Minigames', 'Top-Down', 'Colorful', 'Aliens']",4.99,674684,92,20428579,35233239,328835,['Casual']
244210,Assetto Corsa,"['Racing', 'Automobile Sim', 'Simulation', 'Driving', 'Multiplayer', 'VR', 'Realistic', 'Sports', 'Moddable', 'Open World', 'Controller', 'Singleplayer', 'Physics', 'First-Person', 'Replay Value', 'Indie', 'Action', '3D Vision', 'TrackIR', 'Artificial Intelligence']",19.99,123752,93,5464564,56912204,312525,"['Indie', 'Racing', 'Simulation', 'Sports']"
577940,Killer Instinct,"['Fighting', 'Action', 'Multiplayer', '2D Fighter', 'Great Soundtrack', 'Arcade', 'Free to Play', 'Singleplayer', 'Competitive', 'Local Multiplayer', '2.5D', 'Controller', 'Gore', 'Character Customization', ""Beat 'em up"", 'PvP', 'Female Protagonist', 'Classic']",0,5035,88,309283,2467656.748483832,26175,"['Action', 'Free To Play']"
1225560,Unravel,"['Action', 'Puzzle', 'Adventure', 'Family Friendly', 'Singleplayer', 'Atmospheric', 'Colorful', 'Platformer', 'Co-op', 'Puzzle Platformer', 'Beautiful', 'Multiplayer', 'Great Soundtrack', 'Side Scroller', 'Cute', 'Indie', '2D Platformer', 'Controller', 'Physics']",19.99,4526,91,283760,1117834,11956,"['Action', 'Adventure']"
1286350,BPM: BULLETS PER MINUTE,"['FPS', 'Rhythm', 'Roguelike', 'Action', 'Indie', 'Adventure', 'Shooter', 'Action Roguelike', 'Rock Music', 'Great Soundtrack', 'Music', 'Roguelite', 'Difficult', 'Singleplayer', 'First-Person', 'Female Protagonist', 'Fast-Paced', 'Bullet Hell', 'Procedural Generation', 'Boomer Shooter']",19.99,10463,91,507562,6716005,24968,"['Action', 'Adventure', 'Indie']"
1466640,Road 96 🛣️,"['First-Person', 'Colorful', ""1990's"", 'Adventure', 'Choices Matter', 'Story Rich', 'Atmospheric', 'Multiple Endings', 'Narration', 'Dystopian', 'Choose Your Own Adventure', 'Exploration', 'Emotional', 'Singleplayer', 'Political', 'Procedural Generation', 'Interactive Fiction', 'Dynamic Narration', 'Action', 'Nonlinear']",19.96,17190,92,556461,5187033,55680,"['Action', 'Adventure', 'Indie']"
1139900,Ghostrunner,"['Action', 'Cyberpunk', 'Fast-Paced', 'First-Person', 'Difficult', 'Swordplay', 'Singleplayer', 'Hack and Slash', 'Futuristic', 'Violent', 'Sci-fi', 'Great Soundtrack', 'Action-Adventure', 'Combat', 'Adventure', 'Fighting', 'Ninja', 'Post-apocalyptic', 'Strategy', 'Shooter']",29.99,58946,92,1394824,24251841,135554,['Action']
230230,Divinity: Original Sin (Classic),"['RPG', 'Turn-Based', 'Co-op', 'Fantasy', 'Adventure', 'Strategy', 'Open World', 'Isometric', 'CRPG', 'Story Rich', 'Kickstarter', 'Singleplayer', 'Indie', 'Multiplayer', 'Turn-Based Strategy', 'Magic', 'Online Co-Op', 'Crowdfunded', 'Atmospheric', 'Female Protagonist']",0,11671,92,1161571,0,80617,"['Adventure', 'Indie', 'RPG', 'Strategy']"
684410,Bridge Constructor Portal,"['Puzzle', 'Simulation', 'Strategy', 'Physics', 'Building', 'Singleplayer', '2D', 'Comedy', 'Difficult', 'Sci-fi', 'Level Editor', 'Sandbox', 'Casual', '2.5D', 'Indie', 'Funny', 'Family Friendly', 'Education', 'Co-op', 'Touch-Friendly']",9.99,5864,92,240652,888664,47880,"['Simulation', 'Strategy']"
1105670,The Last Spell,"['Tactical', 'Singleplayer', '2D', 'Pixel Graphics', 'Strategy RPG', 'Perma Death', 'Turn-Based', 'Roguelite', 'Tower Defense', 'Turn-Based Tactics', 'Tactical RPG', 'Dark Fantasy', 'Turn-Based Strategy', 'RPG', 'Turn-Based Combat', 'Strategy', 'Base Building', 'Post-apocalyptic', 'Fantasy', 'Roguelike']",24.99,10506,92,365087,6036890,62495,"['Action', 'Indie', 'RPG', 'Strategy']"
1384160,GUILTY GEAR -STRIVE-,"['Fighting', '2D Fighter', 'Great Soundtrack', 'Anime', 'PvP', '2.5D', 'Arcade', 'Lore-Rich', 'Multiplayer', 'Action', '2D', 'Story Rich', '3D', 'Local Multiplayer', 'Fantasy', 'Combat', 'Cinematic', 'LGBTQ+', 'Drama', 'Casual']",39.99,48837,91,1560791,41410582,108571,['Action']
415200,Motorsport Manager,"['Management', 'Racing', 'Simulation', 'Strategy', 'Sports', 'Automobile Sim', 'Singleplayer', 'Multiplayer', 'Difficult', 'Action', 'Great Soundtrack', 'Economy']",19.99,13076,92,535040,7057617,46613,"['Racing', 'Simulation', 'Sports', 'Strategy']"
1072420,DRAGON QUEST BUILDERS™ 2,"['RPG', 'Open World Survival Craft', 'Adventure', 'Action', 'Building', 'Sandbox', 'Crafting', 'JRPG', 'Anime', 'Cute', 'Co-op', 'Multiplayer', 'Open World', 'Third Person', 'Colorful', 'Voxel', 'Survival', 'Platformer', 'Singleplayer', 'Character Customization']",49.99,6490,92,176140,6403159,43837,"['Action', 'Adventure', 'RPG']"
234140,Mad Max,"['Open World', 'Vehicular Combat', 'Post-apocalyptic', 'Action', 'Driving', 'Singleplayer', 'Survival', 'Third Person', 'Adventure', 'Exploration', 'Automobile Sim', 'Atmospheric', 'Racing', 'Story Rich', 'Sandbox', 'Multiplayer', 'RPG', 'Shooter', 'Third-Person Shooter', 'War']",19.99,73593,92,2447311,34056803,230936,"['Action', 'Adventure']"
905340,Heave Ho,"['Indie', 'Multiplayer', 'Adventure', 'Co-op', 'Local Multiplayer', 'Funny', '4 Player Local', 'Local Co-Op', 'Platformer', 'Party Game', '2D', 'Physics', 'Party']",9.99,2242,92,120099,658729,9397,"['Adventure', 'Indie']"
367450,Poly Bridge,"['Building', 'Simulation', 'Physics', 'Puzzle', 'Singleplayer', 'Sandbox', 'Difficult', 'Indie', 'Funny', 'Family Friendly', 'Level Editor', 'Great Soundtrack', 'Education', 'Crafting', 'Cartoon', 'Colorful', 'Cute', 'Stylized', 'Strategy', 'Choices Matter']",9.99,16737,92,638248,2098734,85375,"['Indie', 'Simulation']"
475550,Beholder,"['Dystopian', 'Choices Matter', 'Political Sim', 'Strategy', 'Atmospheric', 'Singleplayer', 'Simulation', 'Dark', 'Story Rich', 'Multiple Endings', 'Political', 'Point & Click', 'Dark Humor', 'Great Soundtrack', 'Indie', '3D', 'Adventure', '2D', 'RPG', 'Violent']",13.99,19229,0,807660,2527321,84467,"['Adventure', 'Indie', 'Strategy']"
313160,Farming Simulator 15,"['Farming Sim', 'Automobile Sim', 'Simulation', 'Multiplayer', 'Open World', 'Agriculture', 'Moddable', 'Singleplayer', 'Realistic', 'Co-op', 'Relaxing', 'Driving', 'Economy', 'Physics', 'Management', 'Sandbox', 'Mod', 'Strategy', 'Online Co-Op', 'Family Friendly']",12.99,14877,92,804676,10549401,80047,['Simulation']
1371720,Card Shark,"['Indie', 'Story Rich', 'Historical', 'Card Game', 'Stealth', 'Mystery', 'Interactive Fiction', 'Hand-drawn', 'Simulation', 'Atmospheric', '2D', 'Stylized', 'Tutorial', 'Narration', 'Adventure', 'Gambling', 'RPG', 'Quick-Time Events', 'Alternate History', 'Point & Click']",19.99,2475,92,130651,1401781,15895,"['Adventure', 'Indie', 'Simulation']"
305620,The Long Dark,"['Survival', 'Open World Survival Craft', 'Open World', 'Exploration', 'Atmospheric', 'Singleplayer', 'First-Person', 'Adventure', 'Crafting', 'Sandbox', 'Simulation', 'Post-apocalyptic', 'Indie', 'Walking Simulator', 'Survival Horror', 'Strategy', 'Difficult', 'Action', 'Early Access', 'Co-op']",19.99,101430,91,3979967,40957710,484641,"['Adventure', 'Indie', 'Simulation', 'Strategy']"
654880,Dream Daddy: A Dad Dating Simulator,"['LGBTQ+', 'Dating Sim', 'Sexual Content', 'Romance', 'Simulation', 'Visual Novel', 'Character Customization', 'Indie', 'Memes', 'Casual', 'Funny', 'Choices Matter', 'Cute', 'NSFW', 'Singleplayer', 'Nudity', 'Mature', 'Story Rich', 'Multiple Endings', 'Comedy']",14.99,5743,92,253998,2822262,43029,"['Casual', 'Indie', 'Simulation']"
323190,Frostpunk,"['City Builder', 'Survival', 'Resource Management', 'Strategy', 'Post-apocalyptic', 'Steampunk', 'Colony Sim', 'Building', 'Base Building', 'Singleplayer', 'Simulation', 'Management', 'Choices Matter', 'Atmospheric', 'Economy', 'Dark', 'Difficult', 'RTS', 'Great Soundtrack', 'Real-Time with Pause']",29.99,104312,92,4555270,52661672,373661,"['Simulation', 'Strategy']"
535930,Two Point Hospital,"['Simulation', 'Medical Sim', 'Management', 'Building', 'Funny', 'Singleplayer', 'Strategy', 'Sandbox', 'Indie', 'Comedy', 'Casual', 'City Builder', 'Replay Value', 'Cartoony', 'Multiplayer', 'Isometric', 'Family Friendly', 'Retro', 'Classic', 'Tactical']",29.99,31657,92,1495207,23673441,197637,"['Indie', 'Simulation']"
203140,Hitman: Absolution™,"['Stealth', 'Action', 'Third Person', 'Assassin', 'Singleplayer', 'Third-Person Shooter', 'Tactical', 'Shooter', 'Replay Value', 'Crime', 'Story Rich', 'Multiplayer', 'Cinematic', 'Difficult', 'Atmospheric', 'Adventure', 'Strategy', 'Score Attack', 'Linear', 'Controller']",19.99,46980,92,4182046,29322699,66399,['Action']
1766740,Choo-Choo Charles,"['Survival Horror', 'Horror', 'Open World', 'First-Person', 'Singleplayer', 'Trains', 'Shooter', 'Dark', '3D', 'Action-Adventure', 'FPS', 'Adventure', 'Atmospheric', 'Indie', 'Psychological Horror', 'Action', 'Choices Matter', 'Thriller', 'Hand-drawn', 'Co-op']",19.99,14106,92,241681,3378424,65660,"['Action', 'Adventure', 'Indie']"
1954200,Kena: Bridge of Spirits,"['Action', 'Adventure', 'Souls-like', 'Action-Adventure', 'Female Protagonist', '3D Platformer', 'Exploration', 'Third Person', 'Cinematic', 'Atmospheric', 'Fantasy', 'Magic', '3D', 'Nature', 'Combat', 'Story Rich', 'Singleplayer', 'Controller', 'Indie', 'Mystery']",39.99,13458,92,438619,8146494,61494,"['Action', 'Adventure', 'Indie']"
742300,Mega Man 11,"['Action', 'Platformer', 'Side Scroller', 'Classic', 'Singleplayer', 'Great Soundtrack', 'Robots', 'Difficult', '2.5D', '2D', 'Retro', 'Adventure', 'Anime', 'Shooter', 'Sci-fi', 'Action-Adventure', 'Cute', '2D Platformer']",29.99,4264,90,133269,2251450,24341,['Action']
361420,ASTRONEER,"['Multiplayer', 'Open World', 'Open World Survival Craft', 'Space', 'Survival', 'Exploration', 'Base Building', 'Co-op', 'Sandbox', 'Adventure', 'Building', 'Crafting', 'Sci-fi', 'Automation', 'Singleplayer', 'Colorful', 'Third Person', 'Atmospheric', 'Simulation', 'Indie']",29.99,116811,92,3943957,60485128,511261,"['Adventure', 'Indie']"
1672970,Minecraft Dungeons,"['Dungeon Crawler', 'Hack and Slash', 'Adventure', 'Action', 'RPG', 'Action RPG', 'Action-Adventure', 'Exploration', 'Top-Down', 'Loot', 'Isometric', 'Arcade', 'Colorful', 'Voxel', 'Cute', 'Fantasy', 'Family Friendly', 'Atmospheric', 'Magic', 'Funny']",19.99,11665,91,676629,9751337,53445,"['Action', 'Adventure', 'RPG']"
2506110,The Guest,"['Indie', 'Horror', 'Psychological Horror', 'Dark', 'Adventure', 'First-Person', 'Walking Simulator', 'Atmospheric', 'Survival Horror', '3D', 'Singleplayer', 'Linear', 'Realistic', 'Mystery', 'Violent', 'Action', 'Exploration']",4.99,151,79,6405,27102,508,"['Action', 'Adventure', 'Indie']"
414340,Hellblade: Senua's Sacrifice,"['Atmospheric', 'Psychological', 'Story Rich', 'Female Protagonist', 'Mythology', 'Singleplayer', 'Dark', 'Adventure', 'Horror', 'Third Person', 'Dark Fantasy', 'Action', 'Violent', 'Indie', 'Walking Simulator', 'Hack and Slash', 'Action-Adventure', 'Fantasy', 'Realistic', 'Blood']",29.99,67255,91,1965122,21324853,191307,"['Action', 'Adventure', 'Indie']"
398030,Old School Musical,"['Indie', 'Adventure', 'Action', 'Rhythm', 'Retro', 'Pixel Graphics', 'Music', 'Difficult', 'Great Soundtrack', '2D', '2.5D', 'Local Multiplayer', 'Controller']",12.99,650,0,45463,368424,2009,"['Action', 'Adventure', 'Indie']"
595140,Immortal Redneck,"['Boomer Shooter', 'FPS', 'Action Roguelike', 'Fast-Paced', 'Procedural Generation', 'Roguelite', 'Action', 'Indie', 'Shooter', 'Singleplayer', 'First-Person', 'Difficult', 'Perma Death', 'Funny', 'Roguelike', 'Arena Shooter', 'Bullet Hell', 'Class-Based', 'Replay Value', '3D']",19.95,3026,91,84625,812280,14213,"['Action', 'Indie']"
445980,Wizard of Legend,"['Action Roguelike', 'Pixel Graphics', 'Roguelike', 'Dungeon Crawler', 'Action', 'Local Co-Op', 'Magic', 'Multiplayer', 'Adventure', 'Roguelite', 'Co-op', 'Indie', 'Hack and Slash', 'Local Multiplayer', 'Difficult', '2D', 'Singleplayer', 'RPG', 'Procedural Generation', 'Fast-Paced']",15.99,19420,91,1440068,13249558,105613,"['Action', 'Adventure', 'Indie']"
848450,Subnautica: Below Zero,"['Open World Survival Craft', 'Survival', 'Underwater', 'Singleplayer', 'Open World', 'Horror', 'Exploration', 'Base Building', 'Indie', 'Adventure', 'Crafting', 'First-Person', 'Survival Horror', 'Multiplayer', 'Aliens', 'Sci-fi', 'Action', 'Atmospheric', 'Story Rich', 'Sandbox']",29.99,87135,91,2230072,34491061,237864,"['Adventure', 'Indie']"
493340,Planet Coaster,"['Simulation', 'Building', 'Management', 'Sandbox', 'Family Friendly', 'Relaxing', 'Strategy', 'Realistic', 'Economy', 'Singleplayer', 'Funny', 'Great Soundtrack', 'Atmospheric', 'Colorful', 'Third Person', 'City Builder', 'Casual', 'God Game', '3D', 'First-Person']",44.99,64346,91,3226154,49027100,298626,"['Action', 'Adventure', 'Casual', 'Simulation', 'Strategy']"
731040,The Invincible,"['Adventure', 'Robots', 'Futuristic', 'Walking Simulator', 'Conversation', 'Sci-fi', 'Female Protagonist', 'Choices Matter', 'Multiple Endings', 'Mystery', 'Space', 'Thriller', 'Science', 'Story Rich', 'Aliens', 'Singleplayer', 'Interactive Fiction', 'Nonlinear', 'First-Person', 'Narration']",29.99,4425,89,134155,2804229,60620,"['Action', 'Adventure', 'Indie']"
410900,Forts,"['Base Building', 'Physics', 'Multiplayer', 'Strategy', 'Destruction', 'Building', 'Moddable', 'Sandbox', 'Action', '2D', 'Military', 'Memes', 'Tactical', 'Singleplayer', 'Funny', 'Level Editor', 'Indie', 'Retro', 'Pixel Graphics', 'Lemmings']",14.99,19608,92,1573786,13741649,75817,"['Action', 'Indie', 'Strategy']"
1462570,Lost in Random™,"['Adventure', 'Action', 'Action-Adventure', 'Singleplayer', 'Gothic', 'Exploration', 'Indie', 'Fantasy', 'Comedy', 'Story Rich', 'Deckbuilding', 'Action RPG', 'Combat', 'Female Protagonist', 'Third Person', 'Real-Time with Pause', 'Dark Fantasy', 'Atmospheric', 'Soundtrack', 'Multiplayer']",29.99,3802,89,163386,1651813,20301,"['Action', 'Adventure', 'Indie']"
631510,Devil May Cry HD Collection,"['Action', 'Hack and Slash', 'Character Action Game', 'Great Soundtrack', 'Difficult', 'Classic', 'Singleplayer', 'Spectacle fighter', 'Demons', 'Stylized', 'Violent', 'Third Person', 'Gore', 'Story Rich', 'Atmospheric', 'Fast-Paced', 'Gothic', 'Adventure', ""Beat 'em up"", 'Anime']",29.99,11352,92,477331,6055339,43859,['Action']
17470,Dead Space (2008),"['Horror', 'Sci-fi', 'Action', 'Space', 'Survival Horror', 'Third Person', 'Atmospheric', 'Singleplayer', 'Third-Person Shooter', 'Gore', 'Shooter', 'Aliens', 'Dark', 'Futuristic', 'Story Rich', 'Silent Protagonist', 'Survival', 'Adventure', 'Zombies', 'Immersive']",19.99,26328,92,1657108,15262481,25103,"['Action', 'Adventure']"
506610,Five Nights at Freddy's: Sister Location,"['Horror', 'Survival Horror', 'Singleplayer', 'Robots', 'First-Person', 'Dark', 'Difficult', 'Survival', 'Strategy', 'Indie', 'Story Rich', 'Mystery', 'Psychological Horror', 'Atmospheric', 'Simulation', 'Lore-Rich', 'Memes', 'Funny', 'Adventure', 'Gore']",7.99,10986,91,455840,2429854,39696,"['Action', 'Indie', 'Simulation']"
262060,Darkest Dungeon®,"['Turn-Based Combat', 'Dark Fantasy', 'Dungeon Crawler', 'Roguelike', 'RPG', 'Lovecraftian', 'Difficult', 'Turn-Based', 'Singleplayer', 'Perma Death', 'Strategy', 'Atmospheric', 'Dark', 'Indie', '2D', 'Roguelite', 'Horror', 'Gothic', 'Fantasy', 'Kickstarter']",24.99,135992,92,5469613,40842091,360354,"['Indie', 'RPG', 'Strategy']"
254700,Resident Evil 4 (2005),"['Inventory Management', 'Survival Horror', 'Action', 'Zombies', 'Horror', 'Third-Person Shooter', 'Singleplayer', 'Adventure', 'Classic', 'Third Person', 'Quick-Time Events', 'Atmospheric', 'Survival', 'Shooter', 'Gore', 'Replay Value', 'Great Soundtrack', 'Remake', 'Difficult', 'VR']",19.99,72784,93,2508535,15093500,61315,"['Action', 'Adventure']"
32370,STAR WARS™ Knights of the Old Republic™,"['RPG', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Classic', 'Adventure', 'Party-Based RPG', 'Real-Time with Pause', 'Choices Matter', 'Third Person', 'Action', 'Space', 'Exploration', 'Fantasy', 'Atmospheric', 'Turn-Based', 'Great Soundtrack', 'Moddable', 'Female Protagonist', 'Open World']",9.99,29850,91,2250898,11504964,37530,"['Adventure', 'RPG']"
287020,Harvester,"['Horror', 'Gore', 'Point & Click', 'FMV', 'Adventure', 'Violent', 'Dark Humor', 'Classic', 'Cult Classic', 'Satire', ""1990's"", 'Retro', 'Surreal', 'Singleplayer', 'Story Rich', 'Atmospheric', 'Nudity', 'Comedy', 'Funny', 'Puzzle']",5.99,1250,91,84592,152612,3270,['Adventure']
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,"['Action', 'Classic', 'Sci-fi', 'FPS', 'Multiplayer', 'Third Person', 'Singleplayer', 'Shooter', 'Story Rich', 'Adventure', 'Third-Person Shooter', 'First-Person', 'Cult Classic', 'Great Soundtrack', 'Swordplay', 'Space', 'Atmospheric', 'Moddable', 'Local Multiplayer', 'Hack and Slash']",9.99,4428,91,213948,1160669,15960,['Action']
401810,Poi,"['3D Platformer', 'Collectathon', 'Indie', 'Platformer', 'Family Friendly', 'Action', 'Female Protagonist', 'Exploration', 'Nostalgia', 'Soundtrack', 'Colorful', '3D', 'Adventure', 'Cartoony', 'Retro', 'Cute', 'Nonlinear', 'Action-Adventure', 'Casual', 'Singleplayer']",9.99,702,91,23463,197945,2887,"['Action', 'Adventure', 'Casual', 'Indie']"
782330,DOOM Eternal,"['FPS', 'Action', 'Great Soundtrack', 'Gore', 'Fast-Paced', 'Violent', 'Demons', 'Shooter', 'First-Person', 'Singleplayer', 'Blood', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Mature', 'Atmospheric', 'Story Rich', 'Difficult', 'Adventure', 'Horror']",39.99,184317,91,4096517,119098027,249272,['Action']
805550,Assetto Corsa Competizione,"['Racing', 'Automobile Sim', 'Simulation', 'VR', 'Multiplayer', 'Driving', 'Realistic', 'Sports', 'Controller', 'Singleplayer', 'Open World', 'eSports', 'Early Access', 'Competitive', 'First-Person', 'Online Co-Op', 'Atmospheric', 'Moddable', 'Difficult', 'PvP']",39.99,33209,92,1091608,19210483,133297,"['Racing', 'Simulation', 'Sports']"
238960,Path of Exile,"['Free to Play', 'Dark Fantasy', 'Action RPG', 'Hack and Slash', 'Loot', 'MMORPG', 'Multiplayer', 'Dungeon Crawler', 'Isometric', 'Character Customization', 'RPG', 'Inventory Management', 'Online Co-Op', 'Singleplayer', 'Action', 'PvP', 'Horror', 'Massively Multiplayer', 'Fantasy', 'Adventure']",0,230695,90,13901359,205959953.0946127,267674,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']"
489830,The Elder Scrolls V: Skyrim Special Edition,"['Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Moddable', 'Dragons', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator']",39.99,296378,91,12097973,190101605,511883,['RPG']
751780,Forager,"['Open World Survival Craft', 'Survival', 'Pixel Graphics', 'Crafting', 'Indie', 'Farming Sim', 'Sandbox', 'Adventure', '2D', 'Multiplayer', 'Base Building', 'Singleplayer', 'Resource Management', 'Building', 'Exploration', 'Open World', 'RPG', 'Casual', 'Agriculture', 'Simulation']",19.99,38060,90,1320262,16443219,115564,"['Action', 'Adventure', 'Indie', 'Simulation']"
357190,ULTIMATE MARVEL VS. CAPCOM 3,"['Fighting', '2D Fighter', 'Action', 'Superhero', 'Multiplayer', 'Arcade', 'Comic Book', 'Competitive', 'Great Soundtrack', '2.5D', 'Local Multiplayer', 'Singleplayer', 'Controller', 'Anime', 'Psychological Horror', 'Funny', 'Nudity', 'Memes']",24.99,5805,91,497373,5474052,35543,['Action']
423230,Furi,"['Hack and Slash', 'Bullet Hell', 'Difficult', ""Shoot 'Em Up"", ""Beat 'em up"", 'Top-Down', 'Atmospheric', 'Third Person', 'Sci-fi', 'Controller', 'Action', 'Boss Rush', 'Story Rich', 'Cyberpunk', 'Fast-Paced', 'Violent', 'Replay Value', 'Singleplayer', 'Indie', 'Great Soundtrack']",19.99,11429,91,586141,5749616,44533,"['Action', 'Indie']"
1527950,Wartales,"['RPG', 'Open World', 'Turn-Based Strategy', 'Party-Based RPG', 'Medieval', 'Co-op', 'Adventure', 'Turn-Based Combat', 'Strategy', 'Multiplayer', 'Singleplayer', 'Tactical RPG', 'Exploration', 'Sandbox', 'Survival', 'Turn-Based', 'Online Co-Op', 'Story Rich', 'Indie', 'Violent']",34.99,24872,91,1365756,32591271,195697,"['Adventure', 'Indie', 'RPG', 'Strategy']"
201810,Wolfenstein: The New Order,"['FPS', 'Action', 'Shooter', 'Alternate History', 'Gore', 'Singleplayer', 'First-Person', 'World War II', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Stealth', 'War', 'Old School', 'Adventure', 'Great Soundtrack', 'Dystopian', 'Robots', 'Epic', 'Historical']",19.99,52131,91,2403954,31801077,112861,['Action']
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,"['Stealth', 'Open World', 'Action', 'Story Rich', 'Tactical', 'Cinematic', 'Third Person', 'Great Soundtrack', 'Singleplayer', 'Atmospheric', 'Adventure', 'Horses', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Replay Value', 'Sandbox', 'Dark', 'Sci-fi', 'Heist']",19.99,90891,91,3008313,72545146,250528,"['Action', 'Adventure']"
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Third Person', 'Great Soundtrack', 'Open World', 'Fantasy', 'Co-op', 'Atmospheric', 'Online Co-Op', 'Local Co-Op', ""Beat 'em up"", 'Memes', 'Heist']",19.99,82755,91,3285896,32808157,217026,"['Action', 'Adventure']"
1213210,Command & Conquer™ Remastered Collection,"['Strategy', 'RTS', 'Base Building', 'Classic', 'Multiplayer', 'Great Soundtrack', 'War', 'Singleplayer', ""1990's"", 'FMV', 'Remake', 'PvP', 'Level Editor', 'Replay Value', 'Tanks', 'Soundtrack', 'Cinematic', 'Real Time Tactics', 'Isometric', 'Retro']",19.99,30817,91,981824,11637031,102036,['Strategy']
414700,Outlast 2,"['Horror', 'Psychological Horror', 'Survival Horror', 'First-Person', 'Gore', 'Singleplayer', 'Dark', 'Atmospheric', 'Violent', 'Mature', 'Survival', 'Action', 'Nudity', 'Sexual Content', 'Adventure', 'Story Rich', 'Multiplayer', 'Parkour', 'Indie', 'FPS']",29.99,49486,91,2334233,24702786,174415,"['Action', 'Adventure', 'Indie']"
