iter	RMSE
380	0.3063864389
381	0.3059804798
382	0.3053267036
383	0.3051859923
384	0.3045541829
385	0.303817871
386	0.3032189618
387	0.3026471798
388	0.3024812395
389	0.3019313562
390	0.3015452833
391	0.3006566014
392	0.2999768411
393	0.2991416097
394	0.2985408322
395	0.2980566884
396	0.2975052169
397	0.2972965496
398	0.296637871
399	0.2961819841
400	0.2957031387
401	0.2954393073
402	0.294916217
403	0.2947241973
404	0.2940959819
405	0.293715525
406	0.2934818598
407	0.2928048128
408	0.2923136036
409	0.2919463845
410	0.2912547295
411	0.2904805292
412	0.2902086324
413	0.2893100551
414	0.2883684143
415	0.2881937131
416	0.2878217919
417	0.2874046392
418	0.2872049162
419	0.2867053762
420	0.2859582373
421	0.285562439
422	0.2850942935
423	0.2843673498
424	0.2839062386
425	0.2834382238
426	0.2831738177
427	0.2824107524
428	0.281884699
429	0.2815050015
430	0.281304594
431	0.280799622
432	0.2801992006
433	0.2793288217
434	0.2788697503
435	0.2785070594
436	0.2778212199
437	0.2771158182
438	0.2767316541
439	0.2760223454
440	0.2756385152
441	0.2750657499
442	0.2744811674
443	0.2743002567
444	0.2740542316
445	0.2738911614
446	0.2731962341
447	0.2727692197
448	0.2722944995
449	0.271833928
450	0.2712832533
451	0.2707278518
452	0.2702595624
453	0.2698529378
454	0.2690401196
455	0.2687562302
456	0.2685803794
457	0.2683784062
458	0.2676478987
459	0.2669434113
460	0.2663146816
461	0.2656925278
462	0.2652480955
463	0.2651294185
464	0.2646976203
465	0.2645536632
466	0.2641203439
467	0.2637045654
468	0.2632933046
469	0.2630855372
470	0.262646453
471	0.2623215859
472	0.2617520091
473	0.2611800572
474	0.2607166198
475	0.2603701362
476	0.2600479459
477	0.2593319777
478	0.2588128471
479	0.2584562213
480	0.2578693382
481	0.2574710537
482	0.2568750224
483	0.2564863041
484	0.2557512738
485	0.2550550232
486	0.2548745805
487	0.2542300111
488	0.2538835698
489	0.2533520515
490	0.2531898969
491	0.2527996125
492	0.2520833992
493	0.2515961874
494	0.2511651236
495	0.2508008497
496	0.250490036
497	0.2500544849
498	0.249309423
499	0.2488680321
500	0.2485262802
501	0.2481025204
502	0.2477285874
503	0.2472928495
504	0.2468630935
505	0.2464530786
506	0.2459609294
507	0.2455288649
508	0.2452404417
509	0.2449792672
510	0.2445997298
511	0.2442411978
512	0.2439677012
513	0.2435659868
514	0.2432990825
515	0.2427282519
516	0.2420981981
517	0.2417418472
518	0.2411760872
519	0.240977652
520	0.2407407663
521	0.2406185416
522	0.2402352026
523	0.2396349489
524	0.2390141117
525	0.2388208018
526	0.2385253395
527	0.2382458894
528	0.237973581
529	0.2378207383
530	0.2376773963
531	0.2374347311
532	0.2370159375
533	0.2364250892
534	0.2361842939
535	0.2356256394
536	0.2355188615
537	0.2350544349
538	0.2343993804
539	0.2339414621
540	0.2333398335
541	0.2330044532
542	0.2323957783
543	0.2320799396
544	0.2317283944
545	0.2315515863
546	0.2310949686
547	0.2310340632
548	0.2307309764
549	0.2305345183
550	0.2304219355
551	0.2303095323
552	0.2298144011
553	0.2293287162
554	0.2289345058
555	0.2287369482
556	0.2282258865
557	0.2275504978
558	0.2274074793
559	0.2270543808
560	0.226435099
561	0.2259345943
562	0.2257062432
563	0.2253434102
564	0.224794796
565	0.2245956685
566	0.2242204849
567	0.2237816998
568	0.2233336842
569	0.2230734917
570	0.2228161081
571	0.222465063
572	0.2221935371
573	0.221831381
574	0.2214216321
575	0.2212337614
576	0.220736675
577	0.2203670062
578	0.2200302133
579	0.2195568805
580	0.2191958226
581	0.2186714573
582	0.2182626286
583	0.2179081084
584	0.2178128289
585	0.2174854539
586	0.2169331736
587	0.2165625499
588	0.2158761192
589	0.2154366823
590	0.2152329931
591	0.2150148281
592	0.2149527005
593	0.2145634197
594	0.2139043634
595	0.2132747358
596	0.212967515
597	0.2125863013
598	0.212350247
599	0.212153455
600	0.2116994694
601	0.2111836683
602	0.211134957
603	0.2106976689
604	0.2104600645
605	0.2100448919
606	0.2094775964
607	0.2091268836
608	0.208818707
609	0.2086437614
610	0.208342639
611	0.20804012
612	0.2075284284
613	0.2072107527
614	0.2069274405
615	0.206637268
616	0.2062359949
617	0.2058661699
618	0.2052613025
619	0.2049234273
620	0.2045230632
621	0.2044188303
622	0.2041833585
623	0.2036991823
624	0.2032886007
625	0.2028271339
626	0.2026811854
627	0.2022660197
628	0.2021186725
629	0.2019390023
630	0.2016357103
631	0.2013868904
632	0.2009249534
633	0.2007154934
634	0.2001918864
635	0.1998172229
636	0.1994722947
637	0.1990605467
638	0.1989189027
639	0.1984767144
640	0.1983723115
641	0.1980856114
642	0.1976131663
643	0.1972996827
644	0.1969421261
645	0.1966582681
646	0.1963092956
647	0.1961292199
648	0.1956667495
649	0.1955880896
650	0.1953492232
651	0.1948088863
652	0.1944166331
653	0.1942402689
654	0.1939423717
655	0.1935762962
656	0.1930958524
657	0.1929884713
658	0.1925823329
659	0.1924735368
660	0.1923393787
661	0.1922237482
662	0.1921939172
663	0.1917046608
664	0.1912168508
665	0.190980025
666	0.1906871553
667	0.1901678585
668	0.1897606859
669	0.1893160046
670	0.1890599109
671	0.1887418864
672	0.1884113643
673	0.1881116686
674	0.1878807231
675	0.1875827776
676	0.1874543013
677	0.1871677287
678	0.1868847564
679	0.1864701829
680	0.1862065936
681	0.1859667043
682	0.1854702451
683	0.1851782669
684	0.1849321363
685	0.1846403452
686	0.1842474517
687	0.184087315
688	0.183631135
689	0.1833797828
690	0.1829755292
691	0.1826443921
692	0.1824248057
693	0.1822262191
694	0.1819257114
695	0.1817839575
696	0.1815697904
697	0.1813800551
698	0.1809990894
699	0.1808071585
700	0.1804025207
701	0.1801766216
702	0.1799121252
703	0.1795561097
704	0.1791397195
705	0.1786839836
706	0.1783164001
707	0.177998743
708	0.1777271585
709	0.1774047445
710	0.1771252779
711	0.1766977818
712	0.1764587542
713	0.1761454127
714	0.1757594587
715	0.1753511012
716	0.1750443257
717	0.174751759
718	0.174331726
719	0.1740965394
720	0.1738480883
721	0.1736273972
722	0.1733815327
723	0.1732119289
724	0.1729854377
725	0.1726075459
726	0.172393884
727	0.1720902326
728	0.1717267813
729	0.1716013706
730	0.1714119116
731	0.1710527246
732	0.1707690775
733	0.1705191447
734	0.1702698768
735	0.170031639
736	0.1698039476
737	0.1696745314
738	0.169369125
739	0.1691231727
740	0.1687796393
741	0.168579671
742	0.1682695749
743	0.1680778844
744	0.1678665503
745	0.1675968616
746	0.1672052891
747	0.1667935304
748	0.1667363152
749	0.1664620955
750	0.1660253358
751	0.1657909802
752	0.1655763652
753	0.1653677515
754	0.1650791362
755	0.1648575044
756	0.1646183753
757	0.1644361624
758	0.1641686506
759	0.1641339289
760	0.1638555317
761	0.163565719
762	0.1633154207
763	0.1629932174
764	0.162548271
765	0.1622176413
766	0.1619207748
767	0.1615026713
768	0.1611935811
769	0.1611115624
770	0.1610877495
771	0.160702714
772	0.1604610097
773	0.1601351115
774	0.1598662432
775	0.1595686297
776	0.1592559128
777	0.1590566782
778	0.1589865491
779	0.1587615269
780	0.1585233322
781	0.1582684856
782	0.1578426268
783	0.1575868287
784	0.1573571211
785	0.1570642406
786	0.1568537061
787	0.1565789579
788	0.1563010069
789	0.1560848571
790	0.1559097777
791	0.1556198481
792	0.1552956515
793	0.1549787459
794	0.1547740814
795	0.154535597
796	0.1545112302
797	0.1542560945
798	0.154030756
799	0.1540007711
800	0.1538473841
801	0.1536666665
802	0.1535051304
803	0.1532691172
804	0.1529489777
805	0.152861704
806	0.1525824045
807	0.1521965317
808	0.1520586901
809	0.1518260976
810	0.1516669369
811	0.1513591736
812	0.1511855776
813	0.1509345082
814	0.1507007309
815	0.1503851158
816	0.1502038383
817	0.1498797777
818	0.1497323508
819	0.1495429144
820	0.149218697
821	0.1490883138
822	0.1488720437
823	0.1485859346
824	0.1482471205
825	0.148055473
826	0.1476978454
827	0.1476439916
828	0.1474993781
829	0.1473125732
830	0.1472902368
831	0.1469497793
832	0.1467358626
833	0.1465402282
834	0.1464867956
835	0.1461371791
836	0.1458464469
837	0.1456097084
838	0.1455760072
839	0.1453141572
840	0.1452428565
841	0.144890723
842	0.1447745163
843	0.1445800455
844	0.1443010297
845	0.1440216839
846	0.1437829647
847	0.1435612097
848	0.1433183375
849	0.143031586
850	0.1428983434
851	0.1426413019
852	0.1425185829
853	0.1425015071
854	0.142280506
855	0.1420867665
856	0.141876545
857	0.1417063307
858	0.1415159421
859	0.1413623737
860	0.1412161724
861	0.140943308
862	0.1407063884
863	0.1406123681
864	0.1404166207
865	0.1401138303
866	0.1400965855
867	0.1399772918
868	0.1398132859
869	0.1396757371
870	0.1393895429
871	0.1391446306
872	0.1391006442
873	0.1387595536
874	0.1385894041
875	0.1385155832
876	0.1382123394
877	0.1379383905
878	0.1376923961
879	0.1376286592
880	0.1374002306
881	0.1372201046
882	0.1370286511
883	0.1367075349
884	0.1365709791
885	0.1363903724
886	0.1362064619
887	0.1358928277
888	0.1356970429
889	0.1354829816
890	0.1352766114
891	0.1350467717
892	0.1347699295
893	0.1346511111
894	0.1344546082
895	0.1342107676
896	0.1340035661
897	0.1336929817
898	0.1336289095
899	0.1333418199
900	0.1332446901
901	0.1330600433
902	0.1328292738
903	0.1325384335
904	0.1322935845
905	0.1321794879
906	0.1318375044
907	0.1316490975
908	0.131527176
909	0.1312389456
910	0.130981346
911	0.1308791572
912	0.1306451716
913	0.1305573961
914	0.1303210787
915	0.1300977412
916	0.1299303832
917	0.1297983635
918	0.1296656578
919	0.1295060879
920	0.1294934536
921	0.1292883655
922	0.1291750475
923	0.1288655442
924	0.1287307023
925	0.1286644593
926	0.1285625294
927	0.1282321166
928	0.1280125103
929	0.1278205573
930	0.1275177447
931	0.1272668789
932	0.1271580831
933	0.1269939515
934	0.1268030294
935	0.1266465321
936	0.1264654504
937	0.1261417585
938	0.12600315
939	0.1258569242
940	0.1257833182
941	0.1255299093
942	0.1252407671
943	0.1252191688
944	0.1248989806
945	0.1246607185
946	0.1243470135
947	0.1242522083
948	0.1240501279
949	0.123786674
950	0.1235685239
951	0.1233566374
952	0.1231393871
953	0.1228697066
954	0.1227411127
955	0.1225278194
956	0.1223973938
957	0.1222225033
958	0.12205443
959	0.1219122238
960	0.1216460781
961	0.1215406082
962	0.1213682485
963	0.121144954
964	0.1210294864
965	0.1207854351
966	0.1206022174
967	0.1204156985
968	0.1202043602
969	0.1200271823
970	0.1198098221
971	0.1196208304
972	0.1194702748
973	0.1193297829
974	0.1191955588
975	0.1190417755
976	0.1189109284
977	0.1187803075
978	0.1186543808
979	0.1184487595
980	0.1182941204
981	0.1181140896
982	0.1178894215
983	0.1176700602
984	0.1174670367
985	0.1172622397
986	0.1171846588
987	0.1169973062
988	0.1169191001
989	0.1166832184
990	0.1166079761
991	0.1165242335
992	0.1162891487
993	0.1160315041
994	0.1157616792
995	0.1155365492
996	0.1153461063
997	0.1152755525
998	0.1151720412
999	0.115051867
