Sales,Rawg,Youtube,Twitch,Ratings,VGTime,Douban,IMDB
85573,177,461,6326,11,36.08545098,42,
85000,671,2154,31575,138,857,2071,296 
84620,99,1732,691,42,393,81,
84513,116,4618,1198,31,,48,25 
84014,404,378,680,38,35.62949324,10,25 
83551,160,1652,126,148,,0,25 
83090,168,1635,282,40,35.35802165,17.60118844,
81722,132,3401,4542,101,34.95438608,7,5 
81026,262,233,5,16,34.74822864,17.23873376,
80154,875,13273,26352,110,57,480,871 
79925,278,5635,126,59,,6,
79909,295,1000000,605,265,5,17.04191593,
79625,412,82738,31570,47,,36,24 
79276,87,2905,66,103,,6,
79000,19,851,660,39,338,94,7 
77071,100,48,0,6,33.56617443,16.53969472,
77010,346,2994,873,21,33.54779853,16.52886526,
76847,195,482896,1291,18,33.49867367,16.49992027,24 
76662,556,789,7750,18,,3,24 
76576,369,52302,7271,104,27,3,24 
76220,88,138381,9457,17,,16.38848054,23 
75165,190,509,101725,36,,3,23 
74884,165,12649,25631,48,70,21,
73841,151,2587,25847,7,,6,
73833,267,585,69,11,,3,23 
73734,466,3379,13272,145,12,666,23 
73251,338,4255,158,13,32.40657192,0,23 
72720,230,341,245,16,32.24392129,5,
72321,65,1040,2450,97,32.12146248,3,23 
71974,135,1772,542,12,,59,22 
71209,398,305,699,14,31.77906853,3,22 
71175,590,1043,682,24,31.76857377,8,22 
71146,324,2137,2920,64,31.75962115,0,30 
70431,280,3231,122,190,31.53853511,11,
70000,12,653,367,27,,15.27412561,7 
69530,306,2227,165,33,86,61,7 
69420,186,52319,26539,135,,3,
69255,438,15731,3509,19,,25,22 
68424,332,756,760,78,7,9,22 
68038,424,217,12,16,,14.91912429,22 
67316,412,451,1911,32,,3,
67000,2,391,1382,9,85,50,
66929,101,665,1560,29,8,222,183 
66897,244,7068,11637,14,13,245,
66546,527,11582,14806,36,30.32488623,14,21 
66375,204,1099,80,231,,2,21 
66332,108,935,404,82,,0,21 
66045,280,889,247,37,19,26,
66040,462,183,96,43,5,9,21 
65634,69,1617,4737,150,,7,21 
65065,71,12030,2538,36,6,21,21 
65019,349,1756,16418,52,3,11,21 
64735,1086,358,312,58,29.75170598,6,
63745,931,22415,2845,137,29.43628344,302,21 
63199,124,484,37,5,29.26167716,2,20 
63000,29,502,1053,12,36,22,20 
62365,411,351,4661,10,28.99406983,0,20 
62348,672,2774,37433,61,28.98860357,51,59 
62085,197,1742,1308,15,28.90397862,25,
61903,303,428,335,51,1,2,20 
61729,1159,299,947,15,,25,20 
61000,18,177,0,19,,0,20 
60456,167,627,0,15,28.37733003,0,20 
60211,48,493,16471,8,28.29774617,13.48463247,20 
60000,1,458,210,19,28.22912654,13.44553147,20 
60000,1852,34290,13087,933,429,221,562 
59942,376,237,390,13,28.21025123,2,
59822,453,1196,8773,51,28.17118099,2,14 
59676,483,3694,24494,78,28.12361292,5,10 
59586,193,136,454,33,28.09427225,2,20 
59295,257,277,243,18,27.99931041,0,20 
58523,290,99,164,20,27.74668469,2,19 
57511,788,6979,5111,123,235,759,98 
57000,24,1234,5145,25,340,76,
56854,315,4240,5336,31,27.19698493,2,8 
56722,125,2788,109,8,27.15329873,12.83496029,19 
56578,471,266,16,31,27.10560529,12.80800082,19 
56447,630,12946,27130,57,12,2,19 
55987,264,509,620,30,,2,12 
55790,111,76,1952,17,26.84394963,12.66026165,
55645,272,552,328,16,26.79567852,12.63303699,19 
55442,241,922,339,22,26.72803375,2,19 
55156,169,574,79396,8,8,16,19 
54489,248,1111,141877,75,5,2,
54081,156,660,724,122,,2,6 
53976,125,674,8070,10,26.23723335,7,
53052,92,110379,1655,15,,12.14407822,
53000,89,17890,29480,123,25.90819917,2,122 
52810,97,297,492,11,25.84392887,12.09823658,
52272,56,8744,31723,9,25.66155426,40,
52000,26,18961,8724,13,33,15,18 
51934,166,10507,1102,15,,11.93199235,18 
51834,192,1048,1387,70,25.51265047,21,18 
51000,10,2827,1121,15,25.2280434,11.7542063,
50924,221,812,71,105,25.20203691,2,18 
50619,106,6367,2596,27,,2,17 
50554,153,352,2538,37,25.07525488,11.66911255,17 
50500,15,641,301,79,25.05672767,2,
50476,18,7824,34144,17,25.04849139,92,16 
50402,52,2201,3702,11,25.02308859,7,
50124,5,6218,631,5,,11.58694858,
50000,49,1699,29779,38,23,2,47 
50000,168,6665,37187,116,24.88488801,61,
49953,257,134,12,5,24.8687079,2,
49640,1245,717,32298,63,24.76083521,25,119 
49531,26,532,16294,18,38,5,
49413,29,39520,37341,16,,11.45082343,17 
49328,356,195,98462,54,24.65309819,15,17 
49146,218,925,137,45,1,0,17 
48881,187,12107,306,75,8,16,54 
48819,6,3996,18,6,,11.33683902,17 
48027,59,2153,29657,32,,0,17 
48000,12,492,3787,16,287,6,17 
47858,34,3125,2137,51,238,71,5 
47422,323,4452,3225,118,,2,17 
47000,18,884,859,33,41,140,
46979,354,753,8,37,,0,
46491,291,588,127,30,,10.88776662,16 
46298,189,191,49,22,23.5955918,7,16 
46000,1,920,1469,35,23.49045084,8,16 
45797,246,484,26387,8,23.41870767,10.75314867,16 
45793,279,779,449,39,23.41729303,10.75237175,16 
45719,142,2670,28601,27,23.39111527,2,16 
44801,67,496,119,4,23.06527381,68,
44680,457,1305,6741,84,23.02217232,67,7 
44123,324,339559,1217,19,22.82329652,10.42697121,5 
44000,24,1100,29825,28,15,10.4029213,
43746,300,390,1344,83,22.68824993,10,14 
43024,151,541,6467,24,,10.21167114,
42031,185,533,9108,88,,2,74 
42000,32,297,1727,18,250,10.01020732,20 
41954,410,349,8023,18,22.04134544,2,
41866,216,62,381,14,22.00936069,9.983781468,
41818,56,428,518,51,21.99190573,0,15 
41705,46,315,0,22,2,34,15 
41411,59,1282,440,55,,0,15 
41288,130,42341,108,14,,2,
41276,126,17739,6716,174,5,18,19 
41216,382,459,338,65,21.77246352,7,100 
41186,278,633,31,29,,2,
40975,157,133,29,10,,9.807694841,15 
40472,52,1672,6301,5,21.49988827,2,
40365,206,824,268,20,21.46056066,2,15 
40240,72,5561,212,54,,9.66193994,
40000,3,311,96,30,21.32616307,13,
39748,154,2447,17548,17,21.23315275,0,15 
39288,20,2933,227,12,21.06290152,9.472466233,15 
39209,154,376,36,34,,9.456707683,15 
39000,12,397,410,11,266,29,
38993,79,268,47,11,20.95339512,9.413592961,14 
38487,184,1213,19257,14,20.76496672,6,14 
38166,2,1271,5529,19,20.64503408,9.248135423,14 
38018,278,39,160,24,,2,
37625,83,514,5026,94,222,2139,14 
36837,29,49960,15,93,,48,14 
36665,245,220,47,16,,2,14 
36523,150,467,0,29,237,672,
35901,239,24441,5074,63,19.78972334,2,6 
35636,31,3438,257,40,19.68858177,8.738035378,
35377,198,12779,2245,64,19.58950582,2,
35192,215,58,18,17,,8.647880777,13 
35112,222,219,73,40,19.48790287,8.631615869,13 
34841,144,2422,29824,21,19.38375459,2,13 
33903,288,1560,800,11,19.02132325,5,
33291,46,4560,177,24,18.78318685,7,7 
33213,182,627,71,29,18.75273953,8.243607846,
33000,11,132,45,26,18.66948235,8.199851552,
32942,470,1495,28221,113,18.64678271,368,13 
32916,262,274,240,11,18.636603,2,
32717,124,530,8,36,18.55860679,8,
32695,437,62770,56864,2288,18.54997513,16,83 
32452,180,72,303,9,18.45451493,2,13 
32402,72,480,5609,24,18.43484561,14,13 
32221,228,98,85,18,18.36356423,2,13 
32033,148,5333,92449,28,2,2,13 
32000,21,3243,374,25,101,33,
31979,327,21103,44287,117,18.26806659,2,13 
31632,62,541,2406,21,18.1307441,2,12 
31614,110,542,36,29,,7.913917876,12 
31482,23,1778,2541,30,,7.886574418,12 
31258,105,262,1998,22,9,2,12 
31114,67,298,18,57,17.92488177,2,12 
31002,215,23878,144,8,17.88023245,0,
31000,62,3329,6934,28,205,261,12 
30426,233,36,40,15,17.64981597,25,12 
30296,278,162,13,31,17.59762682,2,12 
30047,315,11187,7055,15,17.49747123,0,
30008,222,444,2244,9,17.48176107,1626,12 
29897,528,1285,3065,18,17.43701302,7.556669343,12 
29487,77,151,5,18,17.27128106,7.470844258,12 
28966,160,111,29,9,1,7.361485281,12 
28965,165,439,24,15,,7.361275054,12 
28793,124,709010,21,14,,7.325097286,
28702,198,336,142,37,16.95196651,2,
28391,206,479,415,34,16.82471827,7.240396097,
28051,59,31153,1077,8,16.6851115,7.168596447,11 
28000,7,908,308,15,16.66412559,7.157813568,11 
28000,37,1383,60,37,34,2,11 
27939,116,114,2221,23,16.63900931,0,6 
27000,3,492,123,11,31,2,
26710,194,8613,1243,74,16.12930657,2,
26542,209,23401,37133,69,2,94,22 
26507,94,895,31444,22,16.044427,6,11 
26392,78,5414,10099,16,15.99625358,2,11 
26232,35,979,4462,8,15.92912185,8,11 
26143,101,687,16,19,15.89172518,6.762817455,
26000,45,15672,9459,20,15.83155606,6.732203147,11 
25982,69,290,211,8,15.8239751,6.728347539,11 
25868,140,636,260,23,15.77592469,2,11 
25843,47,2525,2075,46,,6.698558103,11 
25751,57,205,15108,5,,6.67882613,11 
25641,289,260,1187,6,15.68005036,2,11 
25583,154,5766,1533,11,15.65551191,7,11 
25427,238,5539,17740,25,15.58942664,2,
25327,52,908,1873,4,15.54699853,2,11 
25164,22,296,471,8,15.47772977,16,11 
25150,68,6504,17111,16,109,137,11 
25130,57,433,107,13,,6.545313996,
25000,26,390,1259,70,,6.517292821,11 
25000,62,1221,1322,24,15.40789626,5,11 
24688,68,4224,10558,40,9,15,10 
24670,110,1932,31826,22,15.26694776,2,
24569,5,481,35335,6,15.22369299,0,10 
24535,177,272,67,12,15.20911965,2,10 
24334,55,134629,2174,33,15.12283782,0,10 
24244,169,4853,847,26,15.08413298,2,
24002,173,423,0,19,14.97983947,2,10 
23969,31,263,2073,26,2,0,
23890,271,542,3819,23,14.93146171,6,10 
23870,22,195,508,11,,6.272646021,10 
23817,97,135,6,4,,6.261122953,10 
23784,181,600,4935,8,14.88561115,2,10 
23697,140,561,614,16,2,6.235016592,10 
23635,253,950,897,10,14.82105412,2,10 
23399,33,176,336,27,,6.170086655,8 
23369,18,915,5255,71,14.70549164,14,10 
23344,190,15865,3367,8,14.69460971,0,10 
23326,277,580,2898,9,14.68677249,2,10 
23116,143,1114,137,11,14.59519995,0,
23041,23,534,0,11,14.56243337,0,10 
23000,3,153,97,33,,6.082925885,
23000,0,60,201,14,14.54450707,2,
23000,7,51277,0,9,,6.082925885,10 
22956,29,645,5342,8,116,109,10 
22816,244,1000000,2077,20,,12,10 
22559,124,82101,3955,71,14.35106198,7,34 
22483,155,142,21,40,,5.969598235,
22482,164,166,17,18,,5.9693786,
22421,125,233,428,13,14.29028923,6,9 
22373,212,445,5974,13,,46,15 
22318,54,36780,154,22,,5.93333543,
22270,245,219,26,22,,5.922777564,10 
22219,141,4729,329,43,84,99,39 
22104,166,54,46,17,14.15024928,0,
22000,57,780,927,84,15,1,10 
22000,2,12912,313,8,,5.863315997,
21988,92,1038,928,15,14.09884985,1,10 
21939,85,986,2382,11,14.07711291,1,10 
21796,78,265,140,21,14.01359074,1,
21620,173,63017,29580,17,8,11,17 
21557,128,886,759,12,,29,9 
21510,216,329,1588,12,13.88615931,1,9 
21281,111,651581,44,10,,5.704351355,9 
21169,137,480,339,22,,5.679506262,11 
21142,47,115,24640,21,3,5.673513426,9 
21062,294,1083,69916,63,13.68549042,1,9 
21000,7,1197,9,20,7,5.64197373,9 
20949,138,461,437,7,,5.630637108,
20857,70,398,13,26,,5.610174658,9 
20787,93,495,0,23,13.56166011,1,9 
20640,120,291,129,10,13.4952601,1,9 
20300,67,37323,7,8,,5.485951725,9 
20000,15,741,101,14,16,1,9 
19789,11,654,141,13,13.10794979,1,9 
19636,132,11419,223,26,13.03777574,5.337092379,9 
19579,179,194,5,31,13.0115894,5.324273616,
19291,99,68255,34720,27,12.8789179,5.259406041,9 
19264,66,237,16,19,,5.25331616,9 
19138,16,119,6795,6,30,1,9 
19055,72,656,1128,32,,5.206125883,11 
19052,148,717,2079,9,12.76835462,9,
19000,1116,1083,6051,247,,5.193692557,
18919,557,3359,1571,62,12.70664261,1,9 
18812,87,921956,838,20,,5.151146082,9 
18536,25,19007,93,15,,5.088550764,9 
18298,76,1049,11297,26,4,7,
18263,68,306,423,11,3,5.026477189,8 
18000,4,398,10,8,,4.966525564,8 
18000,192,11323,4873,30,12.27649808,1,8 
17991,219,10329,1727,11,1,1,
17788,148,113,116,8,12.17631718,1,8 
17784,91,24294,24843,17,12.17442344,4.91717449,
17782,86,1116,3381,7,12.17347653,4.916717053,8 
17655,50,2452,25499,22,12.11327989,11,8 
17630,95,25209,4183,7,12.10141445,1,8 
17520,132,534,46,119,12.04914472,1,13 
17491,127,178,0,10,,4.850064666,8 
17439,223,429,415,11,12.01059047,0,8 
17402,65,2207,3188,24,167,24,8 
17004,81,152,22,8,11.80258601,4.738088036,8 
16948,7,20179,5250,24,11.77568987,4.725176608,
16655,231,10111,86,8,11.63451561,4.657501279,8 
16606,9,229,104,4,,4.646163566,8 
16117,28,3231,2242,16,11.3732816,1,8 
16000,5,265554,11,14,,4.505461768,8 
15984,236,308,492,5,11.30828922,0,
15950,55,530,29,25,,4.493812,8 
15800,28,12941,2969,4,11.21809922,1,
15739,75,68,19,11,2,4.444580182,
15703,153,280,84,11,11.1704231,1,
15682,56,229,33579,18,11.16008952,1,41 
15478,57,757,1345,6,11.05948288,1,
15243,94,81,0,8,,4.328397475,7 
15153,95,174,5,4,10.89835332,1,7 
15000,10,268,11,66,3,4.27123974,7 
15000,33,20980,33907,180,42,12,49 
14844,50,2627,590,43,352,1375,
14777,46,24942,119714,30,10.71060251,0,7 
14748,78,235,293,4,,4.211795763,
14670,33,1763,1401,148,10.6569052,4.193360976,62 
14550,115,153,3,5,10.59654,4.164966639,
14506,61,10981,18594,9,10.57436766,4.154545257,7 
14474,139,3089,6194,49,,21,
14390,46,1000,0,4,10.51581363,1,7 
14366,42,402,15,8,,4.121349869,7 
14231,103,1404,92,9,10.43531712,1,7 
14217,117,29579,118104,8,10.42821612,9,7 
14198,27,4393,1332,8,10.41857561,7,
14000,77,420,7653,29,674,1155,27 
14000,10,133,6,7,10.31787317,1,
14000,114,2278,31940,97,,109,45 
13994,60,2873,103,19,10.31481475,1,
13725,108,1366,9,11,,3.968637919,7 
13539,79,11130,43,10,,3.924096554,7 
13507,84,4371,19622,51,13,8,7 
13467,384,3017,37173,37,10.04457955,1,16 
13459,71,422,192,28,,69,
13259,48,177,20,6,,3.856844848,7 
13214,1,929,33383,7,236,248,
13203,1483,2813,40074,5,9.907982297,10,7 
13159,178,569,6056,16,,3.83276711,7 
13002,63,3068,109119,9,9.803416712,1,7 
13000,37,1874,670,12,,3.794418247,
13000,11,24893,0,30,5,3.794418247,5 
13000,16,659,94,52,9.802373764,1,
12976,87,1156,10,12,9.789854528,1,7 
12932,80,203,14672,16,9.766884029,1,7 
12818,171,882,35254,21,9.707257107,1,7 
12783,98,3200,15290,11,9.688917824,1,7 
12777,158,58,28,9,9.685772393,10,
12762,106,553,627,12,9.677906822,1,7 
12724,42,1544,2146,33,9.657967936,1,7 
12676,8,6048,37397,39,,3.716021004,6 
12622,34,3,0,12,,333,
12329,127,1215,14,18,,3.631673347,6 
12292,229,361,23325,101,9.429984792,11,6 
12000,7,583,2845,145,9.274484622,1,6 
12000,20,10624,3474,16,,3.55132146,6 
12000,4,3143,1604,15,9.274484622,1,6 
12000,2,511,34,7,,3.55132146,6 
12000,10,197,0,7,9.274484622,1,6 
11937,88,51816,213,63,9.240782572,8,6 
11886,61,371,5449,13,9.213459767,0,6 
11815,41,589,2322,20,9.175361849,1,6 
11693,80,35,129,7,9.109732459,0,6 
11563,51,941,2685,21,344,566,6 
11551,76,2797,323,11,,3.441043627,
11451,105,395,499,34,8.978920809,1,85 
11300,28,6765,2772,6,8.896866772,28,
11212,37,476,15,7,,3.357291959,6 
11090,87,449,10,8,8.782187256,0,6 
11057,88,186,41,6,8.764105543,3.318853188,
11056,14,755,23807,5,8.763557353,3.318604895,6 
11000,80,61,129,8,8.732834239,3.304694276,
10988,8,128,310,12,8.726244445,0,6 
10969,17,2412,786,17,8.715806063,5,6 
10880,52,19521,121918,8,8.666836022,1,6 
10804,59,801,847,11,,3.255910212,6 
10395,53,1372,407,10,8.397767672,1,6 
10304,42,298,189,4,,3.130759436,6 
10293,19,13492,4222,4,8.340691614,0,6 
10282,54,3863,596,6,,3.125229027,6 
10195,79,82650,97,13,8.285689302,9,6 
10150,55,174,2783,8,8.260378554,1,
10117,70,399,300,20,8.241795341,0,69 
10095,76,672,85041,18,8.229396146,0,
10040,78,67,4,13,,3.064258407,5 
10032,67,1036,454,38,8.193843163,1,5 
10011,7,11014,3116,7,8.18197688,1,
10000,8,425,16,9,,3.054156302,5 
10000,90,2465,136846,52,1,1,
9687,41,761,505,5,7.997910785,1,5 
9673,72,117776,0,7,,2.971306641,5 
9666,82,267,20,5,,2.969527862,5 
9600,16,376,3624,8,7.948164015,0,5 
9535,66,3343,2229,8,7.910906107,1,5 
9409,34,2988,0,4,,2.904065559,5 
9374,97,3610,54,5,7.81828199,0,5 
9255,26,470,31954,5,7.749505126,1,
9200,3,691,13795,5,7.717625439,0,
9061,137,821,4069,23,202,73,9 
9008,15,351,10949,15,7.605872161,9,
8961,5,136,290,20,7.578404382,1,13 
8841,23,21966,1259,13,7.508071459,0,
8646,78,253,2,6,2,2.707851341,
8642,68,134,280,13,7.390783137,0,8 
8547,115,1108,40456,23,11,9,
8543,27,11318,43486,7,7.332123859,1,
8494,183,424,6410,25,7.303012977,2.668412201,5 
8346,103,318,68,14,7.21476988,2.629893582,
8300,0,1046,0,5,7.187244916,2841,5 
8177,54,43,0,5,2,1,
8176,48,520,107,6,7.112811677,1,5 
8132,45,468,2,6,7.086316356,0,
8093,39,400,6262,20,,141,5 
7998,78,275,902,34,609,311,
7997,33,7658,105,10,,2.538589929,5 
7775,13,508,844,19,6.869678787,2.480153884,
7711,35,367,29,13,6.830520482,2.463254204,5 
7705,60,610,110184,7,6.826844263,2.461668619,
7508,34,23363,40094,22,,2.409488901,4 
7400,15,916348,1,19,1,2.380782588,
7397,37,122,87349,27,6.636924872,1,4 
7333,17,976,282,28,6.597157447,0,
7300,1,483,3797,10,6.576610564,1,4 
7148,33,845,323,6,6.481597617,5,7 
6929,30,1042,22237,7,6.34360008,1,
6894,46,898,2661,126,6.321421836,1,22 
6719,45,312,235,5,,68,4 
6714,133,508,4693,42,6.206808244,41,4 
6669,38,118,5,5,6.178007452,1,4 
6551,34,574,3213,11,,54,4 
6413,48,806,928,13,6.013005335,1,4 
6400,30,662,930,9,6.004572676,1,4 
6386,35,182,30,11,,2.107543838,4 
6300,6,395,220,13,71,1,4 
6293,13,304,411,7,5.934963371,0,4 
6273,418,303,489,20,5.921911933,7,4 
6206,37,277827,227,7,5.878095757,1,4 
6000,0,805,7295,66,2,1,4 
5799,86,234,154,9,,1.945973629,4 
5796,16,38689,539,5,5.606703903,0,4 
5755,81,587,243,20,,51,4 
5469,14,108,1291,4,,1.853910197,4 
5448,47,105,4939,19,,1.848019661,4 
5391,48,3272,3773,14,5.332741665,0,5 
5358,90,389,5576,8,5.310144135,9,4 
5222,66,1349,908,5,5.216557673,1,3 
5200,30,315,131,11,5.201348438,1,3 
5199,23,97,4,11,,1.777870534,3 
5100,12,4173,1421,32,5.131963625,1,7 
4834,43,344,962,24,4.945321288,0,3 
4831,22,26810,437,6,,1.673118481,3 
4802,6,580,34,5,4.922657254,7,3 
4756,16,442,601,15,4.889995915,7,3 
4732,44,1088,2098,10,,1.644705954,3 
4700,7,217,0,24,,1.635500221,3 
4679,85,392,160,13,3,9,3 
4656,264,4511,4022,5,4.818654706,1,3 
4625,63,96,131,10,4.796443279,1.613881666,3 
4600,19,254,129,12,4.778497378,1.606662057,3 
4499,72,57155,4,4,4.705687216,1.577425324,3 
4435,37,362,814,7,,1.558840444,3 
4400,39,520,353,17,4.633827971,1,3 
4353,28,77,11,4,,1.534960643,3 
4321,40,60,0,10,,1.52562067,3 
4300,0,486,308,64,9,0,3 
4300,3,142,308,6,,1.519484819,3 
4248,9,1094,112,14,12,1.504268925,3 
4098,21,335,29,93,2,0,3 
4025,27,137,1161,6,,1.438644862,3 
4000,52,26242,22970,18,4.338231522,1,3 
4000,4,263,14143,24,,1.431249289,3 
3859,34,344,3982,4,4.231886317,5,3 
3837,7,939,29606,9,,1.382831536,3 
3813,36,266,22,16,,1.375672832,3 
3466,19,414,3858,7,87,8,3 
3464,12,285,93,37,3.927354459,0,8 
3398,9,948,285,24,3.875449852,1,3 
3344,13,2488,18504,47,3.832750837,1,2 
3315,32,914,26230,5,5,8,2 
3267,12,173,0,7,5,1.210585375,2 
3200,0,2224,13,10,4,1.190011946,2 
3131,19,1178,591,10,,27,2 
3126,23,56562,46,8,,1.167202309,2 
3101,2,208,2008,29,0,6,2 
3043,40,147,15,6,3.5907045,1,2 
3023,53,867,580,13,3.574366312,1,2 
2889,49,114,20,15,,1.093507147,2 
2860,33,211,1925,7,0,16,2 
2775,24,798,20,37,3.368904638,5,2 
2633,60,235,3033,12,,54,2 
2623,42,182,3091,24,3.240178481,142,2 
2494,10,344,62,16,3.129115688,0.968286778,2 
2449,25,194,0,11,3.089958734,0.953812,2 
2431,20,765,21742,9,,0.948009255,2 
2424,18,27409,10712,8,3.068109056,5,2 
2397,39,1150,2465,32,3.044433191,1,9 
2363,23,351,421,11,3.014501786,0,2 
2181,4,1000,85,14,,0.866617043,2 
2172,23,560,72,4,2.843808106,0,2 
2121,18,1174,16445,28,,0.846848456,2 
2000,23,1156,724,4,2.686088891,0.806683681,2 
1994,24,2984,800,5,2.680513212,0.804681295,2 
1835,15,955,21,6,2.530805332,0.7512267,2 
1816,44,999,2030,13,2.512653216,0.744786653,2 
1809,3,2439,29,10,2.505950848,0.742411074,2 
1800,3,1202,0,16,2.497321753,0.739354423,2 
1800,5,56,24,6,1,0.739354423,2 
1761,18,651,407,6,2.459773998,7,2 
1600,24,695,32583,4,2.301958107,0,1 
1600,19,763498,10318,12,2.301958107,0,1 
1584,8,216,72,7,,0.665164008,1 
1569,14,81,0,7,,0.659949278,1 
1555,27,168,3438,9,2.256985535,1,1 
1502,19,981,31995,4,2.203499524,1,1 
1500,2,325,526,24,,0.635848935,1 
1468,18,5997,15081,27,2.168881257,0.624607295,1 
1454,18,243,1154,9,2.154554972,0.6196758,1 
1400,0,4729,6,4,2.098892449,0.600576549,1 
1315,91,313,10912,12,0,1,1 
1300,2,237,0,13,,0.564865695,1 
1253,16,925,20480,18,1.943886915,10,1 
1200,27,611,1303,15,1.886643247,0,1 
1200,6,450,0,4,2,0.528676475,1 
1000,0,123,0,13,,0.454664723,1 
800,1,5118,0,22,,0.378030897,1 
700,5,434,567,9,1.299564503,1,1 
656,18,7719,18,4,1.242506676,0.320799819,1 
582,9,63007,38216,10,1.143796523,0.290559816,1 
500,2,74,0,14,1.029759224,0.256259071,1 
465,14,183,49,4,0.979351286,0.241328349,1 
448,4,2214,35,9,0.954447204,0.234006775,1 
420,7,32,93,5,0.912782373,0.221841643,1 
296,18,896,34400,12,1,0,0 
