Sales,Dev,Pub,IP,Date,Gap,Player,Price,IMDB,Rawg,Chinese,French,Spanish,Japanese,Korean,Russian,Turkish,Portuguese,Polish,Action,ActionAdventure,Role-Playing,Strategy,Adventure,First-Person,Fighting,Puzzle,Arcade,Sci-Fi,Open-world,Survival,PC,PS4,XBOX,NS,Youtube,Twitch,UserScore,CriticScore,Ratings,Media,SteamCCU,SteamComments,SteamFollowers,VGTime,Douban
2153213,2,2,1,41388,7,1,15,23,2668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,923,611,7,83,219,47,41750,8192,15719,2,93
2147445,5,5,1,41688,1594,0,20,8,1178,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37885,10311,8,73,677,32,3426,25740,132324,100,388
2100000,8,8,7,41919,217,0,40,3635,2772,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,229796,29261,8,81,3196,115,542,28356,125842,199,246
2100000,9,10,6,41593,75,2,20,1044,1340,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,80238,573,6,73,2266,88,0,0,0,942,240
2100000,6,10,8,43137,601,0,20,889,290,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89116,147930,7,91,1456,100,0,0,0,1686,808
2085605,8,8,8,42514,768,2,60,149,974,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,82720,40915,7,86,724,77,4223,24853,309797,49,235
2000000,9,9,8,43375,7,0,60,2438,1999,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,144841,105475,6,87,3553,134,31704,40199,161086,2134,3242
2000000,5,5,2,42388,703,0,15,117,2528,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,22894,56136,8,85,742,89,19357,57992,241718,430,713
2000000,5,5,1,43319,289,0,25,88,1828,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64368,157015,8,91,688,119,6323,36614,215542,1157,1372
2000000,7,10,4,41919,297,2,20,343,2014,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98561,2362,6,71,1691,85,0,0,0,784,447
2000000,7,5,4,43423,158,1,35,7,94,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,82673,44919,7,77,84,34,24894,14027,72082,30,25
2000000,7,8,6,43406,264,1,50,36,141,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50206,23685,6,86,80,32,75666,9050,49948,33,267
2000000,6,6,8,43262,219,0,45,423,307,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,96838,202465,7,76,305,95,8222,18870,213109,124,74
2000000,5,5,2,41353,1533,0,10,56,1421,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,31879,36181,8,88,661,46,19149,62538,254860,44,482
2000000,5,5,1,43144,369,0,30,552,2009,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,80532,211281,8,76,2890,108,13853,51037,322461,464,41
2000000,7,10,5,41593,1409,0,20,369,1032,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45760,1050,6,54,1225,83,0,18,108,275,210
2000000,3,1,1,42080,910,0,15,22,497,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1333,1634,8,74,171,49,24,1586,15323,199,193
2000000,6,7,2,42130,539,2,15,165,1064,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,206947,9146,7,83,1020,101,933,11714,127958,123,77
2000000,5,5,1,42370,1153,0,10,52,965,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,45640,37991,7,81,119,17,5138,32712,202013,50,106
2000000,5,5,2,42425,1124,0,10,448,2501,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,49704,121305,8,84,604,131,1034,19476,135459,68,254
2000000,0,0,0,43364,365,0,20,373,152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,255,971,7,72,516,33,72533,19923,126690,244,1143
2000000,6,6,8,42300,791,1,15,63,1693,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,17993,30508,7,79,344,61,377,17738,216135,17,28
2000000,7,9,7,43035,417,0,60,3207,2404,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,83880,86606,7,88,2843,182,2113,18331,108471,922,706
1983657,7,7,6,41499,1783,1,10,105,880,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,37461,9920,8,87,1144,34,23109,61425,114315,78,1174
1967015,7,7,5,42499,783,0,10,60,1730,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66162,32618,8,78,748,57,31038,60819,313323,284,1132
1900000,10,10,8,42094,1636,1,20,46,51,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29614,10762,7,80,197,44,0,0,0,3,590
1853782,6,6,1,41946,1336,2,20,308,433,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,240291,42224,7,65,119,7,596,27342,153837,236,48
1851868,8,8,10,41571,1336,0,5,571,3390,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,313557,1608,7,74,1361,17,25017,25749,47713,469,943
1800000,5,5,6,42881,69,2,10,834,489,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,97182,125328,6,61,450,48,4743,39296,207910,21,61
1700000,8,10,6,43070,554,0,60,172,218,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86182,13177,8,83,1620,92,0,0,0,5669,1883
1696896,4,4,1,41392,1890,0,10,91,1529,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11310,29563,8,68,1062,21,1565,30698,61046,2892,106
1682734,6,6,5,42691,591,0,45,46,627,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,142572,57195,7,84,362,57,5281,29727,240609,115,541
1631855,4,6,4,42117,1165,0,19,10,484,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23075,21255,8,68,113,6,682,9852,40108,63,39
1566672,1,1,1,41802,1480,1,10,23,659,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62979,35871,7,67,149,15,732,14032,120553,12,30
1516227,5,5,4,41753,1529,1,15,67,1523,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5630,14577,8,82,507,37,5047,10706,141939,8,55
1514177,9,6,1,41570,1529,0,10,112,1672,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,780722,2210,7,60,294,19,467,16101,45289,4,62
1500000,7,7,6,42093,92,2,40,157,261,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,25275,7616,7,74,349,62,184,7708,46108,657,534
1500000,7,8,10,42059,21,1,40,350,553,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,152576,10716,7,75,968,71,22850,11126,99307,220,169
1500000,5,6,1,41730,289,0,10,697,2440,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,158841,18481,6,62,1029,62,293,52886,90854,437,826
1500000,7,9,8,42871,78,1,50,2074,1239,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,177082,64375,8,89,1050,128,1873,5696,40702,401,286
1500000,7,7,6,41877,232,0,30,1053,84,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,80090,16614,7,84,1175,77,5129,32780,71671,368,390
1500000,8,8,6,42241,1489,0,60,33,525,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,43415,2836,7,74,197,38,4274,5940,53681,1325,653
1500000,3,3,1,43014,529,0,10,629,2054,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4202,33124,7,81,506,97,79,7584,43865,41,476
1500000,7,7,6,42990,353,2,60,327,308,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,146261,29038,7,83,527,74,928,0,22855,330,326
1500000,5,5,1,43076,467,0,25,26,1149,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,9793,48164,8,89,400,43,14586,47977,136861,350,1058
1498449,6,6,4,41421,467,0,30,17,3890,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166386,19387,5,80,609,17,25574,22282,35039,18,99
1489602,4,4,1,42635,647,1,10,9,1699,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2463,4992,7,79,28,10,87,0,96692,29,53
1488321,3,9,6,43417,2,0,40,421,792,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,80624,134470,8,83,863,131,4198,6607,28578,40,7
1471428,8,9,10,41912,7,0,10,4128,4928,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,155796,16743,8,87,4907,114,48668,58672,212597,574,932
1464229,6,6,1,42425,857,1,25,80,1565,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9154,28389,8,83,644,29,61093,39229,173811,49,371
1413060,7,7,3,42432,850,2,10,40,670,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49128,50609,6,73,1458,35,59917,0,122330,58,51
1400000,6,6,2,41992,766,1,50,65,582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,41878,5484,8,85,446,62,5392,22724,97354,68,93
1400000,6,6,5,42758,530,2,40,90,1219,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,69595,174794,6,68,339,65,22210,39149,230628,24,45
1400000,5,10,1,43777,11,0,60,1633,1417,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17887,290087,5,93,16588,99,0,0,0,4211,1578
1400000,6,6,1,43214,366,0,30,44,1034,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54510,58338,8,84,498,66,5568,33692,281463,506,987
1400000,8,8,1,42185,1545,1,20,43,6,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12709,611,6,61,95,40,0,0,0,553,23
1376755,8,9,4,42860,250,0,60,949,3553,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,182473,162499,8,84,2159,128,6298,24753,159862,601,542
1369504,0,9,1,41767,1515,1,30,1723,577,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1630,5453,7,66,136,7,3214,12983,73731,405,249
1358070,9,9,7,41569,1515,0,6,905,3292,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1689,3218,8,91,519,4,1009,15681,41707,210,483
1352834,7,7,6,42527,755,1,40,88,777,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,103540,24555,7,83,482,37,46806,64054,195582,147,52
1331963,8,8,8,42052,1230,2,45,168,438,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,44256,838,7,80,577,66,4635,18704,116641,144,28
1323578,7,7,5,42089,1193,0,30,271,2198,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,57224,16860,8,89,2423,71,2778,14715,159335,141,412
1301428,8,8,10,43018,7,0,60,1325,1857,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,74770,120873,4,81,2341,124,68183,31693,267202,764,578
1300000,7,6,1,42535,168,2,10,383,2018,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,116255,146848,6,71,594,54,75044,246991,1008071,206,85
1300000,6,6,6,42404,3,2,30,216,689,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,144083,34575,8,80,485,73,1368,23490,109982,1801,1104
1300000,4,4,1,42107,861,0,30,165,1992,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,65524,33607,8,77,279,39,7344,58782,446762,65,512
1236186,4,4,3,42073,1209,0,15,585,2586,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,27115,28800,7,75,736,85,557,26834,71430,91,429
1200000,10,10,4,42902,41,1,60,128,102,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,383028,40901,7,77,748,97,0,0,0,1190,971
1200000,8,8,8,41712,56,1,10,1874,1316,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,243277,160027,7,91,2535,36,12106,34957,118121,1494,1018
1200000,5,7,4,42507,652,1,60,202,850,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,59965,44004,4,54,749,103,687,7347,101152,1097,81
1186829,7,7,8,41458,1824,1,20,2861,2050,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14092,14223,8,81,599,18,885,10525,30024,700,157
1181288,7,8,7,42850,285,1,40,29,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,10568,138487,8,90,234,75,1368,2847,12842,303,296
1180000,10,10,8,43294,261,1,40,145,132,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31431,16519,8,82,173,66,0,0,0,157,683
1141383,4,4,1,41652,1630,0,15,107,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19372,26544,6,81,192,46,60,4683,17258,11,88
1110000,7,7,8,43552,3,0,60,69,70,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58073,12884,8,79,244,92,0,0,0,882,553
1108262,0,0,1,41438,1844,1,30,10,1594,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1389,12457,5,62,410,18,60,6210,30828,1103,23
1100000,8,9,10,43130,600,1,30,34,98,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43980,8902,7,67,344,66,0,0,0,1324,23
1100000,9,9,8,43658,28,1,60,11,92,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,32498,11954,8,86,183,87,0,0,0,1546,488
1083514,7,9,3,41583,1699,0,14,399,1202,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26595,3416,6,79,590,9,85,17775,68678,77,260
1061209,8,8,6,42297,985,0,50,61,761,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,40921,19595,7,77,497,63,250,6630,136604,737,198
1052510,6,6,1,42579,703,2,20,81,330,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4942,33545,8,77,42,10,522,19181,104566,485,39
1040000,6,6,7,42345,424,2,60,102,3219,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,52169,7842,8,86,722,96,10863,26505,114653,233,301
1020632,5,6,1,41984,1298,0,40,291,2037,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,18513,139966,8,88,785,90,874,19597,187259,14,228
1019383,5,4,1,41718,1564,1,35,13,326,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2098,6399,6,68,116,17,2759,17038,83115,194,59
1010000,8,8,4,43391,124,1,60,160,330,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,53874,41853,6,84,537,113,1646,5318,50594,375,58
1000000,3,3,1,42150,1127,0,10,499,345,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75670,56904,6,64,31,4,1067,8372,56769,30,194
1000000,8,8,6,41600,62,1,50,839,582,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,103324,4143,6,78,946,69,591,6848,76191,329,409
1000000,8,8,6,42710,936,1,30,340,791,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,67576,32348,4,74,463,100,223,3134,29682,1037,150
1000000,8,7,7,42992,77,1,36,314,1965,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,66864,56005,8,93,1631,72,93701,55994,410796,2271,1534
1000000,6,5,6,42667,31,1,35,229,244,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,156873,140946,8,69,82,39,4402,13941,127617,34,30
1000000,3,3,1,41395,224,0,10,144,3752,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12272,89971,6,91,1653,28,94,12010,19621,438,1615
1000000,8,10,8,43028,162,0,60,60,53,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51513,4580,7,74,321,72,0,0,0,552,136
1000000,3,3,1,42409,330,0,20,2304,3824,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,79629,149305,6,87,1800,122,425,40936,195755,666,2018
1000000,7,8,6,42678,290,1,50,1258,176,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33284,7149,5,80,115,47,7684,10572,61723,55,268
1000000,9,9,8,42262,107,2,60,213,553,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97118,10182,7,87,834,85,0,0,0,833,124
1000000,10,10,4,42755,975,0,20,64,564,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47209,34351,8,80,519,94,0,0,0,712,452
1000000,6,6,1,42955,319,0,30,1692,2848,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,67707,83708,8,88,2226,127,698,26249,172167,591,685
1000000,7,10,2,41719,23,0,60,3213,2959,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,142773,4414,8,80,3361,90,0,0,0,1285,942
1000000,5,8,1,42853,476,0,20,835,1542,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,77684,52331,8,83,488,103,829,10476,106317,439,1022
1000000,8,8,10,42997,103,1,40,205,290,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,73437,47255,5,77,348,101,110,1625,24721,113,43
1000000,8,8,8,43376,362,0,30,69,77,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,81730,124320,8,83,331,98,1629,1508,21474,289,97
1000000,7,7,8,41716,39,0,20,2140,4015,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,68906,4518,7,80,2208,103,262,10171,63171,1978,1147
1000000,4,4,1,43584,41,2,30,13,333,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47034,87400,8,81,156,21,60204,44975,147729,11,19
1000000,5,5,1,42594,415,0,60,829,2473,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,228775,218360,7,77,7543,145,61535,136235,605584,821,745
1000000,9,10,2,43293,382,0,60,111,221,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,61938,167827,8,83,1088,102,6098,3263,98402,2922,1846
1000000,8,8,5,43082,656,0,20,6,868,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,23176,113504,8,92,495,95,2136,2940,70487,648,396
1000000,4,4,1,43693,45,1,40,30,438,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,94947,94947,7,81,463,70,65076,15462,134048,131,78
1000000,5,5,1,41410,1827,0,10,144,1111,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,29191,1463,7,75,231,37,131,4756,16390,125,39
1000000,4,4,1,42555,581,0,35,258,784,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,23068,29626,8,86,281,7,18211,53575,377064,120,592
1000000,3,5,2,43553,35,1,20,373,570,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,21013,46400,7,78,12,6,70194,38860,176243,115,148
1000000,1,6,0,43341,20,2,25,373,241,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49751,217830,7,72,516,33,68322,28150,255039,36,34
1000000,6,6,4,42850,297,1,50,105,13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,42510,32466,6,59,526,79,4086,6950,73901,222,86
1000000,6,8,8,42962,252,1,20,703,1752,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,151294,158183,8,86,1517,112,449,11310,39379,110,47
1000000,3,3,0,42353,1310,2,40,701,501,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,333303,43467,7,72,516,33,11577,30221,410472,3,51
1000000,9,9,10,42318,1,2,60,699,35,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,102267,148897,8,88,950,62,0,0,0,1043,1702
1000000,8,8,8,43249,489,1,40,9,86,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,17694,24650,7,83,174,81,1735,901,10394,1431,21
1000000,8,8,6,42761,504,0,50,97,910,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,29956,11257,7,80,767,75,1038,9383,107296,1820,280
1000000,2,2,1,41564,430,0,15,1625,3389,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,22278,15382,8,88,1966,47,459,35506,60046,1450,2021
1000000,8,8,8,43608,7,2,60,28,261,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,57298,62063,7,85,242,64,191816,42003,154585,1080,1289
1000000,5,5,2,41779,234,0,20,487,3883,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,24040,105032,8,86,1433,101,241,24252,90966,599,1433
1000000,6,6,1,43256,309,0,50,388,816,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,70224,114271,7,72,991,130,1298,7812,142049,319,178
1000000,6,6,8,43167,35,1,15,61,1386,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,41552,77418,7,83,258,75,14754,39554,152642,64,126
1000000,1,6,1,42830,598,0,10,146,894,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70882,135764,7,75,791,145,120,3585,29086,433,2
987543,8,8,7,41298,489,0,15,136,2593,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147168,19771,6,85,1971,22,5757,17103,30143,802,2778
955731,8,8,8,43006,276,2,60,126,377,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,70568,38377,7,87,303,69,41122,39130,228127,107,348
955508,7,8,6,43049,233,1,50,89,158,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57151,11720,5,82,83,33,18029,0,65504,49,187
952680,3,3,1,42390,892,1,15,52,573,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18193,36382,7,83,26,8,1211,12499,71034,4,104
952431,5,6,3,42885,397,1,25,15,636,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21240,43582,7,81,116,18,5106,29536,131824,64,65
920000,10,10,5,42983,747,0,20,93,28,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59649,11844,7,69,371,81,0,0,0,124,63
918038,8,7,8,42850,432,1,60,18,84,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,48078,5520,7,83,93,70,847,604,22697,158,488
900000,6,8,1,41940,214,0,50,205,2737,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,42049,6038,6,73,1346,94,378,13347,80608,193,119
900000,7,8,5,43182,65,0,60,220,803,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,33847,30369,7,84,1025,106,10805,5021,104091,682,191
885000,9,9,7,42605,81,0,60,1344,22,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,73977,86681,7,84,2116,133,52485,25849,146171,848,206
880000,3,8,6,42682,1048,1,60,23,73,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,33104,9342,7,69,96,34,3254,3253,100760,798,29
877129,4,1,1,42228,1054,0,10,13,2669,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,361,5676,7,82,52,7,1318,16053,66648,32,211
870000,8,8,6,42325,1405,2,20,22,121,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,17189,328,6,63,82,32,451,508,10381,371,46
857109,1,6,0,41793,1489,1,15,46,596,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,55574,13148,7,82,948,52,37,0,43681,1,226
