Sales,Dev,Pub,IP,Date,Gap,Player,Price,IMDB,Rawg,Chinese,French,Spanish,Japanese,Korean,Russian,Turkish,Portuguese,Polish,Action,ActionAdventure,Role-Playing,Strategy,Adventure,First-Person,Fighting,Puzzle,Arcade,Sci-Fi,Open-world,Survival,PC,PS4,XBOX,NS,Youtube,Twitch,UserScore,CriticScore,Ratings,Media,SteamCCU,SteamComments,SteamFollowers,VGTime,Douban
840770,4,4,6,41501,1489,0,5,109,598,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3294,15351,6,73,61,17,155,2407,8890,27,406
820000,7,7,6,43207,523,0,40,172,230,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11161,22909,8,83,329,91,0,0,0,54,587
815169,5,6,0,42782,500,2,20,26,370,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,23448,46646,7,83,94,22,5856,27376,199890,81,216
798745,7,7,6,42283,999,1,60,14,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,13183,4976,7,80,84,33,91,1926,16320,181,120
790000,5,10,6,42976,754,2,20,100,346,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9373,42271,7,78,162,48,0,0,0,282,24
781447,6,6,0,42705,577,0,10,186,2338,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,3310,3886,8,74,378,48,219,8455,10073,382,64
777372,7,9,5,42978,304,0,17,2006,1655,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,38247,40338,8,82,615,44,605,25288,116566,483,1736
770000,9,10,0,42656,1074,1,20,10,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3603,2370,7,78,123,45,0,0,0,328,1
764290,5,7,4,41729,1553,1,15,25,2861,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6451,12797,8,80,566,35,18477,8358,62348,173,74
750761,5,8,4,42874,408,1,10,6,806,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25446,6309,7,80,136,48,53435,12070,153390,18,106
740790,2,2,3,41821,1461,0,19,15,1011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1119,2564,7,81,151,38,693,6862,78401,33,181
735979,4,4,0,42136,1146,0,20,24,1565,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,7479,733,7,82,203,59,2401,4121,51595,571,92
730000,8,7,7,43144,46,0,60,37,59,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,31944,7026,4,65,216,77,516,4756,23936,1109,431
728091,7,5,5,42060,1222,1,35,253,915,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5331,2725,8,86,335,49,1278,6872,114631,1042,97
714623,2,2,0,42508,774,0,14,130,157,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104239,64093,7,63,25,5,446,9859,101405,976,76
707718,6,3,0,42647,635,1,20,7,552,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2286,15418,7,81,49,12,197,0,36473,910,4
702654,3,3,0,41428,635,0,5,28,1453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2372,11308,8,83,393,33,87,11016,20235,844,67
700000,6,6,5,42605,1125,1,28,49,105,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,41670,36802,8,80,278,58,1197,1687,34311,778,214
700000,8,7,7,41884,1671,1,60,15,89,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2242,9009,7,77,96,30,0,0,0,885,380
691324,7,7,8,41648,1634,0,29,1596,2310,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11452,23174,8,83,755,27,307,0,27699,811,959
688243,2,2,2,41561,1634,0,17,821,550,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1027,10435,7,70,150,14,228,6389,27656,428,123
680572,8,8,8,42852,430,2,10,46,744,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,23345,28233,4,77,443,76,25676,15766,117702,45,55
671540,6,6,2,41390,430,0,5,27,1178,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3150,4511,7,75,156,8,73,0,5814,272,10
668962,0,2,0,42194,1088,1,10,9,2078,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1091,491,7,74,54,12,1012,2145,22415,500,5
660000,10,10,0,41611,2119,0,10,19,546,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10074,551,6,73,95,14,1,0,16,728,34
653179,3,3,3,42514,768,1,19,12,1973,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,84277,4758,6,61,23,9,305,4069,34125,956,9
646962,4,4,0,41911,1371,0,10,35,2427,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4673,112983,7,79,57,9,111,0,9398,1184,26
642851,10,9,0,43060,222,0,25,91,342,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,65839,39380,7,77,459,89,694,1692,37230,1412,67
633209,2,2,0,42453,829,0,15,57,595,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1253,588,7,61,16,9,10412,3492,4422,1208,1
620000,6,5,4,42283,1447,0,30,23,122,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10382,112255,8,80,195,43,0,0,0,1005,154
620000,5,10,0,41625,2105,0,6,200,482,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,56989,1082,6,71,121,9,0,0,0,157,371
620000,4,4,0,41593,2137,0,7,502,1227,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,104219,7548,7,91,674,12,105,778,10047,511,982
610347,3,3,0,41394,2137,0,15,254,586,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,303,202,6,72,39,5,310,4751,19391,572,507
610000,8,8,6,43007,723,1,60,6,41,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17156,8311,6,68,44,32,0,0,0,634,33
601365,0,0,0,41765,1517,0,9,31,892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1073,877,6,74,57,4,192,883,879,13,23
592993,1,1,0,42244,1038,1,30,56,2389,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1291,939,7,75,121,36,207,4127,56812,11,1
589688,5,5,0,41765,1517,0,6,81,539,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18386,859,5,53,244,40,83,2912,16157,10,318
587213,8,8,0,41428,1517,0,30,73,2626,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149131,19970,7,65,1068,26,186,11534,35620,30,635
583602,6,6,3,41816,1466,0,40,66,845,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,88690,2949,8,79,313,49,289,7099,20663,27,52
570000,7,7,0,43637,135,0,59,64,36,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24333,18686,8,80,242,83,0,0,0,18,27
563737,3,3,0,42936,346,0,10,62,308,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17975,50067,7,72,20,10,2294,10656,121316,9,3
562631,7,7,0,42684,598,0,30,60,1168,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24648,25807,7,80,534,67,747,7882,105919,54,106
554955,4,4,3,41527,598,0,6,50,3446,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75426,91755,5,72,872,59,123,6948,8542,4,37
550000,6,6,4,42304,1426,2,20,41,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10173,0,7,79,117,29,0,0,0,92,76
549148,2,2,0,41932,1350,1,20,31,1107,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,939,4354,7,83,100,13,270,6956,51002,181,115
540496,2,2,0,42656,626,0,20,22,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55747,30663,8,71,58,26,5757,1711,18538,270,8
540000,4,4,0,41961,1769,1,50,17,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1560,3591,6,68,25,17,639,751,3515,4,16
540000,2,1,0,42612,1118,1,12,12,176,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,612,202,6,75,23,12,46,652,10141,3,25
539248,2,2,0,42343,939,0,11,26,901,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4797,134211,6,82,45,14,355,11179,52214,29,73
538219,3,3,0,41501,939,0,20,171,1530,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18041,3340,5,86,2127,56,39,15750,13501,108,345
538061,3,3,0,41494,1781,0,15,316,1622,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,601,143685,7,88,243,22,38,5319,5225,210,13
535073,8,8,8,41912,7,2,60,462,859,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160737,3884,8,86,1057,85,0,0,0,312,108
534443,2,2,0,42325,957,1,20,18,262,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,690,21117,5,63,55,11,1422,10035,221975,284,14
530000,7,7,0,42343,1387,1,10,15,124,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1478,23848,7,63,48,36,0,0,0,257,12
520000,7,7,6,43179,11,2,60,140,71,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64432,35514,7,78,138,80,1080,939,19643,228,74
520000,3,3,0,42549,1181,0,30,27,147,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15127,11596,6,58,261,67,0,0,0,199,53
519467,5,5,4,41989,1293,2,30,35,293,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1895,12278,7,84,247,38,27,2109,23450,171,90
502562,5,5,8,42636,646,2,20,8,708,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1663,24272,4,52,51,20,5230,11437,53671,4,86
500000,3,3,0,43013,296,0,30,141,959,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59881,173228,8,79,473,79,7272,23942,77862,23,82
500000,6,8,5,43496,28,2,60,84,287,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,34987,28690,8,80,468,99,13758,9547,29627,1464,328
500000,4,5,0,43089,243,0,10,181,452,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,27116,30617,7,78,66,55,508,2392,49805,13,72
500000,4,4,0,43125,331,0,10,279,1346,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,44516,170522,8,94,1329,70,2216,13147,53105,1270,1215
500000,2,2,0,42390,573,0,15,181,225,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9012,2748,7,78,47,15,1414,2285,37396,855,174
500000,4,6,0,43077,58,0,30,83,162,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,74667,49840,4,42,267,42,330,2820,145344,441,42
500000,6,5,4,43446,79,2,30,49,217,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,14419,46465,8,78,111,30,14474,34230,135566,27,55
500000,2,6,0,43249,317,0,10,16,938,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,73654,30600,8,84,286,82,1767,6781,72595,156,78
500000,5,6,0,43636,120,0,20,51,431,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35443,49471,8,81,209,78,6320,14665,29563,292,2
500000,8,8,6,43399,98,1,60,27,48,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,15521,20171,8,71,111,58,143,1122,20509,196,50
500000,2,2,0,43122,367,0,30,19,408,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,14784,39729,6,75,131,77,13265,13175,126208,349,323
500000,5,0,0,42864,76,1,20,141,560,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,42011,39807,7,68,174,67,21,0,6611,108,32
500000,3,3,0,43235,77,1,16,264,683,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,58761,63341,7,79,106,31,1719,6889,91958,174,178
500000,2,2,0,42894,691,0,20,386,218,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1150,101560,8,80,233,76,236,1038,18675,369,44
500000,8,8,6,42405,5,1,60,509,3089,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,109372,76838,7,88,1873,150,11047,42626,277841,442,435
500000,6,5,4,43277,121,0,60,27,58,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,6574,7926,8,85,465,64,395,1525,22824,2699,736
499550,1,3,0,42488,794,1,10,25,720,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2471,18719,7,78,68,28,958,4139,100651,1436,33
498487,4,4,4,42528,754,1,15,23,156,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3627,131894,8,89,156,31,599,3046,22901,174,48
496869,4,6,0,42593,689,0,15,479,712,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88014,20047,7,77,47,10,471,5988,23242,34,809
480000,7,10,0,42710,4,0,20,936,1345,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139428,55149,8,82,2277,110,0,0,0,2421,1205
476035,4,4,4,41725,1557,1,15,473,619,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,485,2739,6,81,212,31,2211,8531,87344,2048,12
474515,1,2,0,42955,327,0,14,11,350,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2003,20433,7,81,13,4,165,19044,86437,1676,943
460000,4,4,1,42052,829,0,20,32,1419,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,13707,36902,7,80,285,54,326,9263,78704,135,225
456656,4,7,4,42236,1046,1,22,54,1143,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4709,5515,7,68,164,44,104,5885,39873,98,29
453247,7,7,0,41479,1046,0,13,220,1431,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,249,467,7,78,49,18,264,2586,7493,79,7
452658,4,4,0,42523,759,0,9,386,405,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6838,10789,7,73,18,4,1564,4050,37254,60,134
451407,7,7,0,41366,759,0,5,553,1072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2949,708,7,72,150,15,116,2099,7685,41,43
450000,4,4,0,42789,941,0,10,719,296,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,38932,749,7,82,52,29,3,47,885,22,1
450000,4,4,5,41947,1783,1,30,885,53,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2310,12,6,76,51,33,151,314,1231,3,1
450000,4,4,0,42268,368,0,30,1052,2930,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,60057,92396,8,84,1440,109,433,15958,119366,51,237
449687,8,8,1,42550,732,1,12,14,813,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2254,3186,7,78,86,19,367,0,3131,366,36
446523,1,1,0,41785,1497,0,11,11,527,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1005,28728,8,83,20,4,95,3623,21013,289,172
440000,8,8,6,42766,964,0,36,8,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15243,1830,6,68,121,35,0,0,0,213,6
433874,5,5,0,41787,1495,0,13,453,2930,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1735,100835,7,73,117,24,189049,23051,34310,137,79
431669,3,3,0,41368,1495,0,5,898,807,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,21013,8270,6,61,174,27,29,5424,11132,61,694
422000,7,9,4,43021,7,0,60,1343,1085,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,226519,157125,9,82,2364,119,822,11042,83541,834,750
410000,4,4,0,42416,1356,0,14,732,330,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9078,46,6,70,10,13,0,0,0,538,1
403871,4,9,3,43279,7,2,60,121,331,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,141325,37298,5,69,465,111,6879,13339,86586,242,83
400598,8,7,5,42094,1188,1,60,7,87,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2380,437,7,74,113,36,58,957,22342,487,273
400000,4,7,0,43550,195,1,40,9,107,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,24907,34644,7,67,203,48,11277,7093,6335,733,5
400000,7,7,1,42682,476,0,30,12,11,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,708,3968,7,68,22,16,5,270,2702,979,441
386418,1,0,0,42052,1230,0,10,15,237,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,258,925,6,56,36,17,2,0,380,656,5
382313,6,6,0,42668,614,0,5,18,284,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14688,32512,5,68,8,5,124,2626,13933,333,9
380000,10,10,0,41618,2112,0,15,21,306,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,503,399,6,71,101,28,0,0,0,10,13
380000,7,7,7,41933,1797,1,42,11,51,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19894,72,7,76,95,31,0,0,0,308,191
375882,5,6,0,43118,164,1,7,11,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528,0,7,68,34,15,209,6202,24062,4,3
370000,0,0,0,41989,1741,1,13,11,48,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,860,6497,7,85,74,14,0,0,0,3,1
364090,4,4,0,42027,1255,1,30,28,779,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19261,539,7,77,207,45,62,3591,49710,50,3
363459,6,8,6,41897,1385,0,29,18,203,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50261,25275,6,61,90,4,118,5426,38654,97,192
363113,2,2,0,42096,1186,1,15,8,567,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2539,7327,7,65,111,14,1170,5147,49715,144,8
360956,4,4,0,42633,649,1,20,11,203,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17871,15937,5,63,136,19,1509,6450,60073,191,14
360000,6,6,6,42549,1181,1,36,27,87,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2418,6613,7,61,79,35,0,0,0,239,96
355878,1,1,0,42136,1146,1,10,19,646,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1553,462,6,61,39,11,97,2912,60976,125,13
351645,4,6,0,43237,45,0,11,11,214,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66322,42312,7,68,85,6,6080,14673,139913,11,104
350000,7,7,6,43525,56,2,60,76,230,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,70496,30823,5,76,461,92,2095,3575,9300,316,94
350000,7,7,6,43375,355,0,60,35,57,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6480,18459,8,72,82,44,0,0,0,1151,78
350000,5,7,0,42528,1202,0,60,85,271,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19734,10960,8,87,248,49,0,0,0,1986,170
350000,4,4,4,41900,246,0,40,139,505,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,109479,3697,7,81,1194,65,82,4362,93162,84,120
346703,3,5,0,42272,1010,2,40,117,85,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7242,1048,6,64,74,21,158,1694,37829,100,9
343046,5,7,0,41593,1010,0,30,96,243,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19159,331,3,33,1304,24,178,6958,17747,116,10
337931,3,3,0,42682,600,0,35,74,175,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24679,6818,7,71,58,13,4341,7580,83599,132,29
334799,2,2,0,42373,909,0,20,53,993,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11731,3993,7,86,229,29,243,10235,17602,148,146
334285,7,8,0,43046,7,0,40,535,224,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,113867,162369,7,62,1599,84,130,3584,16793,165,37
330158,5,8,0,42683,599,0,35,403,307,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5860,9169,8,81,75,18,2266,5678,37315,132,9
324405,2,2,0,42150,1132,0,15,271,470,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16975,1117,7,76,39,7,61,4978,21417,100,1
322132,3,7,0,41383,1132,1,10,139,326,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,211109,817,6,58,132,16,12,2411,4113,68,1
321637,3,5,0,42481,801,1,15,7,154,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9592,10063,7,77,110,36,391,4648,83987,36,18
320000,4,4,5,42927,803,1,30,9,53,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,21657,182,8,73,18,29,429,319,2636,4,1
319866,3,8,0,41835,1447,1,15,11,609,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1547,1485,7,69,79,26,20,2234,10987,2,27
314885,2,2,0,41716,1566,0,10,13,1039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,950,660,6,80,90,45,57,2668,7343,5,26
310000,5,8,6,42402,1328,1,50,27,209,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44577,7516,8,75,382,45,0,0,0,556,149
310000,5,8,6,43119,611,1,21,36,11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14293,10314,7,73,87,39,0,0,0,471,36
308987,2,2,0,42990,292,1,20,45,502,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4557,10804,7,80,38,22,463,2924,62705,386,32
306906,2,2,0,42936,346,0,15,55,233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2989,30084,7,88,111,22,423,3721,45998,301,57
305941,6,6,0,41584,346,0,5,125,966,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,985,82,7,68,251,48,924,2130,9153,216,7
305686,4,4,0,42179,1103,0,10,196,1493,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56637,10511,6,86,394,49,237,5893,23646,131,1113
303545,6,7,4,42528,754,0,30,9,117,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2612,5662,8,75,81,36,123,1427,32714,121,111
300000,6,8,0,43042,350,0,50,19,155,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12393,1222,7,76,69,28,313,1627,30294,112,5
300000,4,4,0,43447,85,0,17,140,631,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,34891,37570,8,84,440,84,722,14052,66506,103,772
300000,6,6,5,43350,191,1,50,10,15,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3050,6762,6,60,89,42,39,188,3716,94,14
297947,3,3,0,41988,1294,0,10,31,664,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27883,21217,8,78,118,7,143,7472,31196,294,103
296006,3,3,0,42703,579,0,35,86,100,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,972,26018,8,90,90,22,374,1921,22946,494,404
