Sales,Date,Gap,PriceMax,PriceMin,Rawg,Youtube,TwitchPChannel,TwitchPViewer,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends
1000000,43752,546,12.99,9.74,35,257,6,4912,0,0,0,0,1333,3400,22317,23,0.01
1000000,42755,975,60,6,564,47209,43,34351,8.1,80,519,94,,,,452,0.35
1000000,43718,330,50,30,525,113531,564,64452,8,78,885,89,16435,8132,152100,96,1.960784314
1000000,43974,207,12,9.47,221,741,108,50533,0,0,0,0,28564,24687,52695,61,0.13
1000000,43440,655,25,20,690,113074,99,39964,9.4,93,140,32,,,,368,1.543478261
1000000,42955,319,30,15,2848,67707,545,83708,8,88,2226,127,698,26249,172167,685,0.04
1000000,41719,23,60,8,2959,142773,15,4414,8,80,3361,90,,,,942,3.703703704
1000000,44281,29,39.99,39.99,151,137484,1064,230637,9.2,89,772,110,21567,15931,79969,1625,2
1000000,41330,2776,30,12,468,1849,60,19404,8.3,75,186,9,10579,31015,190448,233,1
1000000,42853,476,20,5,1542,77684,329,52331,8.1,83,488,103,829,10476,106317,1022,1.149425287
1000000,44238,29,30,30,280,145245,1891,119090,8.6,83,413,143,7103,7146,64894,1057,0.07
1000000,44099,6,40,40,797,74956,1459,182084,8.2,79,1157,105,36679,13230,70369,321,0.87
1000000,42997,103,40,10,290,73437,213,47255,5.4,77,348,101,110,1625,24721,43,0.02
1000000,43376,362,30,15,77,81730,333,124320,8.4,83,331,98,1629,1508,21474,97,0.4
1000000,41716,39,20,4,4015,68906,9,4518,7.6,80,2208,103,262,10171,63171,1147,0.2
1000000,44061,45,60,60,395,132301,987,216593,7.2,91,1180,66,61829,14641,59173,37,2.564102564
1000000,44154,32,60,60,0,8,70,20288,0,0,0,0,,,,4,0
1000000,44386,11,59.99,59.99,36,15258,776,39496,8.6,81,90,93,34995,4921,48390,148,0.02
1000000,43584,41,30,23,333,47034,544,87400,8.2,81,156,21,60204,44975,147729,19,1.785714286
1000000,44310,60,59.99,59.99,370,37712,2260,65063,8.7,83,490,111,28684,8055,100488,185,0.02
1000000,43903,63,60,60,207,9302,754,123868,7.5,85,524,86,,,,345,4.347826087
1000000,42594,415,60,30,2473,228775,4689,218360,7.6,77,7543,145,61535,136235,605584,745,8.333333333
1000000,43293,382,60,36,221,61938,360,167827,8.6,83,1088,102,6098,3263,98402,1846,2
1000000,43082,656,20,10,868,23176,148,113504,8.7,92,495,95,2136,2940,70487,396,0.17
1000000,43916,261,60,36,64,75668,275,23110,7.2,76,139,70,9219,3815,30182,252,0.3
1000000,44064,39,60,51,34,33867,346,6384,7.6,78,89,91,5473,1316,5473,0,0.43
1000000,43503,680,20,6.79,273,48133,293,67191,0,80,0,1,38794,10055,84650,111,0.15
1000000,43693,45,40,28,438,94947,1086,94947,7.5,81,463,70,65076,15462,134048,78,1.666666667
1000000,41410,1827,10,5,1111,29191,7,1463,7.2,75,231,37,131,4756,16390,39,4.761904762
1000000,42555,581,35,30,784,23068,153,29626,8.9,86,281,7,18211,53575,377064,592,1.369863014
1000000,43553,35,20,16,570,21013,871,46400,7.7,78,12,6,70194,38860,176243,148,1.123595506
1000000,43341,20,25,17,241,49751,2803,217830,7.2,72,516,33,68322,28150,255039,34,2.43902439
1000000,43985,48,40,40,0,,0,0,4.4,67,0,0,66906,22523,143985,0,0
1000000,42850,297,50,6,13,42510,67,32466,6.4,59,526,79,4086,6950,73901,86,0.52
1000000,43792,416,30,10,152,78818,75,34765,6.7,71,219,58,2476,4171,41736,87,0.15
1000000,42962,252,20,7,1752,151294,438,158183,8.8,86,1517,112,449,11310,39379,47,1.960784314
1000000,44005,52,30,27,134,23902,1209,93617,9,71,2898,88,15419,5096,46250,24,0.04
1000000,42353,1310,40,24,501,333303,98,43467,7.2,72,516,33,11577,30221,410472,51,0
1000000,42318,1,60,0,35,102267,481,148897,8.3,88,950,62,,,,1702,1.923076923
1000000,43249,489,40,20,86,17694,86,24650,7.7,83,174,81,1735,901,10394,21,0.07
1000000,43299,717,50,0,35,2948,1,19423,8.2,78,31,22,,,,865,0
1000000,42761,504,50,13,910,29956,182,11257,7,80,767,75,1038,9383,107296,280,0.87
1000000,43476,768,50,12.5,459,24106,4,75,8.1,83,349,75,3424,1678,27985,230,0.15
1000000,43707,345,30,15,766,146015,1097,96786,6.5,75,543,114,4518,3458,46706,290,0.04
1000000,41564,430,15,3,3389,22278,55,15382,8,88,1966,47,459,35506,60046,2021,0.93
1000000,44057,39,40,40,397,12561,1122,130743,9,89,449,103,,,,4,0
1000000,43608,7,60,44.99,261,57298,514,62063,7.9,85,242,64,191816,42003,154585,1289,0.69
1000000,41779,234,20,5,3883,24040,38,105032,8.8,86,1433,101,241,24252,90966,1433,2.5
1000000,43945,294,50,30,141,88477,15,4423,7.7,78,269,90,11998,2981,44110,93,0.59
1000000,42801,1256,25,7.5,0,22054,138,120615,8.4,78,106,35,2487,2109,29436,0,0.03
1000000,43368,617,50,17,241,12155,136,9735,8.6,84,393,148,2546,2754,53159,298,0.24
1000000,43256,309,50,17,816,70224,1223,114271,7.1,72,991,130,1298,7812,142049,178,2.777777778
1000000,43167,35,15,7,1386,41552,854,77418,7.5,83,258,75,14754,39554,152642,126,0.38
1000000,42453,1443,40,15,300,617,1335,113848,5.7,61,363,18,127542,46958,186707,48,0.31
1000000,42830,598,40,10,894,70882,413,135764,7.6,75,791,145,120,3585,29086,4,0.13
987543,41298,489,15,7,2593,147168,18,19771,6.9,85,1971,22,5757,17103,30143,2778,1.492537313
955731,43006,276,60,20.39,377,70568,299,38377,7.6,87,303,69,41122,39130,228127,348,0.02
955508,43049,233,50,0,158,57151,64,11720,5.8,82,83,33,18029,0,65504,187,1.063829787
952680,42390,892,15,7,573,18193,14,36382,7.5,83,26,8,1211,12499,71034,104,0.14
952431,42885,397,25,24.99,636,21240,203,43582,7.6,81,116,18,5106,29536,131824,65,0.09
920000,42983,747,40,5,28,59649,25,11844,7.7,69,371,81,,,,63,0.29
918038,42850,432,60,30,84,48078,47,5520,7.7,83,93,70,847,604,22697,488,0.02
900000,41940,214,50,5,2737,42049,131,6038,6.9,73,1346,94,378,13347,80608,119,1.612903226
900000,43182,65,60,17.99,803,33847,528,30369,7.5,84,1025,106,10805,5021,104091,191,0.02
885000,42605,81,60,4,22,73977,723,86681,7.6,84,2116,133,52485,25849,146171,206,2.127659574
880000,42682,1048,50,12.5,73,33104,110,9342,7.7,69,96,34,3254,3253,100760,29,0.23
877129,42228,1054,10,2,2669,361,19,5676,7.7,82,52,7,1318,16053,66648,211,0.19
870000,42325,1405,20,19.99,121,17189,23,328,6.2,63,82,32,451,508,10381,46,0.2
857109,41793,1489,15,0,596,55574,75,13148,7.5,82,948,52,37,0,43681,0,11.11111111
840770,41501,1489,25,4,598,3294,7,15351,6.9,73,61,17,155,2407,8890,4,0.1
820000,43207,523,60,16,230,11161,207,22909,8.3,83,329,91,,,,587,0.44
815790,43564,601,30,15,530,2355,0,0,8.6,81,165,118,3611,7475,41285,2015,0.02
815169,42782,500,20,12,370,23448,133,46646,7.5,83,94,22,5856,27376,199890,216,0.06
798745,42283,999,50,12.5,0,13183,5,4976,7.3,80,84,33,91,1926,16320,120,0.08
790000,42976,754,40,10,346,9373,79,42271,7.7,78,162,48,,,,24,0.06
781447,42705,577,10,1,2338,3310,11,3886,8.2,74,378,48,219,8455,10073,64,0.42
777372,42978,304,17,5,1655,38247,872,40338,8,82,615,44,605,25288,116566,1736,0.52
770000,42656,1074,50,7,14,3603,12,2370,7.6,78,123,45,,,,4,0.01
764290,41729,1553,15,7,2861,6451,18,12797,8,80,566,35,18477,8358,62348,74,0.21
750761,42874,408,40,39.99,806,25446,27,6309,7.8,80,136,48,53435,12070,153390,106,0.35
740790,41821,1461,19,6,1011,1119,14,2564,7.6,81,151,38,693,6862,78401,181,0.43
735979,42136,1146,20,5,1565,7479,5,733,7.9,82,203,59,2401,4121,51595,92,0.02
730000,43144,46,45,30,59,31944,129,7026,4,65,216,77,516,4756,23936,431,0.62
728091,42060,1222,35,7,915,5331,6,2725,8.2,86,335,49,1278,6872,114631,97,0.06
714623,42508,774,14.99,14.99,157,104239,44,64093,7,63,25,5,446,9859,101405,76,1.666666667
707718,42647,635,20,0,552,2286,46,15418,7.5,81,49,12,197,0,36473,4,0.12
702654,41428,635,5,2.49,1453,2372,3,11308,8.4,83,393,33,87,11016,20235,67,0.38
700000,44252,29,49.99,49.99,0,12161,189,23129,7.4,71,14,48,,,,42,0.12
700000,42605,1125,60,15,105,41670,85,36802,8.2,80,278,58,1197,1687,34311,214,0.06
700000,42999,968,2,1,223,,2,633,0,0,0,0,2733,15173,37912,332,0
700000,41884,1671,60,24,89,2242,77,9009,7,77,96,30,,,,380,0.27
691324,41648,1634,29.99,6,2310,11452,18,23174,8,83,755,27,307,0,27699,959,0.83
688243,41561,1634,17,8,550,1027,8,10435,7.2,70,150,14,228,6389,27656,123,0.28
680572,42852,430,40,39.99,744,23345,249,28233,4.5,77,443,76,25676,15766,117702,55,0.04
671540,41390,430,5,0,1178,3150,4,4511,7,75,156,8,73,0,5814,10,0.28
668962,42194,1088,10,2,2078,1091,10,491,7.3,74,54,12,1012,2145,22415,5,0.05
660000,41611,2119,10,0,546,10074,2,551,6.7,73,95,14,1,0,16,34,2.857142857
653179,42514,768,19.99,4,1973,84277,20,4758,6.6,61,23,9,305,4069,34125,9,0.2
646962,41911,1371,10,3.99,2427,4673,20,112983,7.3,79,57,9,111,0,9398,26,0.25
644000,43613,584,25,15,1349,72271,47,27205,8,85,709,54,4463,14163,74317,351,0.4
642851,43060,222,25,12.49,342,65839,240,39380,7.8,77,459,89,694,1692,37230,67,0.98
633209,42453,829,15,14.99,595,1253,3,588,7.3,61,16,9,10412,3492,4422,4,1.785714286
620000,42283,1447,60,12,122,10382,32,112255,8.2,80,195,43,,,,154,0.01
620000,41625,2105,6,2,482,,2,1082,6.5,71,121,9,,,,371,0
620000,41593,2137,7,6,1227,104219,5,7548,7.3,91,674,12,105,778,10047,982,0
610000,43007,723,60,15,41,17156,44,8311,6.5,68,44,32,,,,33,0.16
600000,43015,541,30,7.5,606,19139,118,31478,8.1,84,296,93,5375,3423,70105,108,0.19
600000,43469,428,50,50,21,2508,6,9390,6.7,66,34,14,,,,1148,0.16
600000,44132,198,29.99,14.99,597,101328,829,78599,8.4,81,495,93,11294,18745,99426,202,0.29
592993,42244,1038,30,4,2389,1291,17,939,7.7,75,121,36,207,4127,56812,4,0.09
589688,41765,1517,6.99,3,539,18386,3,859,5.8,53,244,40,83,2912,16157,29,1.754385965
587213,41428,1517,30,29.99,2626,149131,9,19970,7.4,65,1068,26,186,11534,35620,635,3.846153846
583602,41816,1466,40,8,845,88690,7,2949,8.1,79,313,49,289,7099,20663,52,0.73
570000,43637,135,59.99,30,36,24333,98,18686,8.3,80,242,83,,,,516,2.5
563737,42936,346,10,6.99,308,17975,42,50067,7.5,72,20,10,2294,10656,121316,4,0.11
562631,42684,598,30,15,1168,24648,97,25807,7.8,80,534,67,747,7882,105919,106,1.515151515
560000,44316,78,59.99,59.99,81,169215,1460,174223,7.2,85,2954,112,,,,64,1.492537313
554955,41527,598,6,3,3446,75426,31,91755,5.9,72,872,59,123,6948,8542,37,0.85
550000,42304,1426,20,7,3,10173,0,0,7.4,79,117,29,,,,0,0.03
549148,41932,1350,20,3,1107,939,10,4354,7.7,83,100,13,270,6956,51002,115,0.05
540496,42656,626,20,14.99,264,55747,5,30663,8.1,71,58,26,5757,1711,18538,8,0.12
540000,41961,1769,30,2.5,64,1560,7,3591,6.4,68,25,17,639,751,3515,0,0.01
540000,42612,1118,12,1,176,612,9,202,6.9,75,23,12,46,652,10141,25,0.04
539248,42343,939,11.99,11.99,901,4797,29,134211,6.3,82,45,14,355,11179,52214,73,0.27
538219,41501,939,20,5,1530,18041,94,3340,5.4,86,2127,56,39,15750,13501,345,0.85
538061,41494,1781,15,4,1622,601,13,143685,7.3,88,243,22,38,5319,5225,13,0
535073.3333,41912,7,60,0,859,160737,55,3884,8.3,86,1057,85,,,,108,2.325581395
534443,42325,957,20,5,262,690,34,21117,5.6,63,55,11,1422,10035,221975,14,0.02
530000,42343,1387,20,2,124,1478,4,23848,7.3,63,48,36,,,,12,0.03
520000,43179,11,60,42,71,64432,79,35514,7.2,78,138,80,1080,939,19643,74,4.166666667
520000,42549,1181,60,12,147,15127,236,11596,6.5,58,261,67,,,,53,0.14
519467,41989,1293,30,6,293,1895,17,12278,7.9,84,247,38,27,2109,23450,90,0.04
502562,42636,646,20,19.99,708,1663,31,24272,4.7,52,51,20,5230,11437,53671,0,0
500000,43013,296,30,15,959,59881,182,173228,8.6,79,473,79,7272,23942,77862,82,0.4
500000,43496,28,60,29.99,287,34987,269,28690,8.3,80,468,99,13758,9547,29627,328,0.03
500000,43089,243,10,7,452,27116,41,30617,7.2,78,66,55,508,2392,49805,72,0.12
500000,44070,7,60,60,38,44901,341,62593,7.4,75,137,61,4442,1442,13183,48,0.15
500000,44035,8,20,15,0,166927,349,65361,8,76,212,85,6347,9573,65906,113,0.85
500000,43125,331,20,7,1346,44516,222,170522,8.4,94,1329,70,2216,13147,53105,1215,2.941176471
500000,44078,106,25,20,50,60889,416,30472,0,0,0,0,27246,8700,120366,24,0.34
500000,42390,573,15,12,225,9012,26,2748,7.7,78,47,15,1414,2285,37396,174,0.28
500000,44377,22,14.99,13.49,63,6381,327,32589,9.5,85,72,28,8662,7138,33302,16,0.16
500000,44169,41,50,50,1,291,4,786,6.1,66,8,27,,,,68,0
500000,44358,35,60,60,106,17795,1088,50854,8,87,127,76,31156,8617,36949,29,0.73
500000,43077,58,30,15,162,74667,70,49840,4.5,42,267,42,330,2820,145344,42,2.272727273
500000,43446,79,30,20,217,14419,120,46465,8.4,78,111,30,14474,34230,135566,55,0.27
500000,43249,317,10,8,938,73654,273,30600,8.1,84,286,82,1767,6781,72595,78,0.3
500000,43636,120,20,14,431,35443,385,49471,8.1,81,209,78,6320,14665,29563,4,0.45
500000,43399,98,60,23.99,48,15521,145,20171,8.3,71,111,58,143,1122,20509,50,0.03
500000,43122,367,30,22,408,14784,109,39729,6.9,75,131,77,13265,13175,126208,323,0.49
500000,42864,76,20,2,560,42011,96,39807,7.2,68,174,67,21,0,6611,32,0.62
500000,44026,262,19.99,13.39,340,20986,198,15326,7.4,81,80,37,5141,7792,40680,189,0.22
500000,43995,28,20,20,0,,10,32569,8.8,87,554,27,29984,20523,53893,0,2.606060606
500000,43774,35,45,36,147,60952,742,78337,8,81,71,55,38630,20127,174087,99,1.369863014
500000,44145,15,40,40,24,467,140,12090,8.8,81,46,42,7043,853,18748,134,0.12
500000,44061,245,29.99,19.79,655,34179,145,39961,8.4,84,241,59,4594,8380,71545,522,0.46
500000,43852,30,35,35,151,17146,1332,97013,0,0,0,0,39572,17468,120537,5,1.923076923
500000,42424,1315,15,4,2529,5853,41,15993,7.5,76,143,107,6158,1826,55170,56,0.11
500000,43235,77,16,9,683,58761,175,63341,7.5,79,106,31,1719,6889,91958,178,0.48
500000,42894,691,20,19.99,218,1150,31,101560,8.2,80,233,76,236,1038,18675,44,0.01
500000,42405,5,60,15,3089,109372,782,76838,7.6,88,1873,150,11047,42626,277841,435,5
500000,43277,121,60,30,58,6574,36,7926,8.8,85,465,64,395,1525,22824,736,0.11
499550,42488,794,30,8,720,2471,15,18719,7.3,78,68,28,958,4139,100651,33,0.11
498487,42528,754,15,7,156,3627,63,131894,8.7,89,156,31,599,3046,22901,48,0.11
496869,42593,689,15,1,712,88014,14,20047,7.4,77,47,10,471,5988,23242,809,5.882352941
480000,43881,153,60,60,18,6047,64,5673,,81,,60,,,,440,0.16
480000,42710,4,60,10,1345,139428,132,55149,8,82,2277,110,,,,1205,2.564102564
476035,41725,1557,40,15.99,619,485,5,2739,6.6,81,212,31,2211,8531,87344,12,0.11
474515,42955,327,14.99,11,350,2003,12,20433,7.2,81,13,4,165,19044,86437,943,0.16
460000,42052,829,20,5,1419,13707,69,36902,7.8,80,285,54,326,9263,78704,225,0.29
456656,42236,1046,22,11,1143,4709,6,5515,7.2,68,164,44,104,5885,39873,29,0.16
453247,41479,1046,13,3,1431,249,2,467,7,78,49,18,264,2586,7493,7,0.04
452658,42523,759,9.99,3.99,405,6838,14,10789,7.9,73,18,4,1564,4050,37254,134,0.33
451407,41366,759,20,5,1072,2949,3,708,7.3,72,150,15,116,2099,7685,43,0.32
450000,42789,941,10,9.99,296,38932,5,749,7.5,82,52,29,3,47,885,4,0.03
450000,41947,1783,30,2,53,2310,2,12,6.5,76,51,33,151,314,1231,4,0.21
450000,42268,368,30,4,2930,60057,155,92396,8.3,84,1440,109,433,15958,119366,237,0
449687,42550,732,12,0,813,2254,42,3186,7,78,86,19,367,0,3131,36,0.11
446523,41785,1497,11.99,4,527,1005,7,28728,8.3,83,20,4,95,3623,21013,172,0.02
440000,42766,964,60,15,4,15243,104,1830,6.5,68,121,35,,,,6,0.46
433874,41787,1495,13,6,2930,1735,81,100835,7.2,73,117,24,189049,23051,34310,79,0.08
431669,41368,1495,5,2.49,807,21013,5,8270,6.8,61,174,27,29,5424,11132,694,0.47
422000,43021,7,60,20,1085,226519,890,157125,9.1,82,2364,119,822,11042,83541,750,1.470588235
418000,42065,1005,15,2,640,39699,3,3543,7,58,38,26,607,2595,46183,135,0.18
403871.4286,43279,7,60,0,331,141325,510,37298,5.1,69,465,111,6879,13339,86586,83,1.515151515
400598,42094,1188,60,24,87,2380,7,437,7.4,74,113,36,58,957,22342,273,0.2
400000,43550,195,40,15.99,107,24907,253,34644,7.8,67,203,48,11277,7093,6335,5,1.694915254
400000,42682,476,20,4,11,708,6,3968,7,68,22,16,5,270,2702,441,0.04
400000,43797,116,60,45,6,9346,79,1681,7.6,71,8,10,10415,3223,31550,45,0.06
386418,42052,1230,10,0,237,258,5,925,6.1,56,36,17,2,0,380,5,0
380000,41618,2112,15,3,306,503,1,399,6.3,71,101,28,,,,13,0
380000,41933,1797,60,30,51,19894,4,72,7.6,76,95,31,,,,191,0.18
375882,43118,164,7,2,405,528,0,0,7.9,68,34,15,209,6202,24062,4,0.11
370000,41989,1741,30,9,48,860,17,6497,7.2,85,74,14,,,,4,0.17
367601,43990,25,30,27,69,,1348,59800,0,0,0,0,27439,9124,123711,4,0
364090,42027,1255,30,14.99,779,19261,7,539,7.4,77,207,45,62,3591,49710,4,0.5
363459,41897,1385,29.99,7.5,203,50261,10,25275,6.7,61,90,4,118,5426,38654,192,0.8
363113,42096,1186,15,7,567,2539,6,7327,7.7,65,111,14,1170,5147,49715,8,0.18
360956,42633,649,20,8,203,17871,43,15937,5.5,63,136,19,1509,6450,60073,14,0.32
360000,42549,1181,60,15,87,2418,25,6613,7.3,61,79,35,,,,96,0
359124,43480,685,20,8,246,13276,137,121388,7.5,74,180,81,526,804,14155,462,0.14
355878,42136,1146,10,5,646,1553,9,462,6.8,61,39,11,97,2912,60976,13,0.43
351645,43237,45,11.99,11.99,214,66322,147,42312,7.5,68,85,6,6080,14673,139913,104,0.5
350001,42528,1330,30,19.49,117,2612,10,5662,8.1,75,81,36,123,1427,32714,111,0.02
350000,43734,124,60,42,49,1936,44,8317,8.7,83,124,28,4616,2450,51858,81,0.17
350000,43525,56,60,29.99,230,70496,139,30823,5.7,76,461,92,2095,3575,9300,94,0.36
350000,43375,355,60,18,57,6480,103,18459,8,72,82,44,,,,78,0.08
350000,43893,51,60,60,79,1745,449,23609,6.2,78,85,54,5287,2283,13738,24,0.21
350000,42528,1202,60,18,271,19734,76,10960,8.1,87,248,49,,,,170,0.14
350000,41900,246,40,7.5,505,109479,10,3697,7.2,81,1194,65,82,4362,93162,120,2.083333333
346703,42272,1010,40,20,85,7242,9,1048,6.5,64,74,21,158,1694,37829,9,0.18
343046,41593,1010,30,11.99,243,19159,5,331,3.2,33,1304,24,178,6958,17747,10,1.639344262
337931,42682,600,35,34.99,175,24679,58,6818,7.5,71,58,13,4341,7580,83599,29,0.49
334799,42373,909,20,2,993,11731,6,3993,7.4,86,229,29,243,10235,17602,146,0.18
334285.7143,43046,7,40,39.99,224,113867,233,162369,7.1,62,1599,84,130,3584,16793,37,1.449275362
333000,42608,1743,24.99,4.99,190,3314,14,8984,7,65,8,2,1962,4322,96001,18,0.05
330158,42683,599,35,34.99,307,5860,40,9169,8.4,81,75,18,2266,5678,37315,9,0.28
324405,42150,1132,15,14.99,470,16975,8,1117,7,76,39,7,61,4978,21417,4,0.11
322132,41383,1132,10,0,326,,3,817,6.8,58,132,16,12,2411,4113,4,0.55
321637,42481,801,20,19.99,154,9592,46,10063,7.4,77,110,36,391,4648,83987,18,0.18
320000,42927,803,30,7.5,53,21657,4,182,8.3,73,18,29,429,319,2636,4,0.11
319866,41835,1447,15,14.99,609,1547,3,1485,7.4,69,79,26,20,2234,10987,27,0.14
314885,41716,1566,10,2,1039,950,2,660,6.8,80,90,45,57,2668,7343,26,0.14
310000,42402,1328,60,15,209,44577,53,7516,8,75,382,45,,,,149,0.49
310000,43119,611,60,15,11,14293,76,10314,7.1,73,87,39,,,,36,0.01
310000,44042,88,60,60,24,24505,12,311,6.6,71,121,63,1930,847,16115,16,12.5
308987,42990,292,20,19.99,502,4557,32,10804,7.5,80,38,22,463,2924,62705,32,0.09
306906,42936,346,15,5,233,2989,256,30084,7.5,88,111,22,423,3721,45998,57,0
305941,41584,346,5,1,966,985,2,82,7.1,68,251,48,924,2130,9153,7,0.34
305686,42179,1103,10,2,1493,56637,5,10511,6.1,86,394,49,237,5893,23646,1113,0.58
304862,43747,597,29.99,11.99,826,51942,47,119308,7.8,84,319,113,265,412,3797,18,0.02
300000,43042,350,50,12.49,155,12393,258,1222,7.8,76,69,28,313,1627,30294,5,0.04
300000,43797,401,59.99,41.99,182,1191,68,16922,9,85,155,69,,,,1473,0.05
300000,43447,85,17,8,631,34891,126,37570,8.8,84,440,84,722,14052,66506,772,0
300000,43808,83,35,32,86,18196,368,57986,8.1,71.72902685,19,34.46772842,5247,8681,188719,14,0.36
300000,43350,191,50,25,15,3050,21,6762,6.5,60,89,42,39,188,3716,14,0.01
300000,42948,334,20,3,990,6272,15,37233,6.6,79,170,85,386,1865,23416,66,6.666666667
297947,41988,1294,10,5,664,27883,16,21217,8.7,78,118,7,143,7472,31196,103,0
296006,42703,579,35,13.99,100,972,6,26018,8.6,90,90,22,374,1921,22946,404,0.04
295645,42787,495,60,24,70,11717,108,45429,6.5,66,97,58,153,1328,29324,57,0.15
295596,43209,73,10,8,397,,219,30372,7.8,87,45,22,3354,8269,99912,9,1.265822785
292000,41514,1556,10,1,811,26067,4,3154,7.2,69,88,29,308,2343,10105,76,0
290658,42542,740,15,10.04,774,543,17,11295,8.1,85,179,47,977,16207,61238,989,0.04
290000,42199,1531,23,0,42,63366,6,1881,3.1,38,267,56,,,,4,0
290000,41593,2137,23,0,86,24770,4,134,5.4,79,95,10,,,,0,2.083333333
289619,43214,68,40,13.59,531,26333,504,26795,7,78,325,61,6354,9439,109143,4,0.82
283593,41717,1565,10,5,714,518,11,550,6.8,69,230,26,23,2504,18901,6,0.22
281722,41758,1524,10,6,168,54414,10,18874,4.6,51,303,86,5,1538,300,12,0
280490,43417,2,100,40,2054,108402,265,78744,8.5,84,993,117,361001,22756,88246,387,1.515151515
280000,44371,6,59.99,59.99,4,10473,33,6564,,79,,31,1425,8,4766,,0.05
279675,41512,2,25,24.99,1068,40285,14,927,6.1,61,225,17,108,2730,11707,89,0.57
276003,42828,454,9.99,3.09,494,12279,29,34274,7.3,73,27,4,883,5575,37661,24,0
272986,41486,454,15,14.99,521,4035,11,118541,6.6,67,234,40,15,1573,5299,4,0.24
270000,42507,1223,20,6,145,39950,7,2200,7.3,64,150,60,,,,7,0.16
269998,42718,564,12,11.99,186,13309,176,31947,5.9,58,130,69,29,2409,80250,8,0.2
267763,41858,1424,9.99,0.99,573,601,3,620,6.9,59,9,6,16,1795,7026,5,0.02
266902,42528,754,30,4,1109,4374,8,4678,7.8,83,109,17,165,3093,20380,144,0.05
265816,41492,754,4,3.99,581,2921,2,182,7.1,76,257,37,181,1832,11406,8,0.29
264285.7143,42801,7,30,7.5,598,77918,31,41465,7,71,179,71,4911,0,142078,53,1.111111111
260785,42815,467,60,30,53,5676,48,3585,7.5,77,117,50,191,1097,33449,109,0.27
257372,42090,1192,11.99,5,446,667,5,24132,8.5,80,21,5,120,2737,24979,22,0.09
254152,41849,1433,19.99,19.99,446,718,11,717,8.5,85,233,5,244,4130,44895,2139,0.08
252514,41593,1433,20,19.99,384,4379,7,1843,6.9,53,168,31,39,2106,19535,19,0.33
251428.5714,43011,7,60,20,405,91302,114,29514,5.9,86,1047,96,,,,125,0.48
250157,42621,661,20,19.99,554,11000,21,28568,7.1,73,17,12,623,2489,36813,83,0.11
250000,42976,29,15,7,1276,26568,690,48064,5.9,75,156,73,741,10427,112111,24,0.59
250000,43399,331,20,10,166,2076,168,1895,6.9,74,46,32,,,,1265,0
250000,43763,30,30,20,11,7260,209,8934,8.2,67,425,70,,,,40.02777978,0.6
250000,42626,1104,60,2.5,10,10980,54,2737,4.6,66,43,10,5,0,1066,4,0.16
250000,43762,89,14,14,12,448,30,11392,7.2,63,516,1,10276,4402,16507,53,0
250000,42041,968,25,10,69,4430,17,30601,0,0,0,0,4462,7334,101416,8,0.11
250000,44404,7,19.99,19.99,13,12041,928,99218,7.8,78,13,8,30930,4356,44293,0,1.449275362
249349,43004,278,40,28,315,17778,156,15306,7.9,81,228,49,1056,4894,45839,799,0.01
246496,42682,600,20,5,122,23974,12,10743,6.7,64,88,46,17,235,2915,0,0.14
245299,42458,824,30,18,99,2699,26,688,7.5,67,98,45,15,523,15180,79,0.07
244364,41576,824,20,19.99,469,626,9,10127,7.6,71,47,10,21,1771,5476,4,0.03
242221,41892,1390,10,0,205,10822,2,230,6.5,69,13,11,5,4302,16620,4,0
240554,42276,1006,50,24.99,38,36584,4,482,6.9,73,46,29,55,1019,15520,299,0.06
240088,42156,1126,20,3,410,29360,2,326,4.6,43,643,48,101,6509,37403,36,0
240000,42199,1531,50,20,68,652,5,6934,7.1,69,30,33,,,,23,0.01
240000,43165,565,20,8,175,5621,3,13755,7.6,68,39,30,,,,0,0.05
240000,44357,20,39.99,35.99,17,7831,,,6.5,73,90,87,,,,48,0.13
240000,42192,1538,15,2.5,69,2677,24,24356,7.5,82,41,23,4016,11092,41889,8,0.02
234066,41842,1440,13,3,771,554,2,1435,6.6,80,75,18,10,770,1358,16,0.11
232259,42348,934,20,10,587,1797,10,16836,7.3,66,101,7,192,2829,63643,377,0.22
231517,42088,1194,10,1.99,100,1076,1,87,6.3,62,26,19,20,844,10664,0,0.73
231476,42402,880,20,12,216,13855,35,2540,7.6,80,158,24,123,2656,29550,7,0.1
231014,41886,1396,20,19.99,125,7951,4,755,6.9,67,92,23,254,3195,17761,9,0.37
230000,43413,317,40,20,317,13324,36,128324,7.5,90,235,83,,,,88,0.2
227897,42243,1039,25,15,298,1823,6,7232,6.3,72,18,9,92,1473,27235,19,0.11
227034,41844,1438,10,2,1038,6373,4,6129,6.4,64,135,45,33,2376,13813,18,0.18
226289,41541,1438,20,19.99,283,2123,2,554,6,68,45,14,647,1650,10155,7,0.02
224856,43222,60,40,14,113,12244,123,18461,5.3,75,116,51,22797,5796,97455,47,0.23
224500,43076,206,30,20.09,286,25264,145,41126,8.7,85,281,86,3217,2253,20721,550,0.18
223000,42964,106,10,10,157,63416,7,6726,5.5,70,15,1,844,5080,32159,6,0.32
222227,42124,1158,15,7,760,7683,6,10644,7.7,75,119,28,82,1808,19321,17,0.15
221231,42941,341,20,7,1040,27747,138,34317,7.9,85,304,75,300,5304,63682,153,0.32
