Sales,Date,Gap,PriceMax,PriceMin,Rawg,Youtube,TwitchPChannel,TwitchPViewer,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends
220307,42878,404,40,14,106,7778,24,6334,7.4,83,55,24,662,4662,69368,27,0.08
217097,41500,159,5,1,729,1335,5,1447,7.2,62,129,35,21,3296,32428,6,0.19
216703,41647,1635,10,8,962,408,4,210,7.3,66,57,14,9,560,7104,4,0.86
215330,41555,1635,10,2,907,288,2,83,7.6,71,62,6,31,919,3376,4,0.02
211874,42440,842,15,4,770,316,7,14491,5.5,75,57,16,1716,4522,40248,112,0.01
211410,42292,990,14.99,7,711,4339,4,5379,7.8,78,37,12,140,2553,19269,507,0.08
211191,41780,1502,10,2,766,1206,3,416,7.2,73,80,26,22,2259,6051,8,0.07
210440,41928,1354,15,1.49,391,383,4,1947,7.8,84,156,8,52,2391,21409,16,0.02
210000,42612,1118,50,18,72,16748,57,5844,7.3,78,72,22,,,,96,0.02
209114,43221,61,10,1,1646,295,42,42494,3.5,67,8,9,403,980,10092,4,0.03
208656,42570,712,39.99,16,122,15325,104,12510,7.4,74,187,72,60,1235,39053,66,0.47
208032,41530,968,5,2,465,40162,6,3134,7.5,62,56,13,14,1494,8033,16,0.08
205359,41515,1752,20,0,1078,571,1,790,5.9,56,107,12,12,0,1776,6,0.04
204734,43146,136,40,19.99,98,32146,407,110775,7.2,63,143,65,139,1626,43510,10,0.85
203867,43228,54,50,25,536,7131,275,23893,7.8,88,532,71,3239,7017,88830,215,0.06
203501,42538,744,17,8,999,1743,9,5134,7.7,77,377,42,107,3572,71962,11,0.2
203211,42326,956,20,2,728,17572,6,4473,7.4,73,155,45,197,3026,42891,25,0.21
201978,41506,956,5,4.99,322,2809,8,122443,6.7,73,53,5,9,1717,3071,5,0.17
200623,42310,972,40,39.99,163,38778,9,2089,6,72,304,45,1990,3689,77101,136,1.265822785
200000,42655,1219,14.99,3.74,256,3897,48,6697,8,79,47,26,712,3266,22566,22,0.09
200000,42923,807,50,0,20,1911,1,2256,5.9,64,14,27,,,,13,0
200000,43874,217,50,30,61,5272,86,105,7,56,26,11,10413,4963,43201,17,0.05
200000,41751,1979,10,2,83,537,5,665,6.1,58,37,17,,,,4,0.01
200000,44217,4,18,18,6,340,125,32145,0,0,0,0,27883,4069,34852,4,0.03
200000,42852,348,20,5,32,2176,10,97186,7.5,74,104,15,11,35,752,37,0.05
200000,42285,169,15,7,1046,40925,19,25953,8.1,88,119,25,590,6656,100987,119,0.54
200000,43599,180,60,18,514,237593,887,102848,6,73,1188,119,13591,9141,70285,217,2.325581395
200000,43846,43,60,54,13,473,30,9236,7.4,88,0,1,16482,4996,30335,189,0.01
200000,43811,150,60,60,8,13788,40,3204,7,72,99,52,,,,122,0.17
200000,42990,740,30,15,65,5807,34,15140,7.1,70,62,28,2450,2444,31116,26,0.04
200000,44386,13,39.99,39.99,10,705,640,34894,7,,5,2,18806,2251,33044,,0.16
200000,43140,590,60,15,0,3187,9,1775,6.3,55,24,33,,,,4,0.01
197450,42486,796,15,11.24,838,1877,118,27589,6.6,67,152,15,2435,3780,29565,158,0
196982,42824,631,20,10,416,12089,41,10566,8.4,86,337,90,150,2246,24806,55,0.31
195708,42220,1062,10,5,228,1143,4,78,7.9,66,44,9,42,2262,28297,33,0.26
195389,42075,1207,15,14.99,23,4776,2,14,4.3,64,127,58,63,1983,20240,4,0.06
193030,41550,1207,15,4,243,618,2,453,6.9,45,102,5,41,1485,9640,18,0.19
192670,41744,1538,4.99,1,468,16064,3,5927,6.1,59,40,8,47,3162,18541,0,0.19
191401,41390,1538,6,3,599,1861,2,149,7.2,59,277,32,129,2047,8160,6,0.18
190545,41593,1689,21,15,270,287,3,903,7.9,65,99,20,31,462,1436,13,0.05
190000,42556,1174,60,24,1,671,11,4381,7.1,67,45,26,1946,5106,43955,1041,0.01
190000,43123,607,40,10,53,12975,19,35578,5.7,59,83,57,,,,7,0.14
189513,42618,664,15,4,778,9285,16,29979,7.5,73,126,50,98,3286,22971,22,0.16
189415,41704,1578,15,4,525,395,3,311,7.7,75,47,13,82,1794,10401,6,0.02
189408,42027,1255,12,11.99,256,572,5,7413,7.5,64,17,10,24,2725,15239,12,0.01
186812,41515,1255,6,2,1007,40835,3,387,8.1,79,142,43,42,1603,6768,0,0
186765,41568,1767,15,1.5,589,4852,4,964,6.8,77,46,14,436,1399,7893,4,0.95
184404,42314,968,8.99,4,839,303,6,437,7.2,79,52,10,613,2065,17704,4,0.02
183809,42402,880,20,19.99,37,1353,6,5774,6.9,70,40,37,33,471,8699,11,0.01
183744,41851,1431,15,14.99,764,42532,5,107,1.5,57,510,47,32,3901,4784,29,0.96
183147,42423,859,20,2,567,2601,2,26021,6.6,77,84,36,81,1140,7194,317,0.01
181671,42439,843,15,3,701,4173,7,4568,7,69,37,23,246,2332,37410,32,0.23
181210,41715,1567,10,2,1222,1745,2,54,3,45,171,14,28,2454,5379,12,0.22
180758,41803,1479,15,14.99,361,65345,4,2046,7.6,73,55,17,76,1743,5663,0,0.16
180587,42690,592,15,14.99,51,9590,113,10836,2.1,43,75,7,90,4924,40009,16,0.14
180452,41796,1486,4.99,0.49,699,39,1,35,6.2,70,9,4,826,622,512,0,0
180000,42871,859,50,9,25,1436,12,275,6.9,55,36,33,,,,6,0.01
179750,42933,349,15,6,454,1683,40,39458,8.3,80,150,63,1047,5192,68971,25,0.25
179268,41800,1482,30,3,284,22449,4,138,5.7,52,109,13,73,3827,19181,37,0.94
176242,42712,570,10,5.99,301,109750,11,18883,8.7,80,80,8,248,12788,46651,111,0.2
175000,44348,9,24.99,22.49,11,4271,119,32484,0,0,0,0,14676,2407,69315,1,0.35
174216,42199,1083,15,5,344,7888,8,3817,4.9,72,53,32,100,1812,19713,27,0.12
171616,42958,324,50,20,477,7001,28,2426,7.4,70,80,28,1102,4239,46559,50,0.19
171576,43013,269,40,7,113,4037,4,20927,6.7,87,28,12,681,1985,25209,4,0.17
171206,42249,1033,20,10,479,1168,6,5654,6.4,72,76,19,116,2321,28974,14,0.01
170731,41695,1587,40,8,769,85155,6,2133,7.7,58,545,16,108,0,15039,259,1.136363636
170000,43433,976,29.99,13.99,145,975,22,5582,7.3,66,12,15,736,2220,83195,2,0.04
170000,43903,2,60,60,6,3366,393,14181,7.3,83,81,31,,,,0,0.83
170000,42759,971,30,1.5,363,14493,2,305,5.4,59,26,22,3011,89,1852,6,0.04
170000,43258,472,50,10,15,18760,11,9706,6.4,73,40,38,626,366,2405,3,0.11
169249,41443,472,15,14.99,309,1279,5,4736,6.9,80,36,9,52,1060,6766,0,0.01
168191,41928,1354,15,7,153,170441,5,75,4.8,61,66,20,148,1553,10322,3,4.761904762
167728,42992,7,30,10.49,1091,26134,98,131032,7,84,364,87,6086,4207,56408,199,0.25
167656,42459,823,15,14.99,780,745,7,7608,7.6,74,38,16,267,4344,34859,127,0
166666,42185,1097,25,12.49,562,617,5,5635,8.5,70,15,7,433,1844,27693,6,0.03
163931,42684,598,29.99,10,571,437,4,2806,7.7,81,28,5,312,2394,24277,9,0.01
163754,41525,598,9,4,368,100,17,117485,7.7,83,83,7,34,2348,13344,9,0.03
161852,42979,303,18,10,135,933,19,17014,7.9,80,49,16,492,7581,47970,5,0
161824,42263,1019,9.99,5,473,2954,4,16820,7.4,69,18,6,958,2137,19404,33,0.22
160193,41380,1019,10,2.49,1072,1649,9,1208,5.4,61,68,15,12,959,4201,3,0.17
160000,43249,304,15,4,289,39546,342,47635,4.7,47,478,63,21,2177,59130,29,0.94
160000,42943,66,20,11,167,5945,55,47777,0,0,0,0,4839,9558,118007,9,0.23
160000,42948,782,15,7.5,43,3637,8,19432,5.5,72,29,29,,,,1545,0.19
160000,43438,292,60,20,95,2652,63,3307,7.1,72,98,28,,,,71,0.01
160000,42976,754,60,21,20,10628,23,4759,6.4,70,20,38,71,357,9126,55,0
158389,41409,1873,15,2,798,2470,2,547,7.7,77,129,42,25,667,3569,6,0.12
157469,41774,1508,15,3,524,8346,10,30997,6.4,55,96,9,32,2704,19446,3,0.41
156272,42198,1084,15,3,437,2645,3,3292,7.1,69,14,6,102,1490,10257,38,0
155024,41730,1552,20,5,744,961,3,381,5.6,60,63,7,153,1587,3830,82,0.03
154901,41942,1340,17,11.99,486,1088,5,16827,7.4,80,127,13,344,1068,28280,3,0.07
154523,42206,1076,40,14,89,986,5,1122,6.8,57,91,43,88,510,11054,33,0.04
154000,42669,401,5,3,329,10760,4,4141,7.5,48,4,2,231,4108,25563,185,0
152554,42781,501,7.99,3,732,3863,6,13706,6.8,78,13,5,156,5345,28604,56,0.03
151645,42431,851,18,17.99,28,21518,8,4517,5.9,46,21,8,149,2491,17264,3,0.07
151459,41940,1342,10,4,356,245,4,5051,8.3,68,30,10,48,1116,2795,3,0.02
150000,44168,7,60,54,2,80,80,1741,0,0,0,0,,,,10,0.01
150000,43573,17,20,14.99,151,44824,193,40990,8.4,78,46,23,13403,10415,31790,103,0.6
150000,43874,22,50,50,0,1244,0,3360,0,0,0,0,,,,28,0
150000,42886,1523,19.99,4.99,451,58826,10,32925,8.8,69,18,17,428,1302,22044,20,0.02
150000,44259,7,12.74,12.74,146,30986,483,68823,8.1,84,58,43,51156,13156,41004,4,1.162790698
150000,43273,457,50,49.99,14,2234,30,1421,2.9,43,44,22,67,746,6744,5,0.09
150000,42444,1286,50,20,15,7825,8,1112,7.1,71,24,29,,,,19,0.04
149712,41576,1286,25,24.99,1150,435,14,12860,7.2,59,118,7,54,3110,7239,26,0.01
146543,41688,1594,10,5,303,437,4,5723,8.2,84,28,4,24,1558,13183,320,0.08
146235,42576,706,60,30,508,48878,306,57120,5.5,67,290,90,667,4883,169258,98,1.333333333
144484,42451,831,10,5,295,3169,7,2273,5.6,72,37,35,12,434,20109,123,0
140000,43165,565,50,17,44,6311,123,10957,7.8,85,44,11,,,,104,0.04
140000,42864,866,15,5,151,1334,4,1513,7,79,33,31,,,,725,0.04
139426,42818,464,15,14.99,184,98075,44,17619,7.7,80,81,11,5565,8045,43810,23,0.23
139359,42606,676,30,10,750,2905,36,35424,7.7,76,149,36,151,2424,49653,9,0.23
138895,41449,676,15,14.99,1004,347,1,83,7.2,82,24,4,4,357,399,3,0.01
138534,42032,1250,10,2,1297,1485,6,2005,7.6,61,155,9,69,3262,18375,3,0.02
137434,42380,902,15,9,561,4279,16,7027,6.1,65,60,39,25,2071,10884,3,0.13
137144,41537,902,5,2,196,2211,13,13313,7.6,77,116,7,12,2795,5888,15,0.04
137022,42451,831,10,2,156,743,13,106185,7.8,68,19,13,22,1043,8653,3,0.13
136652,42234,1048,20,5,748,,3,866,7.3,80,79,49,7,604,10878,16,0
136473,42214,1068,11.99,1.67,327,1201,5,16441,6.1,66,10,6,33,2118,11877,3,0.1
136011,41705,1577,9.99,2,797,113,5,14713,4.6,63,7,4,10,1018,1423,0,0.01
135151,42815,467,15,3,499,352106,17,44382,7.1,80,71,42,231,2471,32143,145,0
134000,44372,5,59.99,59.99,8,32712,752,108136,5.7,70,190,104,,,,14,0.22
133510,43076,206,50,16.49,181,14574,84,11538,7.7,73,147,37,1643,3534,95545,14,0.49
130612,41424,206,20,19.99,351,458,1,264,8.1,77,208,21,45,1132,12635,3,0.06
130000,43417,313,20,10,96,139,1,2443,5.8,64,15,8,,,,3,0.01
130000,42829,901,15,4,99,2410,8,38532,5.3,61,61,34,,,,13,0.01
130000,42045,1685,13,5,86,720,1,373,7.2,74,31,33,,,,3,0.02
129872,42888,394,10,2.49,103,5106,6,566,2.6,68,14,8,172,5009,27808,3,0.05
129644,42255,1027,10,2.49,205,745,2,1000,7.8,72,16,16,516,1686,29733,5,0
127734,41382,1027,15,14.99,977,1395,2,15144,7.7,70,143,23,8,2594,5740,43,0.05
127000,44350,31,19.99,17.99,38,20445,72,46914,,,,,6755,3114,35035,4,0.08
125302,42621,661,20,4,461,2978,15,6040,7.8,71,18,13,420,487,26071,0,0.01
123994,41970,1312,10,1,530,13345,4,518,6,68,69,21,53,921,11507,5,0.03
123277,42110,1172,15,14.99,562,1212,4,12416,7.7,80,41,23,75,1450,15231,17,0.02
122039,42037,1245,4.99,0.49,563,7322,2,192,6.4,76,8,4,12,1138,5279,3,0.55
121460,42024,1258,15,14.99,418,712,6,17053,7,70,82,48,14,330,1732,0,0.13
121344,42584,698,40,8,71,1229,10,12078,8.3,67,46,21,31,1573,25862,8,0.05
120376,42522,760,20,19.99,156,6875,10,7821,7.2,70,41,11,59,2923,49602,79,0.13
120000,41814,1916,13,3.24,171,836,4,2663,7.9,59,139,29,8,1212,8531,9,0.19
120000,43496,432,40,20,9,2248,34,10717,7.2,69,39,22,,,,15,0.09
120000,42752,978,15,0,42,5843,15,2786,5.7,49,40,24,,,,0,0.02
120000,42563,44,15,4,429,49493,28,5437,7.2,71,96,67,148,375,6733,10,0.23
119191,41466,978,15,14.99,195,900,1,19,4.3,73,73,6,7,1232,1711,0,0.18
118976,42881,401,4.99,1,482,2316,9,41929,8,81,29,4,80,3621,13057,52,0.06
117534,41611,1671,10,1.99,232,1855,6,6028,6.7,64,87,31,12,301,2231,3,0.07
116134,41774,1508,10,2,308,306,8,3788,7.6,72,8,12,22,1198,6731,0,0.02
116099,42707,575,9.99,2,832,22135,6,3552,5.5,84,45,15,46,1571,9435,566,0.14
116064,42656,626,19.99,6,42,1269,3,1729,6.2,68,11,5,390,784,6610,11,0.01
114826,42615,667,15,10,582,7137,18,28920,8,75,48,42,85,1366,23245,15,0.04
114359,42453,829,20,19.99,554,4569,10,32445,7.8,80,109,29,59,2204,39303,836,0.1
114116,42878,404,35,34.99,96,1911,6,1696,7.1,73,20,11,864,2703,67891,3,0.05
112755,41548,404,9,2,585,1196,1,18,5.7,47,33,5,67,804,1701,0,0.09
112346,42153,1129,14.99,7,174,794,3,3289,8.7,75,34,4,313,1171,20424,11,0.01
112315,42076,1206,9.99,1,466,5626,6,2809,5.4,55,20,5,24,945,4097,0,0.16
112235,42187,1095,20,5,462,636,3,1529,7.6,71,74,17,77,1382,15164,3,0.1
111000,44145,140,59.99,29.99,121,3949,96,76982,8.8,81,39,74,855,931,7598,0,0.29
110123,41771,1511,10,2,303,675,2,116,6.8,72,86,60,16,644,2081,0,0.02
110000,42656,1074,35,8.74,77,7508,3,738,7.2,66,49,40,27,342,3898,0,0.07
110000,43018,712,30,15,32,2114,36,3309,7,71,37,12,295,3814,31282,17,0.01
108610,42450,832,14.99,7,213,1103,15,2730,6.1,50,15,4,63,2683,25220,14,0.01
108601,42391,891,20,1,417,2637,2,3001,5.7,62,9,9,20,774,1979,3,0.01
108416,43004,278,20,10,264,24294,78,107040,7.8,79,136,47,90,2871,74182,70,0
106207,42706,576,13,3,318,17525,4,18223,5.6,67,9,8,27,1997,17882,13,0.14
105319,42040,1242,10,2.99,108,9399,2,103,1.7,47,228,20,117,1907,16151,47,0.4
104354,41824,1458,9.99,1,310,108,1,8,6,66,4,4,18,258,489,0,0
103984,42122,1160,30,9,61,1289,9,585,7.1,58,89,22,13,120,3980,6,0.07
103873,43217,65,12,6,448,2784,75,33485,7,73,29,11,1321,4127,17883,24,0.28
103651,43152,3,30,10,214,82851,331,44890,1.9,62,1441,100,153,3639,36066,6,0.97
103074,42340,942,29.99,2,384,1321,4,651,6.8,69,36,26,544,917,16257,3,0.06
102656,42418,864,20,2,667,1225,19,32223,7.2,83,64,20,166,5269,17126,17,0.07
102014,42389,893,12,10,377,8594,56,7143,7.9,79,184,52,1216,3906,98630,55,0.13
101857,41919,1363,15,4,453,11466,62,6901,7.5,74,88,39,42,627,4961,3,0.11
100663,42039,1243,20,2,386,2970,6,200,7.7,77,72,26,333,1365,15149,0,0.13
100395,41305,1243,20,2.49,103,183,1,108,6.7,70,18,12,10,166,596,0,0.16
100000,42647,152,20,4,515,10526,30,10037,7.1,71,97,45,1474,5151,82934,56,0.23
100000,42801,929,60,36,6,1460,9,886,7.1,78,50,33,85,487,25583,27,0.01
100000,43321,561,30,27,3,1576,13,22092,7,0,1,0,138,196,5024,8,0.02
100000,43251,260,20,13,612,3555,22,5974,7.5,71,24,17,940,3686,17052,141,0.14
100000,44397,7,19.99,16.99,88,8248,287,54916,8.2,89,146,58,3740,1787,27930,24,0.07
100000,43861,563,19.99,7.49,235,1082,12,27004,7.4,65,25,2,391,1116,8616,1,0.03
100000,42797,184,20,14,27,13751,10,3629,7.9,81,388,54,,,,3,0.13
100000,44231,5,10,9,0,,0,0,0,0,0,0,3746,6022,7929,4,0
100000,44336,88,16.99,15.29,15,12087,58,34948,,,,,2523,1173,36744,0,0.03
100000,43046,42,30,18,213,13753,91,45824,8.3,82,94,62,739,3260,58584,92,0.16
100000,43573,7,10,10.04,510,24524,98,47798,8.9,83,300,64,1520,14884,5382,449,0.23
100000,42675,167,25,14.99,1078,12648,47,124483,7.6,88,477,96,88,4381,44728,138,0.25
100000,43186,30,20,13,246,34403,110,45622,8.1,71,14,5,3586,14370,93575,8,0.24
100000,43438,292,60,20,69,1968,46,2259,6.2,73,43,26,,,,38,0
100000,44282,34,19.99,10.39,80,321,31,8086,0,73,0,9,848,3007,24150,77,0
100000,42928,355,15,9,246,9919,120,137276,7.9,84,90,29,163,1655,18167,53,0.12
100000,42395,9,40,15.99,2842,42668,193,88107,7.1,87,1177,113,445,8499,116285,89,1.612903226
100000,43971,264,19.99,7.99,349,72851,13,36607,7.3,66,15,5,1707,3152,34649,2,0.03
100000,41782,12,40,20,1811,52758,81,9216,7.1,76,520,68,2357,11120,48131,437,1.19047619
100000,43728,14,20,15,96,12709,168,31186,7.6,81,172,55,,,,244,1.041666667
99197,44364,47,24.99,22.49,9,15188,46,58299,,,,,3330,2440,32117,1,0.04
98179,41954,1328,15,4,372,2354,4,2384,6.3,69,26,10,25,1117,2529,0,0.03
97796,41908,1374,15,4,349,16315,8,11199,7.1,74,115,31,16,2101,13210,288,0.14
97000,42938,90,40,10,140,5573,185,40189,6.4,72,22,12,7777,4114,80430,474,0.13
96765.55556,43389,7,60,20.99,75,16091,59,7192,7.8,78,236,94,82,86,2924,21,0.12
96283,41829,1453,10,2,357,564,6,210,7.1,82,78,40,939,1038,5352,19,0.02
96114,42292,990,15,4,488,914,3,161,8,81,215,17,156,2346,33790,8,0.06
95557,42843,439,15,14.99,1234,3207,26,16541,7.5,77,101,40,62,1488,9639,3,0.07
95000,43004,726,60,24,32,4315,33,15029,7,66,48,39,60,383,13729,26,0.08
95000,43032,698,20,4,456,15481,18,24734,6.6,66,114,45,,,,18,0.21
95000,42976,1368,14.99,0,80,666,8,8229,8.1,81,22,44,,,,1,0.01
94279,42110,1172,4.99,0.49,346,671,3,600,3.6,39,7,4,510,635,2068,0,0.03
92537,41775,1507,25,3,436,539,3,489,6.3,73,74,13,344,999,3187,32,0.04
91947,41582,1507,5,1,508,690,5,18069,6.9,65,42,19,131,1253,2056,11,0.06
91301,41589,1700,9,1.34,625,200,1,1281,7.6,73,24,7,425,497,1213,20,0.1
91287,42103,1179,9.99,2,415,531,9,9921,6.6,70,10,4,39,1149,7102,75,0.02
91000,42892,838,40,7,14,730,2,24,6,58,24,14,16,114,1578,3,0.03
90750,42878,404,50,24.99,15,1666,10,287,6.9,74,17,31,27,265,3168,90,0.03
90685,43076,206,19.99,19.99,274,1179,7,5131,8.3,90,12,4,436,2400,26264,81,0.17
90572,41837,1445,20,19.99,165,47,3,131,7.7,69,21,16,23,865,10402,3,0.02
90398,41864,1418,20,2,572,31515,5,189,8.5,69,100,31,91,2241,21871,9,0
90000,41744,2028,10,3,15,1091,1,9,3.2,37,29,5,,,,0,0.01
90000,43305,425,30,13.49,25,13469,19,3945,6.7,65,22,17,1933,3203,23794,3,0.08
89221,42956,326,25,12,150,1174,10,31721,7.7,89,218,54,52,690,4680,3,0.04
88976,42661,621,10,2,528,9454,5,4719,6.4,71,21,11,81,3792,9509,17,0.03
88829,42048,1234,20,4,250,4239,4,4172,3.3,48,54,10,28,1429,8467,8,0.07
87217,41487,1234,27,5,93,2506,5,1729,7.6,62,13,7,131,1626,25049,3,0.1
87209,42115,1167,15,4,256,23811,4,14615,5.5,72,30,17,74,1128,18143,5,0
87152,43133,149,10,4,540,30189,47,39122,6.1,69,7,7,748,2359,21125,12,0.06
87019,42949,333,40,23.99,182,3387,23,5040,8.6,80,177,26,444,2476,41624,209,0.03
86204,41739,1543,20,5,158,1412,2,1120,7.1,73,85,22,99,682,5546,3,0.05
86010,42185,1097,13,3,426,17364,3,850,7.7,71,47,43,40,1083,8290,19,0
85901,42241,1041,9.99,5,326,912,4,413,6,72,7,5,558,2116,9382,397,0.04
85842,41971,1311,10,1.49,36,1622,1,3201,2,26,51,4,4,70,874,0,0.63
85573,42507,775,13,1.94,177,461,6,6326,6.8,77,11,15,432,1819,14579,42,0
85000,42418,90,20,8,671,2154,29,31575,8.5,82,138,10,3374,7804,57219,2071,0.03
84620,43077,205,59.99,12,99,1732,12,691,7.6,75,42,16,298,694,12715,81,0.02
84513,42208,1074,15,7,116,4618,4,1198,7.3,72,31,9,83,1248,22434,48,0.21
84014,41478,1074,16,8,404,378,2,680,8.1,67,38,4,11,1044,3889,10,0.04
83551,41318,1804,20,5,160,1652,1,126,5.4,45,148,28,10,394,884,0,0.41
83090,41747,1535,20,5,168,1635,3,282,6.9,72,40,9,15,433,8958,0,0.06
81722,42852,430,30,11.99,132,3401,12,4542,8,74,101,33,398,2160,33983,7,0.09
81026,41288,430,15,10,262,233,1,5,6.8,55,16,13,18,809,3509,0,0.07
80154,42955,327,15,7,875,13273,41,26352,7.4,79,110,14,205,2934,26187,480,0
79925,42303,979,10,4.99,278,5635,3,126,7.9,85,59,10,57,998,34586,6,0.04
79909,41458,979,4,2,295,,3,605,4.2,41,265,21,14,1030,1718,0,0
79625,42627,655,20,19.99,412,82738,7,31570,6.7,75,47,34,35,1769,22727,36,0.05
79276,42103,1179,30,29.99,87,2905,2,66,5.4,70,103,17,46,1772,18936,6,0.22
79000,42878,852,50,7.5,19,851,6,660,7.2,68,39,22,,,,94,0.01
77071,42209,1073,13,1.29,100,48,1,117,3.7,57,6,10,13,195,1877,0,0
77010,41361,1073,3,1,346,2994,2,873,6.4,73,21,8,6,499,460,0,0.01
76847,42198,1084,9,1.79,195,,2,1291,5.8,59,18,10,6,947,20000,0,0
76662,42655,627,10,4,556,789,9,7750,6.9,81,18,5,67,923,11992,3,0.04
76576,42822,460,20,19.99,369,52302,22,7271,8.1,71,104,40,177,2246,28017,3,0.28
76220,41767,1515,20,5,88,138381,3,9457,7.4,64,17,7,7,1095,2141,0,0.34
75165,41718,1564,20,5,190,509,10,101725,7.7,72,36,17,21,705,5101,3,0.04
74884,43214,68,20,4,165,12649,120,25631,6.5,74,48,57,51,1305,24649,21,0.05
73841,43223,59,16.99,11.99,151,2587,21,25847,7.9,72,7,5,511,1281,58020,6,0.01
73833,42093,1189,10,2,267,585,2,69,6.2,69,11,8,17,484,2398,3,0.01
73734,41704,1578,6,5.99,466,3379,4,13272,7.1,87,145,8,8,1029,9126,666,0.18
73251,42538,744,20,19.99,338,4255,3,158,5.4,75,13,11,49,779,3906,0,0.02
72720,42213,1069,20,5,230,341,2,245,7.1,62,16,10,8,606,1027,5,0.09
72321,41782,1500,59.99,14.99,65,1040,2,2450,7.9,81,97,6,100,1246,24387,3,0.05
71974,42992,290,30,29.99,135,1772,5,542,6.5,74,12,16,355,1801,47629,59,0.03
71209,42270,1012,13,3,398,305,2,699,7.6,60,14,10,6,434,3254,3,0.01
71175,42359,923,15,14.99,590,1043,7,682,7.3,77,24,15,29,1457,8603,8,0.03
71146,41955,1327,20,2,324,2137,6,2920,6.7,60,64,32,31,918,5282,0,0.02
71000,43580,764,19.99,7.99,180,12057,34,22535,7.5,72,50,30,512,1335,20963,17,0.03
70431,42135,1147,10,2,280,3231,2,122,5.9,57,190,44,9,1126,13268,11,0.45
70000,44336,40,39.99,39.99,,279,,,,,,,4423,1097,11502,,0
70000,43066,1270,14.99,1.49,131,1534,8,39838,6.4,0,5,0,90,956,9163,23,0.02
70000,42983,747,50,7.5,12,653,6,367,7.8,75,27,22,,,,0,0.01
69530,42110,1172,15,3,306,2227,2,165,6.2,66,33,9,17,699,5082,61,0.07
69420,43444,35,20,15,186,,20,26539,8.3,88,135,19,347,6722,26772,3,0
69255,42292,990,15,14.99,438,15731,2,3509,7.2,78,19,20,30,551,4476,25,0.02
68424,41537,990,5,4.99,332,756,4,760,7.1,65,78,4,187,1857,2624,9,0.04
68038,41899,1383,10,1,424,217,1,12,7.6,68,16,8,14,378,1521,0,0.02
67316,42200,1082,9.99,2,412,451,4,1911,8.8,80,32,6,13,968,4017,3,0.01
67000,43256,474,60,33,2,391,4,1382,4.8,70,9,12,3912,386,6078,50,0
66929,42240,1042,20,19.99,101,665,11,1560,7.6,80,29,8,54,1234,17076,222,0.01
66897,43075,207,15,1,244,7068,6,11637,7.1,81,14,13,186,700,6050,245,0.08
66546,42571,711,13,1,527,11582,12,14806,7.8,81,36,21,118,1552,14911,14,0.06
66375,42451,831,20,19.99,204,1099,3,80,3.3,92,231,8,62,628,2211,2,0.01
66332,41544,831,20,19.99,108,935,2,404,6.8,66,82,17,62,380,1753,0,0.11
66045,41418,1738,9,8.99,280,889,2,247,7.7,77,37,8,3,617,2781,26,0.05
66040,41543,1864,5,1,462,183,2,96,8,84,43,5,7,330,1434,9,0
65634,42440,842,20,19.99,69,1617,6,4737,4.7,40,150,28,5,280,4017,7,0.03
65065,42755,527,40,30,71,12030,71,2538,5.2,62,36,20,32,2264,34993,21,0.18
65019,42507,775,17,4,349,1756,10,16418,6.7,53,52,46,18,856,19447,11,0.07
64735,42306,976,13,1,1086,358,71,312,8.6,76,58,11,172,1239,18004,6,0.01
63745,41950,1332,20,1,931,22415,3,2845,6.9,66,137,18,17,7424,15460,302,0.07
63000,43018,712,30,10,29,502,6,1053,6.8,77,12,21,6,156,1691,22,0
62365,42613,669,20,8,411,351,3,4661,7.3,70,10,7,16,488,6734,0,0.01
62348,42793,489,10,2,672,2774,36,37433,7.1,81,61,21,44,2866,8137,51,0.14
62085,42159,1123,4.99,2,197,1742,2,1308,7,71,15,5,30,825,3504,25,0.1
62000,43657,687,16.99,6.79,474,10359,25,141213,8,82,107,54,119,695,7389,44,0.06
61903,41961,1321,10,9.99,303,428,3,335,7.4,75,51,23,7,519,1961,2,0.02
61729,42187,1095,4.99,1,1159,299,5,947,7.2,83,15,4,2366,1995,1187,25,0.01
61000,43417,313,20,10,18,177,1,2,6.1,62,19,13,,,,0,0.01
60456,41733,1549,4.99,2,167,627,3,6312,7,79,15,6,14,475,4788,0,0.01
60211,42465,817,19.99,19.99,48,493,5,16471,6.6,80,8,5,19,793,15224,0,0.01
60000,43039,691,60,60,1,458,3,210,6.9,71,19,9,,,,0,0
60000,41907,37,20,5,1852,34290,10,13087,8,82,933,108,33,7977,77833,221,0.44
59942,41800,1482,20,0.49,376,237,2,390,6.8,68,13,14,109,597,1681,2,0.09
59822,42257,1025,10,2,453,1196,4,8773,7.5,80,51,28,28,1328,5786,2,0.27
59676,42577,705,20,19.99,483,3694,15,24494,7.6,78,78,70,52,706,8637,5,0.05
59586,41580,705,5,0.99,193,136,2,454,6.7,73,33,7,11,350,2352,2,0.02
59295,41689,1593,4.99,4.99,257,277,2,243,7.1,66,18,5,4,559,573,0,0.01
58523,41521,1593,6,1,290,99,1,164,5.5,73,20,9,4,462,1429,2,0.01
57511,43083,199,10,5,788,6979,25,5111,8.3,81,123,18,132,7675,39376,759,0.08
57000,43032,698,30,15,24,1234,13,5145,7.9,77,25,23,16,259,5390,76,0.01
