Group
16.74102458
16.02896275
15.95557672
15.95557672
15.60855986
15.60435712
15.47866249
15.3534428
15.33362826
15.31958795
15.20180492
15.09787338
14.99416555
14.77354766
14.77190315
14.651361
14.5824717
14.57978932
14.55056954
14.50865774
14.50865774
14.50045267
14.49202772
14.43273843
14.43170542
14.34431126
14.33593041
14.30522796
14.26446418
14.23173557
14.23038261
14.21994113
14.21401953
14.19683938
14.16126812
14.15198279
14.12995919
14.12157513
14.11771221
14.10216435
14.09584923
13.99783211
13.9867956
13.91830358
13.89572002
13.86668835
13.8347081
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.81551056
13.80297532
13.77023177
13.76999842
13.76677294
13.68440935
13.66132038
13.64207342
13.54670258
13.52884264
13.51547246
13.49818132
13.47951041
13.46980099
13.46261987
13.44636388
13.44189725
13.4306889
13.41732886
13.41348254
13.38004284
13.35855582
13.29293787
13.2831429
13.27697452
13.24234311
13.24037927
13.22664231
13.19602082
13.19572722
13.18898036
13.12747429
13.12236338
13.12146297
13.11608169
13.07324666
13.02419251
13.02289215
13.02012465
13.00924619
12.98050945
12.97541437
12.83703054
12.80515637
12.80342178
12.80246936
12.79651135
12.78234325
12.77037742
12.76568843
12.74561983
12.73059701
12.72128563
12.70732661
12.68974801
12.68271668
12.68117886
12.67565744
12.65996277
12.63114755
12.63031371
12.6046709
12.57632155
12.54138349
12.52816701
12.51717579
12.49785754
12.49055962
13.81551056
12.45827779
12.44568779
12.43922197
12.429844
12.4292162
12.4064142
12.39760581
12.3887608
12.38798162
12.35560841
12.35240858
12.35023359
12.33285506
12.32956822
12.32321548
12.30277731
12.28809954
12.28628303
12.27992701
12.26374704
12.26155465
12.25695586
12.24544719
12.23251495
12.22200013
12.21591406
12.2091828
12.18437903
12.18274772
12.1706009
12.16873416
12.16212598
12.15169565
12.13785804
12.13760642
12.12488428
12.12129876
12.10741186
12.1049144
12.10396794
12.10322009
12.09663717
12.07961333
12.06805119
12.05062279
12.0478445
12.03912628
12.03285552
12.02966954
12.00720089
12.00612058
11.9942646
11.98413462
11.97280931
11.96698389
11.95133522
11.93527391
11.92929754
11.91646873
11.84528927
11.84147353
11.83887106
11.82878675
11.82388207
11.82049104
11.80193166
11.77998638
11.77430463
11.77254751
11.75770526
11.7384821
11.72798846
11.71209594
11.69837546
11.68848253
11.68667707
11.66249998
11.6470979
11.6329726
11.62933867
11.6290627
11.62835017
11.59551876
11.59543589
11.5731453
11.56474912
11.55554424
11.55092428
11.54320246
11.53913887
11.53286534
11.51953358
11.51686768
11.51292546
11.49454762
11.47329027
11.45401375
11.43536384
11.4289676
11.42191702
11.42176367
11.41514724
11.39612195
11.39446845
11.37615455
11.37606282
11.36447186
11.36095075
11.35040654
11.34466065
11.33873873
11.3332125
11.32767964
11.31107852
11.30252537
11.28884397
11.28864377
11.28508339
11.28069071
11.25169056
11.24957171
11.24137917
11.22744098
11.20966941
11.20956107
11.2082193
11.20164718
11.18886982
11.18406022
11.17337449
11.17289691
11.14951359
11.14555062
11.13347892
11.12782165
11.11715323
11.11138764
11.1109094
11.10564872
11.10307576
11.10242771
11.09809161
11.0980159
11.08314205
11.07805729
11.06264603
11.0407595
11.04048687
11.03625969
11.03050912
11.00967111
11.00561034
11.00113271
10.99912877
10.99517593
10.99028026
10.97717512
10.95973151
10.94824186
10.94591742
10.9433755
10.9328748
10.92934992
10.92674751
10.92309271
10.8982382
10.89629478
10.87902784
10.87445585
10.86421613
10.85772896
10.85580158
10.8380896
10.83208228
10.82225521
10.81883784
10.81255224
10.80796883
10.80255074
10.79714405
10.79587486
10.76684154
10.75745597
10.74701402
10.74285404
10.73197387
10.73188652
10.73026925
10.70998574
10.70728125
10.69473647
10.66951338
10.64616272
10.64222932
10.64108215
10.6383763
10.63130183
10.62832718
10.62658181
10.62585367
10.6207174
10.60571835
10.6026168
10.5903148
10.57867441
10.57666159
10.57113742
10.5580758
10.54581501
10.535424
10.51425805
10.5095779
10.50569748
10.48852043
10.47381717
10.46857406
10.46629823
10.45855013
10.43125879
10.41304237
10.41069664
10.40171414
10.3956501
10.38751735
10.38597543
10.38037369
10.36192455
10.36135534
10.34541316
10.341807
10.32305279
10.31877097
10.3105181
10.30921929
10.29170477
10.27387801
10.27384348
10.26788758
10.26472209
10.25382747
10.23777884
10.19279331
10.18648366
10.18516413
