Date,Gap,PriceMax,PriceMin,Chinese,French,Japanese,Korean,Russian,MCUserScore,MCCriticScore,MCRatings,MCMedia,SteamCCU,SteamComments,SteamFollowers
41751,1531,15,14.99,1,0,0,0,0,6.1,75,29,25,7,539,2711
41803,1479,40,14,1,1,0,0,1,7.1,74,57,15,67,381,18634
42132,1150,9.99,1.99,1,0,0,0,0,8.1,67,8,6,5,330,2815
41277,705,5,2,1,1,0,0,0,6.5,77,15,4,6,495,884
41788,1494,10,1,1,1,0,0,1,6.5,70,31,14,18,304,882
42769,513,20,4,1,1,0,0,1,4.1,44,15,7,10,548,1400
42019,1263,4.99,2,1,1,1,1,1,6.7,57,9,6,8,1331,5540
41880,1402,20,19.99,1,1,0,0,0,6.6,76,18,11,4,301,3094
41466,1402,10,4.99,0,1,1,0,0,6.4,74,9,9,2,92,206
41765,1517,15,4,1,0,0,0,0,6.9,72,15,11,8,197,1480
42016,1266,7,2.37,1,1,0,0,1,7.1,65,14,11,179,79,3774
41830,1452,10,2,1,0,0,0,0,7.4,63,37,9,7,140,1039
41591,1452,5,1,1,0,0,0,0,5.5,62,34,16,5,379,367
41894,1388,20,19.99,1,0,0,0,0,7.6,71,23,9,17,740,7816
42685,597,15,4,1,1,1,1,1,7.7,80,74,15,18,429,3770
43166,116,10,2.99,1,1,1,1,1,6.8,81,69,24,163,1328,11780
42576,706,16,10,1,0,0,0,0,7.2,81,22,30,14,572,9297
42926,356,15,5,1,1,1,0,1,6.9,81,16,14,64,474,10112
41843,1439,10,2,1,0,0,0,0,5.8,65,19,15,62,169,1403
42187,1095,25,24.99,1,0,0,0,1,5.3,57,8,7,8,625,4334
41668,1614,14.99,14.99,1,0,0,0,0,7,74,23,4,9,689,3933
42388,894,20,0.49,1,1,1,1,1,7.3,59,11,9,474,695,754
42948,334,15,1.5,1,1,0,0,1,7.3,64,25,25,360,1128,10256
42439,843,20,10,0,1,1,0,0,7,78,8,10,15,312,5151
42485,797,15,9,1,0,1,0,0,7.5,71,16,11,50,604,12393
41884,1398,10,0.99,1,0,1,0,1,6.9,68,13,9,7,256,1532
42773,509,15,3,1,1,0,0,1,7.1,61,22,14,58,617,25748
42965,317,24.99,11,1,1,0,0,1,3.7,55,6,6,63,669,5671
41388,317,15,14.99,1,1,0,0,0,7.6,80,12,4,2,220,412
42479,803,5.99,2.39,1,0,0,0,0,7.7,50,33,5,15,1149,4316
41488,803,10,2.49,1,1,1,1,1,7.4,67,26,6,6,199,727
42662,620,4.99,4.99,1,1,1,1,1,7.8,66,19,4,200,328,2433
41618,1664,15,14.99,1,0,0,0,0,7.6,78,26,11,6,277,2092
42474,808,15,3,1,1,0,0,0,7.2,79,23,10,37,334,4018
42152,1130,10,9.99,1,1,0,0,1,7.3,73,4,9,3,273,733
42418,864,10,5,1,0,0,0,1,6.8,78,8,10,390,458,2636
41906,1376,15,4,1,0,0,0,0,6.9,75,16,20,3,150,940
42270,1012,6.99,4.19,1,1,0,0,1,6.8,76,10,5,122,436,2911
42629,653,10,5,1,0,0,0,0,6.6,69,9,7,99,545,4244
41477,80,30,,0,0,0,0,1,5.9,41,40,5,3,280,365
42052,1230,10,2,1,0,0,0,0,5.9,62,18,9,5,416,1557
42572,710,10,2,1,1,0,0,0,7.5,79,13,13,29,474,5897
43153,129,9.99,7,1,0,0,0,0,7.8,74,13,6,67,759,8413
41902,1380,20,5,1,0,0,0,1,5.5,52,22,10,13,469,6942
42018,1264,20,6,1,0,0,0,0,7.7,78,22,8,32,170,4181
41719,1563,30,6,1,1,1,0,0,6,49,43,7,28,326,3170
41747,1535,6.99,1.39,1,1,0,0,0,6.5,75,17,5,4,142,463
42564,718,10,0.99,1,1,0,0,1,6.5,63,11,17,8,318,3489
41671,1611,9.99,9.99,1,0,0,0,0,6.2,83,21,5,5,384,1309
42474,808,15,14.99,1,1,0,0,0,7.8,69,12,8,7,248,3858
41834,1448,13,2,1,0,0,0,0,5.1,49,10,21,3,336,433
41445,277,5,2,0,1,1,1,1,7.5,70,63,31,7,314,1596
42500,782,15,14.99,1,1,0,0,1,7.3,74,7,15,5,145,5866
41549,782,9,4,1,1,1,0,1,2.7,43,26,9,6,243,428
42520,762,24.99,4,1,1,0,0,1,6.1,53,23,8,27,245,5528
42110,1172,6,1,1,0,0,0,0,5.6,68,10,17,8,486,1725
42347,935,2.99,1,1,1,0,0,1,8.5,55,8,6,805,67,361
41943,1339,30,11.99,1,1,0,0,0,6.6,62,13,8,72,368,7653
41577,633,10,3,1,0,0,0,0,7.7,82,31,4,12,144,2743
42439,843,10,1,0,1,0,0,1,7,68,27,14,12,466,4273
41571,843,15,4,1,1,1,1,0,7.7,63,19,15,3,156,202
42600,682,14.99,14.99,1,1,1,1,1,7.7,75,6,4,12,445,14287
42507,775,14.99,4,1,0,0,0,0,7.9,71,9,6,16,435,6908
43070,212,30,,1,1,0,0,1,7.3,68,62,35,135,585,27487
42103,1179,10,2.49,0,1,1,0,0,6.8,64,20,15,5,365,2515
42754,528,25,24.99,1,0,0,0,0,7.7,75,15,9,77,462,10130
42144,1138,18,2,1,0,0,0,0,6.4,62,8,7,6,241,2359
42985,297,18,11,1,0,1,0,0,6.2,70,17,20,48,680,11467
42136,1146,15,10,1,1,0,0,0,7.7,73,7,8,3,222,4221
43202,80,20,19.99,1,1,0,0,1,7.1,74,22,23,326,547,12987
41744,1538,15,4,1,1,0,0,0,6.2,54,119,40,9,236,673
42033,1249,6,1,1,0,0,0,0,4.6,56,10,8,100,85,371
41920,1362,12.99,,0,1,1,0,0,8.3,58,8,6,4,0,1345
43118,164,18,6,1,0,0,0,0,7.5,74,16,16,120,535,10261
42094,1188,20,19.99,1,1,0,0,1,7.6,54,25,14,3,203,5390
43236,46,20,6,1,1,0,0,1,5.8,65,4,9,79,437,8741
41586,46,10,2.49,1,0,0,0,0,8.2,61,11,5,32,119,384
41911,1371,14.99,14.99,1,1,0,0,1,5,57,11,5,3,135,1094
42293,989,12.99,3,1,0,0,0,0,7.8,66,6,6,9,226,1834
42019,1263,6.99,2,1,0,0,0,0,7,49,8,4,22,106,573
42059,1223,6.99,6.99,1,0,0,0,0,4.8,66,4,4,2,111,754
43451,355,10,8,1,1,0,0,1,7.3,50,516,1,75,334,6792
42858,424,30,22.49,1,0,0,0,0,7.7,83,43,11,76,4130,10550
42272,1010,4.99,1,1,1,0,0,0,3.3,62,4,5,3,222,2020
41691,1591,4.99,0.99,1,1,0,0,0,8,56,5,4,2,5,144
42584,698,14.99,2,1,1,0,0,1,7.4,70,9,4,10,670,10113
42060,1222,9.99,1.99,1,0,0,0,0,6.8,70,4,4,3,105,1123
42598,684,20,0.49,1,0,0,0,1,7.7,53,9,14,4,159,1071
43031,251,10,2,1,1,1,1,1,7,79,8,15,58,706,4439
42474,808,14.99,14.99,1,0,1,0,0,5.8,53,8,4,6,235,5194
42380,85,10,9.99,1,0,0,0,0,6.1,78,97,39,165,1128,14502
42030,1252,15,10.04,1,0,0,0,0,7.7,75,19,16,4,266,2252
41674,1608,9.99,0,1,0,0,0,0,7.3,59,11,5,2,40,144
41687,1595,9.99,2,1,0,0,0,0,6.2,59,10,4,3,338,922
42830,452,15,7,1,0,0,0,0,7.6,85,37,8,148,862,3668
43210,72,10,3,1,1,1,1,1,7.4,63,5,10,1939,2452,10672
42534,748,13,3,1,0,0,0,0,6.4,77,16,9,6,177,755
42516,766,4.99,0.49,1,1,0,0,1,6.8,55,9,6,37,255,2705
42935,347,17,4,1,0,0,0,0,6.9,71,21,9,16,422,3021
42794,488,15,14.99,1,0,0,0,0,7.5,69,11,18,13,316,4862
42149,1133,3.99,,1,1,0,0,1,6.3,63,9,11,2,626,2685
42257,1025,9,8.99,1,0,0,0,1,6.9,59,12,14,3,314,4820
42873,409,24.99,7,1,0,0,0,0,7.9,73,33,27,55,307,5645
43230,52,30,,0,1,1,0,0,0.4,29,39,8,8,0,6800
43154,128,19.99,19.99,1,1,1,1,1,6.9,51,12,7,823,852,8334
41411,128,5,0.49,1,0,0,0,0,4.6,49,18,8,2,250,231
43096,186,15,10,1,0,0,0,1,8.6,70,101,8,2938,4352,61432
42145,1137,20,19.99,1,1,0,0,1,2.8,66,63,34,4,234,2641
42906,376,15,4,1,1,0,0,1,8.3,76,13,12,43,311,3711
41655,1627,19.99,19.99,1,1,1,0,1,8.1,68,7,5,2,104,871
42977,305,25,14.99,1,0,1,0,0,7.4,80,21,15,35,291,7155
42237,1045,16.99,16.99,1,1,1,1,1,4.5,36,11,5,5,302,3596
42437,845,15,14.99,0,1,1,0,0,6.6,75,34,26,24,371,4861
42888,394,5.99,2,1,1,0,0,1,6.5,78,6,4,5,416,2357
42123,1159,15,3,1,0,0,0,1,6.9,58,7,16,3,76,957
41942,1340,4.99,4.99,1,0,0,0,0,3.5,32,8,5,3,94,2187
42480,802,14.99,4,1,1,0,0,0,8.3,67,6,6,10,87,1552
42775,507,19.99,5,1,1,0,0,0,6,57,5,5,136,234,3305
42766,516,9.99,5,1,0,0,0,0,8.7,67,12,4,46,893,4511
42893,389,7.99,4,1,0,0,0,0,8,83,8,5,50,704,3254
42640,642,15,14.99,1,1,0,0,0,6.7,67,10,8,11,190,3687
43160,122,20,19.99,1,1,0,0,0,6,68,4,8,63,374,7239
42466,816,9.99,1.99,1,1,0,0,0,6,57,6,4,27,187,4382
42256,1026,9.99,4,1,0,0,0,0,8.6,80,8,6,3,220,3007
41921,1361,10,2.99,1,0,0,0,0,6,68,20,17,5,179,711
41796,1486,20,1.49,1,1,0,0,1,7.5,66,13,7,2,72,136
42432,850,15,14.99,1,1,0,0,1,6.9,54,38,12,13,260,2113
43139,143,12.88,9,1,0,0,0,0,7.4,82,7,5,48,223,1716
42601,681,4.99,1,1,0,0,0,1,7.6,49,7,5,28,391,2014
41928,1354,10,9.99,1,0,0,0,0,6.2,61,5,11,2,86,486
42298,984,18,17.99,1,1,0,0,1,3.8,47,4,10,5,94,1345
42615,667,4.99,2,1,0,0,0,0,7.6,90,13,6,3,247,1295
42878,404,10,0.99,1,0,0,0,0,6.3,69,23,12,8,601,5107
41505,1777,15,6,1,1,1,1,0,6.3,58,7,7,3,53,1323
42572,710,17,6,1,1,1,0,0,5.9,55,14,11,8,177,3294
42653,629,30,4,0,1,1,0,0,7.4,73,5,7,22,0,1986
42250,1032,12.99,6,1,1,0,0,1,7,69,6,6,3,122,944
41369,1032,10,1.49,1,0,0,0,0,7.2,61,6,9,3,86,468
42677,605,15,14.99,1,0,0,0,0,7.3,78,20,17,25,257,4767
41589,605,5,4.99,1,0,0,0,0,7.1,68,34,6,58,151,1454
42062,1220,15,14.99,1,0,0,0,0,7,69,13,14,3,119,2947
42486,796,20,7,1,0,0,0,0,7,58,7,9,5,69,1054
42612,670,30,29.99,1,1,0,0,1,6.9,67,28,20,12,141,6452
42590,692,19.99,,0,1,1,0,0,1.7,46,6,5,16,268,5138
42587,695,15,14.99,1,1,1,0,0,7.7,62,7,17,27,196,2408
42166,1116,20,5,1,1,0,0,0,1.2,19,126,12,4,154,3710
42390,892,20,5,1,0,0,0,0,5.8,63,5,15,2,142,1162
42201,1081,10,4.99,1,0,0,0,0,7,76,5,7,2,111,1193
42402,880,7,2,1,0,0,0,0,7.4,67,11,7,3,330,1580
42842,440,14.99,4,1,1,0,0,0,7.3,63,13,5,15,240,1840
42384,898,15,14.99,1,1,0,0,0,7.1,77,11,7,11,102,1775
42752,530,12,11.99,1,1,0,0,1,7.8,82,20,15,142,261,1364
42831,451,10,2,1,1,1,1,1,7,64,20,17,8,297,3952
42605,677,19.99,5,1,0,0,0,0,8.5,66,4,5,21,145,2154
42208,1074,10,1.99,1,0,0,0,0,6.1,85,19,13,4,81,623
42873,409,20,4,1,1,0,0,1,5.6,40,14,10,19,339,3734
42417,865,10,3,1,1,0,0,0,6,64,8,11,4,217,1694
42685,597,10.99,2,1,0,0,0,1,8.4,68,5,5,5,175,3815
41446,558,10,2.49,1,1,0,0,1,5.7,47,11,7,3,33,204
41983,1299,19.99,19.99,1,1,0,0,1,8,65,6,4,7,77,679
42194,1088,15,14.99,1,0,0,0,0,6.5,61,10,14,7,85,2101
42760,522,15,3,1,0,0,0,0,6.3,58,13,19,12,112,1247
42943,339,15,7,1,0,0,0,0,8,65,5,16,47,225,4004
41466,339,5,4.99,1,0,0,0,0,5.3,55,10,7,1,35,108
42543,739,7,1.39,1,1,0,0,1,7,54,4,17,2,124,2284
41870,1412,5.99,5.99,1,0,0,0,0,7.5,62,4,4,3,95,317
41773,1509,9.99,2,1,0,0,0,1,7.6,70,10,6,2,56,264
42762,520,3.99,3.99,1,0,0,0,0,7.5,84,6,6,2,62,276
43006,276,14.99,3,1,1,0,0,1,6.3,69,18,5,3,146,4624
43081,201,10,9.99,1,0,0,0,0,7.8,79,4,8,28,346,2381
41835,1447,7,6.99,1,0,0,0,0,4.4,41,16,23,2,79,193
43039,243,20,19.99,1,0,1,0,0,7.3,79,7,8,19,246,4732
42451,831,20,10,1,1,0,0,0,8,81,37,13,9,161,1725
42789,493,15,5,1,0,0,0,0,7.7,78,47,11,7,147,1607
43215,67,15,14.99,1,1,1,0,0,5.2,51,5,13,21,282,2627
42027,1255,5.99,5.99,1,0,0,0,0,8.1,85,7,4,5,90,428
42914,368,1.99,1.99,1,1,1,1,1,5.2,52,10,5,6,304,2641
42297,985,20,1.99,1,1,0,0,0,5.1,57,8,8,2,62,897
42395,887,9.99,2,1,0,0,0,0,8,71,6,6,3,96,1228
42999,283,14.99,4,1,1,0,0,1,8.2,68,13,6,25,211,3146
42739,543,6,3,1,1,0,0,0,7.1,74,7,9,10,277,1460
42202,1080,9.99,3,1,1,0,0,1,7.8,74,37,4,5,129,2204
42565,717,17.99,17.99,1,0,1,0,0,8.2,76,12,4,88,204,12021
42996,286,23.99,23.99,1,0,1,0,0,8.8,83,24,6,71,434,5139
42328,954,7,6.99,1,1,0,0,0,7.4,69,16,11,3,56,1350
42201,1081,20,13.99,1,1,0,0,0,4.4,64,11,12,2,37,2243
43160,122,7,3,1,1,0,0,1,7,73,8,8,7,151,2170
43244,38,20,14,1,1,0,0,0,7.2,80,32,13,27,236,5940
42613,669,14.99,14.99,1,0,0,0,0,6,66,4,6,3,104,2055
43060,222,20,4,1,1,0,0,1,6.6,59,5,7,3,186,6904
42814,468,20,1,1,1,0,0,1,7,65,13,16,8,119,1058
42047,1235,10,9.99,1,1,0,0,0,6,70,10,17,2,52,948
43230,52,19.99,10,1,0,0,0,0,6.3,68,4,5,35,94,1990
43216,66,15,14.99,1,0,0,0,0,6.6,77,12,14,6,78,1225
43039,243,9,4.49,1,0,0,0,1,7.1,75,7,13,8,103,1540
43013,269,10,2,1,1,0,0,1,7.5,46,27,9,4,130,1589
43147,135,19.99,4,1,0,0,0,0,8.2,78,9,4,33,110,801
43216,66,20,10.99,1,1,1,0,1,5.9,67,18,14,6,90,1995
42563,719,14.99,10.49,1,0,0,0,0,8.8,74,4,5,1,27,238
43053,229,9.99,2.99,1,1,0,0,1,8.2,63,10,6,2,34,602
43217,65,10,2,1,0,0,0,0,7.3,67,4,9,5,22,500
42774,508,19.99,5,1,0,0,0,0,7.2,59,5,4,3,21,465
43896,4,20,18,1,1,0,0,1,7.4,75,7,6,3337,1494,19117
43852,30,35,35,1,1,1,1,0,,,,,39572,17468,120537
