0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
7733997.566211302,989221.1495751833,443127.43143377337,726404.9791594312,8960708.980042612,15465362.255787462,314730.9479039234,209387.05867184084,541720.8253648658,953157.2837271851,17536.52838610647,1268089.9939956935,1945915.5295089283,1317273.9155112046,2036868.4916383359,4307110.487752021,169905.44581882854,907679.8462512149,2284482.7747171666,2495226.0136291403,90077.38177888613,2279425.192922879,2158892.455330274,7324413.157679935,846325.0227385488,461104.47748444485,3601970.2270119498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409444.382758559,1578028.0469381642,249092.60768580923,464455.12531918933,14741763.357831372,15906997.561434882,423679.1797452656,192686.24545188347,473050.52206881356,690290.6969427331,25788.903589452777,1323059.052006282,3681014.950155462,630387.9425093479,1546873.2256335274,3076269.002589979,407504.24360613205,2695631.9142344315,1459184.0757311904,3722764.9870952573,38145.16459953494,2162397.4528325335,6037649.814464002,4929482.973812404,1041453.3410843407,387070.6725377947,5686177.642928327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247628.29921445,823623.2998669802,279150.3929928451,792173.5247567116,18886496.398742996,7980421.846946654,454807.6459055456,343101.27495431004,705765.391507049,870958.0490701712,58381.722456392476,2478215.155859665,1937569.5249304078,2291229.1101742005,3474982.5177446147,2889394.001846657,419335.01501132664,366945.7176415985,1082085.3279693178,2092041.321280619,87420.05150466744,1227552.1322726903,4043154.8884022376,4329464.243205128,994025.2228452539,171033.69450880773,2678667.1250971593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564655.4733091234,315256.34974801244,189417.45272067958,719064.4919021528,12737800.317848764,8709269.295883233,214983.07658511092,187067.36141239316,452926.5199606988,400059.00689919054,27226.04473825311,1816028.952025696,1751455.1050659688,1351890.9647366416,1911467.3808258513,4954958.1353183,135557.2260060144,1096228.0789928054,513928.9754953496,1554043.1000477616,51290.04906737264,1894630.7651739651,2481107.2927515428,5132161.158639859,672683.4823909531,402116.89152847097,2315501.984777546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884804.1646215986,1503920.7397342944,816631.8410179078,494159.129732089,9398788.054858029,10380260.052831242,765076.7231936016,282640.8628636108,467719.0408242589,312108.11433224607,60178.917484464655,3749376.883450517,2311288.0953648337,1150057.2315024615,2760346.6114296624,6510772.4199696565,491340.071512717,990699.6095687978,1930779.6600437805,5870006.2062380165,164060.39208190262,1240609.8417828523,5539433.946646612,23641714.054152433,953164.5557678936,353811.9120652776,2983852.2903432683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627576.093989775,638369.4793052882,371475.8675415016,272149.99836017867,9541591.056072548,9763690.977180682,314617.21129840275,229019.24480241712,334257.9864652004,332756.1233176048,70665.87616741315,1343744.2571919346,3608736.864523487,908637.7391761155,2949165.295889269,3572116.45718417,87203.47418579148,1683771.7056667104,2016118.1894324706,2403015.5673148544,49198.64158873903,1255628.8579712873,2028027.9481628723,6679449.978756232,748667.0322708013,290858.772107771,2976403.2253384576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973506.507619671,1026240.3579151793,500920.99947055953,345557.2032435046,3227058.2694190815,15454953.02376103,347733.4486330699,150468.31890366846,290803.0231584862,1226973.9501179042,18989.159356942157,2157982.6220154096,1552085.0632016489,1537547.1253588756,2635368.2952168304,2812524.854289905,202119.37547551174,706618.0131449098,365091.84953487024,2340315.4358803504,29605.4122833567,1172159.7656643733,1145273.184033176,9708685.878040634,801997.7092747007,321827.29339079134,979745.1443199755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892622.542586604,511836.99790588196,326357.3837846642,502361.46798870916,6513548.504566817,11157399.288520576,607206.7620323473,145448.179793769,894308.3663297838,308546.67588229454,20263.65193253841,1225325.1706115955,1465853.838850403,423711.10105194786,752239.7406195521,2438537.859360384,394893.21235908405,1333729.7194122488,2230673.3845639746,737995.4961553485,72180.13626289288,2980641.31058362,2752006.4039619216,3579168.3314161315,848083.9448373875,255736.61423848936,2672273.0012691505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3527733.4938166426,492289.3901182393,390423.2353624487,453832.78086200583,46658124.104217924,14020429.547131186,437696.35725892487,818204.9743316208,333553.60324041685,1121275.4802888003,75674.43814083409,1275902.1401088978,1249864.381410023,2988984.512170413,2343989.7906802464,3386669.253519687,148831.6526717344,1165406.1909482188,2029724.844235016,561536.9653544816,53842.57601711418,2213335.2544732736,1615214.2070449456,3077158.059933925,989500.4338544372,313581.0747184716,2977961.9804612673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102156.255897103,959877.4781238915,301035.23749851884,428368.9169991088,22836670.88042377,9418833.597990405,758214.8276593678,264210.61249668273,552524.3842361142,456927.04335706664,20346.027143227624,1667508.8337683997,6075882.237491471,1128916.105622817,2506260.90400303,3996599.518915433,384625.8642278693,937655.353463639,1227733.6018505255,2031861.0407615742,128648.5018348821,1149515.5497679298,1382936.8708471705,3616140.3601792147,2183274.4841291653,454742.5898032108,1666014.6588715715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
