Developer,Publisher,IP,Date,Gap,PlayerType,PriceMax,PriceMin,Rawg,Chinese,French,Spanish,Japanese,Korean,Russian,Turkish,Portuguese,Polish,Action,ActionAdventure,Role-Playing,Strategy,Adventure,First-Person,Fighting,Puzzle,Arcade,Sci-Fi,Open-world,Survival,PC,PS4,XBOX,NS,Youtube,Twitch,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends,IsFamous
4,4,2,41816,1841,0,25,10,771,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,124909086.5,10339976,6986024,0,57925,191303,8,90,939,74,2875,8848,57294,409,0.72,1
9,9,9,43418,106,2,60,20,492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,763261226.8,88455098,48620402,0,147632,209140,3.3,53,11993,122,,,,113,16.66666667,1
7,10,4,44028,7,0,60,60,776,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118199308,0,0,145258,312594,9.3,83,10538,95,0,0,0,349,5.88,1
10,10,8,42458,1314,2,60,12,59,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41644538,0,0,37064,18101,7.3,85,182,37,0,0,0,,0.66,1
9,9,8,42801,7,1,60,15,1302,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,383185242.9,58369561,32585189,0,105053,87165,6.6,76,1540,122,45704,41787,384138,790,5,1
5,5,1,41494,7,0,10,2,2807,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,86091918.41,0,0,0,19857,,8.5,85,1312,40,6129,31223,81392,886,0.11,1
10,10,8,43186,586,2,60,15,64,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77142546,0,0,33075,9428,6.4,82,95,35,0,0,0,,0.7,0
10,10,8,43672,66,0,60,60,226,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38531640,58015,34642,8.7,89,1731,101,0,0,0,1742,3.125,1
7,10,8,43224,331,0,60,41,161,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18933880,45527,166736,8.7,86,462,75,0,0,0,202,0.28,1
10,10,4,43756,74,0,80,80,42,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42206220,23534,27148,8.7,82,140,38,0,0,0,1253,0.41,1
9,9,8,43035,7,0,60,15,2552,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,498208237.4,69779635,38666615,0,185879,80844,7.4,85,4070,134,6158,41589,296788,3642,2.380952381,1
2,2,1,41388,7,1,15,1,2668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76116695.39,0,0,0,923,611,7.7,83,219,47,41750,8192,15719,93,0.01,1
5,5,1,41688,1594,0,20,5,1178,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107768660,0,0,0,37885,10311,8.1,73,677,32,3426,25740,132324,388,2.272727273,1
8,8,7,41919,217,0,40,10,2772,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,140615577.5,15362359,9662891,0,229796,29261,8.5,81,3196,115,542,28356,125842,246,5.263157895,1
9,10,6,41593,75,2,40,5,1340,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,100000,0,0,80238,573,6.8,73,2266,88,0,0,0,240,0.95,1
6,10,8,43137,601,0,40,10,290,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,74753257,0,0,89116,147930,7.9,91,1456,100,0,0,0,808,1.785714286,1
8,8,8,42514,768,2,60,15,974,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,277160668.7,0,0,0,82720,40915,7.4,86,724,77,4223,24853,309797,235,2.564102564,1
9,9,8,43375,7,0,60,24,1999,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,727704618.8,86358375,47502875,0,144841,105475,6,87,3553,134,31704,40199,161086,3242,1.851851852,1
5,5,2,42388,703,0,15,7,2528,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,240254011.3,38231268,21851732,0,22894,56136,8.2,85,742,89,19357,57992,241718,713,1.724137931,1
5,5,1,43319,289,0,25,20,1828,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,683821334.3,83627759,46047491,23089655,64368,157015,8.5,91,688,119,6323,36614,215542,1372,1.470588235,1
7,8,10,43846,55,1,60,60,210,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1223992778,109324806,59743694,0,36680,115615,8.3,74,821,112,25852,8069,64587,174,1.923076923,1
7,10,4,41919,297,2,20,9,2014,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15362359,0,0,98561,2362,6.3,71,1691,85,0,0,0,447,2.702702703,1
7,5,4,43423,158,1,35,25,94,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,767504529.5,88698903,48750347,0,82673,44919,7.4,77,84,34,24894,14027,72082,25,1.136363636,1
7,8,6,43406,264,1,50,17,141,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,753170808.1,0,0,26895470,50206,23685,6.5,86,80,32,75666,9050,49948,267,0.93,1
6,6,8,43262,219,0,45,13,307,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,641818025.7,80848382,44566118,0,96838,202465,7.2,76,305,95,8222,18870,213109,74,3.125,1
5,5,2,41353,1533,0,40,10,1421,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73078653.6,0,0,0,31879,36181,8.3,88,661,46,19149,62538,254860,482,1.25,1
5,5,1,43144,369,0,30,15,2009,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,562733798,75094584,41499416,0,80532,211281,8.1,76,2890,108,13853,51037,322461,41,7.142857143,1
7,10,5,41593,1409,0,40,6,1032,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,45760,1050,6.5,54,1225,83,0,0,0,210,1,1
6,6,6,43038,640,1,25,7.5,26,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499883085.3,69925918,38744582,10797310,48537,36489,7.6,77,82,33,8667,11822,80935,22,0.37,0
3,1,1,42080,910,0,15,7,497,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,169116533.2,23212880,13847120,0,1333,1634,8.1,74,171,49,24,1586,15323,193,0.28,1
6,7,2,42130,539,2,30,7.5,1064,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179067096.2,25650930,15146570,0,206947,9146,7.1,83,1020,101,933,11714,127958,77,5,1
8,8,8,43924,5,0,60,60,417,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1333343789,113128164,61770836,0,24192,291639,6.3,84,2393,122,60293,14199,108709,506,9.090909091,1
5,5,1,42370,1153,0,10,8,965,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,235390938.6,37353570,21383930,0,45640,37991,7.7,81,119,17,5138,32712,202013,106,1.724137931,1
5,5,2,42425,1124,0,12,10,2501,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,250561307.8,40035425,22813325,0,49704,121305,8,84,604,131,1034,19476,135459,254,0.54,1
7,8,4,43763,105,0,60,45,1512,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1117276417,105277643,57586607,0,102776,163569,8.2,85,3417,133,,,117797,534,2.631578947,1
0,0,0,43364,365,0,20,17,152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,718872484.6,0,0,0,255,971,7.2,72,516,33,72533,19923,126690,1143,0.01,1
6,6,8,42300,791,1,15,7,1693,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,217378695.7,33940300,19564700,0,17993,30508,7.7,79,344,61,377,17738,216135,28,1.886792453,1
7,9,7,43035,417,0,60,12,2404,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,498208237.4,69779635,38666615,10666075,83880,86606,7.8,88,2843,182,2113,18331,108471,706,0.44,1
7,7,6,41499,1783,1,40,8,880,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86592796.94,0,0,0,37461,9920,8.7,87,1144,34,23109,61425,114315,1174,0.26,1
7,7,5,42499,783,0,40,10,1730,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,272491552.8,0,0,0,66162,32618,8,78,748,57,31038,60819,313323,1132,4.166666667,1
10,10,8,42094,1636,1,60,10,51,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23895534,0,0,29614,10762,7.6,80,197,44,0,0,0,,0.77,1
6,6,1,41946,1336,2,20,5,433,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,145042956,0,0,0,240291,42224,7.7,65,119,7,596,27342,153837,48,7.142857143,0
8,8.5,10,41571,1336,0,5,5,3390,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,94129824.86,0,0,0,313557,1608,7.5,74,1361,17,25017,25749,47713,943,5.263157895,1
5,5,6,42881,69,2,10,4,489,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,419231424,62270441,34664309,0,97182,125328,6.2,61,450,48,4743,39296,207910,61,1.818181818,1
8,10,6,43070,554,0,60,42,218,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12197150,86182,13177,8.7,83,1620,92,0,0,0,1883,2.272727273,1
4,4,1,41392,1890,0,10,6,1529,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,76471677.46,0,0,0,11310,29563,8,68,1062,21,1565,30698,61046,106,1.785714286,1
6,6,5,42691,591,0,45,13,627,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,338534160,0,0,0,142572,57195,7.7,84,362,57,5281,29727,240609,541,1.428571429,1
4,6,4,42117,1165,0,19.99,2,484,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,176426126.4,0,0,0,23075,21255,8.4,68,113,6,682,9852,40108,39,0.25,1
1,1,1,41802,1480,1,10,2,659,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,122911491.6,0,0,0,62979,35871,7.8,67,149,15,732,14032,120553,30,0.77,1
5,5,4,41753,1529,1,30,7.5,1523,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116163211.2,0,0,0,5630,14577,8,82,507,37,5047,10706,141939,55,0.45,0
9,6,1,41570,1529,0,10,2,1672,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94020871.23,0,0,0,780722,2210,7,60,294,19,467,16101,45289,62,1.123595506,1
7,7,6,42093,92,2,40,20,261,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,171650326,23846773,14184977,0,25275,7616,7.3,74,349,62,184,7708,46108,534,0.29,1
8,8,7,42178,1879,0,25,10,1309,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189157958.3,27991458,16394042,0,24691,122434,8.9,76,774,70,4500,5816,52135,3444,0.29,1
7,8,10,42059,21,1,40,8,553,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,165100650.5,22188899,13301351,0,152576,10716,7.7,75,968,71,22850,11126,99307,169,6.666666667,1
5,6,1,41730,289,0,10,2,2440,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113122103.8,6146530,4750970,0,158841,18481,6.6,62,1029,62,293,52886,90854,826,4.347826087,1
7,9,8,42871,78,1,50,20,1239,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,414550250.7,61782831,34404419,0,177082,64375,8.2,89,1050,128,1873,5696,40702,286,6.666666667,1
7,7,6,41877,232,0,30,4,84,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,133990319.4,13314397,8571353,0,80090,16614,7.9,84,1175,77,5129,32780,71671,390,0.98,1
8,8,6,42241,1489,0,50,10,525,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,203250965.3,31063401,0,0,43415,2836,7.7,74,197,38,4274,5940,53681,653,0.73,1
3,3,1,43014,529,0,10,5,2054,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,486637187.8,68755654,38120846,9747430,4202,33124,7.7,81,506,97,79,7584,43865,476,0.23,1
7,7,6,42990,353,2,60,15,308,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,473735179.4,67585390,37497110,0,146261,29038,7.2,83,527,74,928,0,22855,326,0.25,1
5,5,1,43076,467,0,25,10,1149,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,521581042,71778836,39732164,12459620,9793,48164,8,89,400,43,14586,47977,136861,1058,0.6,1
6,6,4,41421,467,0,30,7.5,3890,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79094228.6,0,0,0,166386,19387,5.8,80,609,17,25574,22282,35039,99,2.222222222,1
4,4,1,42635,647,1,10,,1699,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,317802223.5,0,0,0,2463,4992,7.6,79,28,10,87,0,96692,,0.15,1
3,9,6,43417,2,0,40,20,792,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,762415327.3,88406337,48594413,27376665,80624,134470,8.2,83,863,131,4198,6607,28578,7,0.68,1
8,9,10,41912,7,0,60,2.5,4928,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,139489513.1,15021032,9480968,0,155796,16743,8,87,4907,114,48668,58672,212597,932,0.27,1
6,6,1,42425,857,1,25,6,1565,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250561307.8,0,0,0,9154,28389,8.5,83,644,29,61093,39229,173811,371,1.5625,1
7,7,3,42432,850,2,10,4,670,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,252559473.7,0,0,0,49128,50609,6.9,73,1458,35,59917,0,122330,51,2.702702703,1
6,6,2,41992,766,1,50,20,582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152902297.4,18921912,11560088,0,41878,5484,8.4,85,446,62,5392,22724,97354,93,0.54,1
6,6,5,42758,530,2,40,20,1219,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,365083237.5,56272838,31467662,0,69595,174794,6.6,68,339,65,22210,39149,230628,45,4.166666667,1
5,10,1,43777,11,0,60,36,1417,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43124865,17887,290087,5.3,93,16588,99,0,0,0,1578,10,1
6,6,1,43214,366,0,30,13,1034,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,608415099.5,0,0,0,54510,58338,8.4,84,498,66,5568,33692,281463,987,0.88,1
8,8,1,42185,1545,1,20,,6,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,28332785,0,0,12709,611,6.4,61,95,40,0,0,0,23,0.11,1
6,7,8,43769,265,0,60,60,461,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105570209,0,0,77451,18590,8.1,95,2176,71,0,0,0,452,6.666666667,1
8,9,4,42860,250,0,60,15,3553,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,409460071,61246460,34118540,0,182473,162499,8.1,84,2159,128,6298,24753,159862,542,11.11111111,1
0,9,1,41767,1515,1,30,6,577,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118053364.1,0,0,0,1630,5453,7.2,66,136,7,3214,12983,73731,249,0.2,1
9,9,7,41569,1515,0,6,3,3292,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93912041.09,0,0,0,1689,3218,8.5,91,519,4,1009,15681,41707,483,5.882352941,1
7,7,6,42527,755,1,40,15,777,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,281270538.2,0,0,0,103540,24555,7.2,83,482,37,46806,64054,195582,52,0.22,1
8,8,8,42052,1230,2,45,9,438,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,163782890.7,0,0,0,44256,838,7.4,80,577,66,4635,18704,116641,28,1.149425287,1
8,10,6,43980,69,0,60,60,77,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52005100,5873,11820,9,89,810,90,0,0,0,522,0.34,1
7,7,5,42089,1193,0,30,18,2198,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,170866763.9,0,0,0,57224,16860,8.3,89,2423,71,2778,14715,159335,412,3.571428571,1
8,8,10,43018,7,0,60,16,1857,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,488820716.8,68950698,38224802,0,74770,120873,4.1,81,2341,124,68183,31693,267202,578,0.07,1
7,6,1,42535,168,2,10,8,2018,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,283829287.8,45399135,25672115,0,116255,146848,6.7,71,594,54,75044,246991,1008071,85,2.702702703,1
6,6,6,42404,3,2,30,7.5,689,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,244659239.4,39011444,22267556,0,144083,34575,8.5,80,485,73,1368,23490,109982,1104,0.86,1
4,4,1,42107,861,0,30,15,1992,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,174420601.6,24529427,14548823,0,65524,33607,8.1,77,279,39,7344,58782,446762,512,0.94,1
9,9,10,43896,25,1,60,60,30,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48330520,11916,16927,8.1,68,188,74,0,0,0,27,0.01,1
4,4,3,42073,1209,0,15,4,2586,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,167767391.4,22871553,0,0,27115,28800,7.6,75,736,85,557,26834,71430,429,0.08,1
10,10,4,42902,41,1,60,42,102,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4847990,383028,40901,7.1,77,748,97,0,0,0,971,16.66666667,1
8,8,8,41712,56,1,10,7.5,1316,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,110796617.5,0,0,0,243277,160027,7.2,91,2535,36,12106,34957,118121,1018,0.43,1
5,7,4,42507,652,1,60,30,850,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,274972079.5,44033827,24944423,0,59965,44004,4.4,54,749,103,687,7347,101152,81,0.83,1
7,7,8,41458,1824,1,20,5,2050,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,82568399.72,0,0,0,14092,14223,8.7,81,599,18,885,10525,30024,157,1.25,1
7,8,7,42850,285,1,40,12,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,404885777.6,60758850,33858650,2573250,10568,138487,8.1,90,234,75,1368,2847,12842,296,0.13,1
10,10,8,43294,261,1,40,28,132,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21996030,31431,16519,8,82,173,66,0,0,0,683,0.19,1
4,4,1,41652,1630,0,15,4,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103378078.9,2343172,0,0,19372,26544,6.8,81,192,46,60,4683,17258,88,0.33,1
7,7,8,43552,3,0,60,42,70,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33282240,58073,12884,8,79,244,92,0,0,0,553,0.05,1
0,0,1,41438,1844,1,30,3,1594,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,80672320.02,0,0,0,1389,12457,5.6,62,410,18,60,6210,30828,23,0.35,1
8,9,10,43130,600,1,60,15,98,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,74411930,0,0,43980,8902,7.4,67,344,66,0,0,0,23,0.2,1
9,9,8,43658,28,1,60,40,92,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100157738,0,37919210,32498,11954,8.1,86,183,87,0,0,0,488,0.71,1
7,9,3,41583,1699,0,14,5,1202,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,95446951.22,0,0,0,26595,3416,6.9,79,590,9,85,17775,68678,260,4.347826087,1
8,8,6,42297,985,0,50,13,761,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,216637687.2,33794017,0,0,40921,19595,7.5,77,497,63,250,6630,136604,198,1.408450704,1
6,6,1,42579,703,2,20,4,330,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,298315137.9,0,0,0,4942,33545,8.5,77,42,10,522,19181,104566,39,0.08,0
6,6,7,42345,424,2,60,40,3219,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228796242.1,36134545,20734205,0,52169,7842,8.6,86,722,96,10863,26505,114653,301,0.82,1
7,8,4,43707,122,0,60,60,154,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40062715,47051,30811,8.9,87,2979,90,0,0,0,562,0.95,1
10,10,0,43987,62,1,40,40,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52311315,1152,65020,7.8,82,97,62,0,0,0,277,0.02,1
5,6,1,41984,1298,0,40,6,2037,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,151506123.2,18531824,11352176,0,18513,139966,8.5,88,785,90,874,19597,187259,228,0.21,1
8,8,10,43665,165,1,60,60,53,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38225425,16506,18104,7.3,73,294,81,0,0,0,53,0.02,1
5,4,1,41718,1564,1,35,6,326,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,111566529.8,0,0,0,2098,6399,6.3,68,116,17,2759,17038,83115,59,0.11,1
8,8,4,43391,124,1,60,18,330,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,740741333.4,87138551,47918699,0,53874,41853,6.5,84,537,113,1646,5318,50594,58,0.14,1
3,3,1,42150,1127,0,10,9,345,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,183205889.3,0,0,0,75670,56904,6.2,64,31,4,1067,8372,56769,194,0,1
4,6,0,43598,415,0,45,15,1542,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,931489281.2,97232078,53298422,0,,63953,8.5,83,1824,116,4058,19069,138232,1346,,1
5,6,4,43634,359,0,40,26,928,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,969250270,98987474,54234026,36869330,42128,44688,8.5,83,1033,107,26934,15295,89609,884,0.86,1
6,8,4,43734,132,1,60,42,301,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1082182246,103863574,56832926,0,32803,63561,7.9,75,795,98,33895,12040,117367,124,2.173913043,1
8,8,6,41600,62,1,50,9,582,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1372400,0,103324,4143,6.9,78,946,69,591,6848,76191,409,2.702702703,1
8,8,6,42710,936,1,30,15,791,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,345864675.2,0,30220190,0,67576,32348,4.7,74,463,100,223,3134,29682,150,1.492537313,1
8,7,7,42992,77,1,45,25,1965,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,474797426.9,0,0,0,66864,56005,8.8,93,1631,72,93701,55994,410796,1534,0.02,1
6,5,6,42667,31,1,35,15,244,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,329491733.6,51835587,29102663,0,156873,140946,8.8,69,82,39,4402,13941,127617,30,0.76,1
3,3,1,41395,224,0,10,5,3752,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,76738977.38,0,0,0,12272,89971,6.7,91,1653,28,94,12010,19621,1615,3.03030303,1
8,10,8,43028,162,0,60,40,53,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10359860,51513,4580,7.9,74,321,72,0,0,0,136,0.52,1
3,3,1,42409,330,0,20,5,3824,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,246052023,39255249,22397501,0,79629,149305,6.9,87,1800,122,425,40936,195755,2018,2.631578947,1
7,8,6,42678,290,1,50,10,176,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,333606432.4,0,0,0,33284,7149,5.3,80,115,47,7684,10572,61723,268,1.333333333,1
9,9,8,42262,107,2,50,7.5,553,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18577118,0,97118,10182,7.7,87,834,85,0,0,0,124,0.37,1
10,10,4,42755,975,0,60,6,564,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56126555,0,0,47209,34351,8.1,80,519,94,0,0,0,452,0.35,1
4,6,1,43718,330,0,50,30,525,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1063284415,103083398,56417102,0,113531,64452,8,78,885,89,16435,8132,152100,96,1.960784314,1
6,6,1,42955,319,0,30,15,2848,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,455518167.9,65878755,36587495,7166475,67707,83708,8,88,2226,127,698,26249,172167,685,0.04,1
7,10,2,41719,23,0,60,8,2959,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,5610159,0,0,142773,4414,8,80,3361,90,0,0,0,942,3.703703704,1
5,8,1,42853,476,0,20,5,1542,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,406252785.6,60905133,33936617,0,77684,52331,8.1,83,488,103,829,10476,106317,1022,1.149425287,1
8,8,10,42997,103,1,40,10,290,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,477463260.4,67926717,37679033,0,73437,47255,5.4,77,348,101,110,1625,24721,43,0.02,1
8,8,8,43376,362,0,30,15,77,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,728512789,86407136,47528864,25583120,81730,124320,8.4,83,331,98,1629,1508,21474,97,0.4,1
