Developer,Publisher,IP,Date,Gap,PlayerType,PriceMax,PriceMin,Rawg,Chinese,French,Spanish,Japanese,Korean,Russian,Turkish,Portuguese,Polish,Action,ActionAdventure,Role-Playing,Strategy,Adventure,First-Person,Fighting,Puzzle,Arcade,Sci-Fi,Open-world,Survival,PC,PS4,XBOX,NS,Youtube,Twitch,MCUserScore,MCCriticScore,MCUserRatings,MCMediaRatings,SteamCCU,SteamComments,SteamFollowers,Douban,Google Trends,IsFamous
7,7,8,41716,39,0,20,4,4015,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,111309312,5463876,4387124,0,68906,4518,7.6,80,2208,103,262,10171,63171,1147,0.2,1
4,4,1,43584,41,2,30,23,333,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,917196823.2,0,0,0,47034,87400,8.2,81,156,21,60204,44975,147729,19,1.785714286,1
8,7,5,43903,63,0,60,60,207,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,112104183,0,0,9302,123868,7.5,85,524,86,0,0,0,345,4.347826087,1
5,5,1,42594,415,0,60,30,2473,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,303417054.5,48276034,27205466,0,228775,218360,7.6,77,7543,145,61535,136235,605584,745,8.333333333,1
9,10,2,43293,382,0,60,36,221,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,664338257,0,0,21952285,61938,167827,8.6,83,1088,102,6098,3263,98402,1846,2,1
8,8,5,43082,656,0,20,10,868,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,525090301.9,72071402,39888098,12722090,23176,113504,8.7,92,495,95,2136,2940,70487,396,0.17,1
4,4,1,43693,45,1,40,28,438,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1034401689,101864373,55767377,0,94947,94947,7.5,81,463,70,65076,15462,134048,78,1.666666667,1
5,5,1,41410,1827,0,10,5,1111,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78089261.18,0,0,0,29191,1463,7.2,75,231,37,131,4756,16390,39,4.761904762,0
4,4,1,42555,581,0,35,30,784,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,290326300.7,0,0,0,23068,29626,8.9,86,281,7,18211,53575,377064,592,1.369863014,0
3,5,2,43553,35,1,20,16,570,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,886309134.3,95037833,52128917,33325985,21013,46400,7.7,78,12,6,70194,38860,176243,148,1.123595506,1
1,6,0,43341,20,2,25,17,241,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,700743142,0,0,0,49751,217830,7.2,72,516,33,68322,28150,255039,34,2.43902439,1
5,9,0,43985,48,2,40,40,,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1425475576,0,0,0,44343,,4.4,67,,,66906,22523,143985,,,1
6,6,4,42850,297,1,50,6,13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,404885777.6,60758850,33858650,0,42510,32466,6.4,59,526,79,4086,6950,73901,86,0.52,1
6,8,8,42962,252,1,20,7,1752,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,459105821.4,66220082,36769418,7472690,151294,158183,8.8,86,1517,112,449,11310,39379,47,1.960784314,1
7,7,4,44005,52,1,30,27,134,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1457018281,117077805,63875945,53098725,23902,93617,9,71,2898,88,15419,5096,46250,24,0.04,1
3,3,0,42353,1310,2,40,24,501,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,230886612.9,0,0,0,333303,43467,7.2,72,516,33,11577,30221,410472,51,,1
9,9,10,42318,1,2,60,,35,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,221877150,0,0,0,102267,148897,8.3,88,950,62,,,,1702,1.923076923,1
8,8,8,43249,489,1,40,20,86,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632598111.1,80214489,44228261,20027505,17694,24650,7.7,83,174,81,1735,901,10394,21,0.07,1
8,8,8,43299,717,2,50,,35,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22214755,2948,19423,8.2,78,31,22,0,0,0,865,0,1
8,8,6,42761,504,0,50,13,910,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366318517.5,56419121,0,0,29956,11257,7,80,767,75,1038,9383,107296,280,0.87,1
6,8,1,43707,345,2,30,15,766,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1050480007,102547027,56131223,0,146015,96786,6.5,75,543,114,4518,3458,46706,290,0.04,1
2,2,1,41564,430,0,15,3,3389,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,93369738.03,0,0,0,22278,15382,8,88,1966,47,459,35506,60046,2021,0.93,1
8,8,8,43608,7,2,60,44.99,261,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,941831472.3,0,0,0,57298,62063,7.9,85,242,64,191816,42003,154585,1289,0.69,1
5,5,2,41779,234,0,20,5,3883,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,119697440,8535819,0,0,24040,105032,8.8,86,1433,101,241,24252,90966,1433,2.5,1
8,8,10,42801,1256,2,25,7.5,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,383185242.9,58369561,32585189,0,22054,120615,8.4,78,106,35,2487,2109,29436,,0.03,1
6,8,6,43368,617,0,50,17,241,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,722071956.8,86017048,47320952,25233160,12155,9735,8.6,84,393,148,2546,2754,53159,298,0.24,1
6,6,1,43256,309,0,50,17,816,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,637546444.8,80555816,44410184,20333720,70224,114271,7.1,72,991,130,1298,7812,142049,178,2.777777778,1
6,6,8,43167,35,1,15,7,1386,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,577359934.4,76216087,42097163,0,41552,77418,7.5,83,258,75,14754,39554,152642,126,0.38,1
2,2,1,42453,1443,1,40,15,300,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,258648056.9,0,0,0,617,113848,5.7,61,363,18,127542,46958,186707,48,0.31,1
1,6,1,42830,598,0,40,10,894,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,395886810.7,59783630,33338870,1698350,70882,135764,7.6,75,791,145,120,3585,29086,4,0.13,1
8,8,7,41298,489,0,15,7,2593,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,68542928.57,0,0,0,147168,19771,6.9,85,1971,22,5757,17103,30143,2778,1.492537313,1
8,8,8,43006,276,2,60,20.39,377,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,482298744.7,0,0,0,70568,38377,7.6,87,303,69,41122,39130,228127,348,0.02,1
7,8,6,43049,233,1,50,0,158,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,506071497,0,0,0,57151,11720,5.8,82,83,33,18029,0,65504,187,1.063829787,1
3,3,0,42390,892,1,15,7,573,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,240800387.8,38328790,0,0,18193,36382,7.5,83,26,8,1211,12499,71034,104,0.14,1
5,6,3,42885,397,1,25,24.99,636,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,421118352.2,0,0,0,21240,43582,7.6,81,116,18,5106,29536,131824,65,0.09,1
10,10,5,42983,747,0,40,5,28,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,67244063,0,0,59649,11844,7.7,69,371,81,0,0,0,63,0.29,1
8,7,8,42850,432,1,60,30,84,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,404885777.6,60758850,0,0,48078,5520,7.7,83,93,70,847,604,22697,488,0.02,1
6,8,1,41940,214,0,50,5,2737,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,144047447.6,16386340,10208660,0,42049,6038,6.9,73,1346,94,378,13347,80608,119,1.612903226,1
7,8,5,43182,65,0,60,17.99,803,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,587098590.8,76947502,0,0,33847,30369,7.5,84,1025,106,10805,5021,104091,191,0.02,1
9,9,7,42605,81,0,60,4,22,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,307212665.7,48812405,27491345,0,73977,86681,7.6,84,2116,133,52485,25849,146171,206,2.127659574,1
3,8,6,42682,1048,1,50,12.5,73,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,335115127.1,52567002,0,0,33104,9342,7.7,69,96,34,3254,3253,100760,29,0.23,1
4,1,1,42228,1054,0,10,2,2669,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200261140,0,0,0,361,5676,7.7,82,52,7,1318,16053,66648,211,0.19,1
8,8,6,42325,1405,2,20,19.99,121,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,223651058,35159325,0,0,17189,328,6.2,63,82,32,451,508,10381,46,0.2,1
1,6,0,41793,1489,1,15,,596,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,121643878.5,0,0,0,55574,13148,7.5,82,948,52,37,0,43681,,11.11111111,1
4,4,6,41501,1489,0,25,4,598,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,86793946.36,0,0,0,3294,15351,6.9,73,61,17,155,2407,8890,4,0.1,0
7,7,6,43207,523,0,60,16,230,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,78166527,0,0,11161,22909,8.3,83,329,91,0,0,0,587,0.44,1
5,6,0,42782,500,2,20,12,370,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,375080814.8,57443102,32091398,0,23448,46646,7.5,83,94,22,5856,27376,199890,216,0.06,1
7,7,6,42283,999,1,50,12.5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,213212224.9,33111363,0,0,13183,4976,7.3,80,84,33,91,1926,16320,120,0.08,1
5,10,6,42976,754,2,40,10,346,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66902736,0,0,9373,42271,7.7,78,162,48,0,0,0,24,0.06,0
6,6,0,42705,577,0,10,1,2338,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,343920659.1,53688505,30090245,0,3310,3886,8.2,74,378,48,219,8455,10073,64,0.42,1
7,9,5,42978,304,0,17,5,1655,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,467410392.7,67000258,37185242,0,38247,40338,8,82,615,44,605,25288,116566,1736,0.52,1
9,10,0,42656,1074,1,50,7,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51299216,0,0,3603,2370,7.6,78,123,45,0,0,0,4,0.01,1
5,7,4,41729,1553,1,15,7,2861,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,112991665.5,0,0,0,6451,12797,8,80,566,35,18477,8358,62348,74,0.21,1
5,8,4,42874,408,1,40,39.99,806,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,415949202,0,0,0,25446,6309,7.8,80,136,48,53435,12070,153390,106,0.35,1
2,2,3,41821,1461,0,19,6,1011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,125630189.6,0,0,0,1119,2564,7.6,81,151,38,693,6862,78401,181,0.43,1
4,4,0,42136,1146,0,20,5,1565,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,180299024.7,25943496,0,0,7479,733,7.9,82,203,59,2401,4121,51595,92,0.02,1
8,7,7,43144,46,0,45,30,59,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,562733798,75094584,41499416,0,31944,7026,4,65,216,77,516,4756,23936,431,0.62,1
7,5,5,42060,1222,1,35,7,915,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165289747.4,0,0,0,5331,2725,8.2,86,335,49,1278,6872,114631,97,0.06,1
2,2,0,42508,774,0,14.99,14.99,157,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,275283695.8,0,0,0,104239,64093,7,63,25,5,446,9859,101405,76,1.666666667,0
6,3,0,42647,635,1,20,,552,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,322137406.4,0,0,0,2286,15418,7.5,81,49,12,197,0,36473,4,0.12,1
3,3,0,41428,635,0,5,2.49,1453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79740335.8,0,0,0,2372,11308,8.4,83,393,33,87,11016,20235,67,0.38,0
6,6,5,42605,1125,1,60,15,105,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,307212665.7,48812405,0,0,41670,36802,8.2,80,278,58,1197,1687,34311,214,0.06,1
0,3,0,42999,968,0,2,1,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478533692.9,0,0,0,,,,,,,2733,15173,37912,332,,0
8,7,7,41884,1671,1,60,24,89,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13655724,8753276,0,2242,9009,7,77,96,30,0,0,0,380,0.27,1
7,7,8,41648,1634,0,29.99,6,2310,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,102901185.9,0,0,0,11452,23174,8,83,755,27,307,0,27699,959,0.83,1
2,2,2,41561,1634,0,17,8,550,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,93045829.39,0,0,0,1027,10435,7.2,70,150,14,228,6389,27656,123,0.28,0
8,8,8,42852,430,2,40,39.99,744,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,405796614.8,0,0,0,23345,28233,4.5,77,443,76,25676,15766,117702,55,0.04,1
6,6,2,41390,430,0,5,,1178,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76293984.26,0,0,0,3150,4511,7,75,156,8,73,0,5814,10,0.28,0
0,2,0,42194,1088,1,10,2,2078,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192643727.4,0,0,0,1091,491,7.3,74,54,12,1012,2145,22415,5,0.05,1
10,10,0,41611,2119,0,10,,546,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,343971,0,0,10074,551,6.7,73,95,14,1,0,16,34,2.857142857,1
3,3,3,42514,768,1,19.99,4,1973,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,277160668.7,44375154,0,0,84277,4758,6.6,61,23,9,305,4069,34125,9,0.2,1
4,4,0,41911,1371,0,10,3.99,2427,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,139329369.3,0,0,0,4673,112983,7.3,79,57,9,111,0,9398,26,0.25,1
10,9,10,43060,222,0,25,12.49,342,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,512334909,70998660,0,0,65839,39380,7.8,77,459,89,694,1692,37230,67,0.98,1
2,2,0,42453,829,0,15,14.99,595,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258648056.9,0,0,0,1253,588,7.3,61,16,9,10412,3492,4422,4,1.785714286,0
6,5,3,42283,1447,0,60,12,122,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33111363,0,0,10382,112255,8.2,80,195,43,0,0,0,154,0.01,1
5,10,2,41625,2105,0,6,2,482,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100200569.5,1026625,0,0,56989,1082,6.5,71,121,9,,,,371,16.66666667,1
4,4,2,41593,2137,0,7,6,1227,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96558328.42,100000,0,0,104219,7548,7.3,91,674,12,105,778,10047,982,33.33333333,1
8,8,6,43007,723,1,60,15,41,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,68414327,0,0,17156,8311,6.5,68,44,32,0,0,0,33,0.16,1
0,0,0,41765,1517,0,9.99,5,892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,117781509.9,7853165,0,0,1073,877,6.2,74,57,4,192,883,879,23,0,1
5,7,3,43015,541,0,30,7.5,606,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,487182172.9,68804415,38146835,9791175,19139,31478,8.1,84,296,93,5375,3423,70105,108,0.19,1
6,10,1,43469,428,0,50,50,21,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29651405,2508,,6.7,66,34,14,0,0,0,1148,0.16,1
1,1,0,42244,1038,1,30,4,2389,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,203947107.8,0,0,0,1291,939,7.7,75,121,36,207,4127,56812,4,0.09,0
5,5,0,41765,1517,0,6.99,3,539,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117781509.9,7853165,0,0,18386,859,5.8,53,244,40,83,2912,16157,29,1.754385965,1
8,8,0,41428,1517,0,30,29.99,2626,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,79740335.8,0,0,0,149131,19970,7.4,65,1068,26,186,11534,35620,635,3.846153846,1
6,6,3,41816,1466,0,40,8,845,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124909086.5,0,0,0,88690,2949,8.1,79,313,49,289,7099,20663,52,0.73,1
7,7,0,43637,135,0,59.99,30,36,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99133757,0,0,24333,18686,8.3,80,242,83,0,0,0,516,2.5,1
3,3,0,42936,346,0,10,6.99,308,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,445918068.4,0,0,0,17975,50067,7.5,72,20,10,2294,10656,121316,4,0.11,1
7,7,2,42684,598,0,30,15,1168,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,335871977.8,0,0,0,24648,25807,7.8,80,534,67,747,7882,105919,106,1.515151515,1
4,4,3,41527,598,0,6,3,3446,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,89450897.04,0,0,0,75426,91755,5.9,72,872,59,123,6948,8542,37,0.85,1
6,6,4,42304,1426,2,20,7,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34135344,0,0,10173,,7.4,79,117,29,0,0,0,,0.03,0
2,2,0,41932,1350,1,20,3,1107,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,142730504.9,0,10000748,0,939,4354,7.7,83,100,13,270,6956,51002,115,0.05,0
2,2,0,42656,626,0,20,14.99,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325426744.1,51299216,0,0,55747,30663,8.1,71,58,26,5757,1711,18538,8,0.12,1
4,4,2,41961,1769,1,30,2.5,64,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147561294.8,17410321,0,0,1560,3591,6.4,68,25,17,639,751,3515,,0.01,1
2,1,0,42612,1118,1,12,1,176,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,309652221.6,49153732,27673268,0,612,202,6.9,75,23,12,46,652,10141,25,0.04,1
2,2,0,42343,939,0,11.99,11.99,901,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,228276551.9,36037023,0,0,4797,134211,6.3,82,45,14,355,11179,52214,73,0.27,1
3,3,0,41501,939,0,20,5,1530,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,86793946.36,0,0,0,18041,3340,5.4,86,2127,56,39,15750,13501,345,0.85,1
3,3,0,41494,1781,0,15,4,1622,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86091918.41,0,0,0,601,143685,7.3,88,243,22,38,5319,5225,13,0,1
8,8,8,41912,7,2,60,,859,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480968,0,160737,3884,8.3,86,1057,85,0,0,0,108,2.325581395,1
2,2,0,42325,957,1,20,5,262,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,223651058,0,0,0,690,21117,5.6,63,55,11,1422,10035,221975,14,0.02,1
7.5,7.5,0,42343,1387,1,20,2,124,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,36037023,0,0,1478,23848,7.3,63,48,36,0,0,0,12,0.03,1
7,7,6,43179,11,2,60,42,71,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,585138078,76801219,42409031,16965355,64432,35514,7.2,78,138,80,1080,939,19643,74,4.166666667,1
3,3,0,42549,1181,0,60,12,147,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46081789,0,0,15127,11596,6.5,58,261,67,0,0,0,53,0.14,1
5,5,4,41989,1293,2,30,6,293,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,152377261.9,18775629,0,0,1895,12278,7.9,84,247,38,27,2109,23450,90,0.04,1
5,5,8,42636,646,2,20,19.99,708,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,318161295.9,0,0,0,1663,24272,4.7,52,51,20,5230,11437,53671,,0,1
3,3,0,43013,296,0,30,15,959,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,486092799.6,68706893,38094857,9703685,59881,173228,8.6,79,473,79,7272,23942,77862,82,0.4,1
6,8,5,43496,28,2,60,29.99,287,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,832151695.6,92258456,50647544,0,34987,28690,8.3,80,468,99,13758,9547,29627,328,0.03,1
4,5,0,43089,243,0,10,7,452,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529213666.4,72412729,40070021,13028305,27116,30617,7.2,78,66,55,508,2392,49805,72,0.12,1
4,4,0,43125,331,0,20,7,1346,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,550925532.2,74168125,41005625,14603125,44516,170522,8.4,94,1329,70,2216,13147,53105,1215,2.941176471,1
2,2,0,42390,573,0,15,12,225,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240800387.8,0,0,0,9012,2748,7.7,78,47,15,1414,2285,37396,174,0.28,0
4,6,0,43077,58,0,30,15,162,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,522164319.6,71827597,39758153,12503365,74667,49840,4.5,42,267,42,330,2820,145344,42,2.272727273,1
6,5,4,43446,79,2,30,20,217,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,787323128.5,89820406,49348094,0,14419,46465,8.4,78,111,30,14474,34230,135566,55,0.27,1
2,6,0,43249,317,0,10,8,938,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,632598111.1,80214489,44228261,20027505,73654,30600,8.1,84,286,82,1767,6781,72595,78,0.3,1
5,6,0,43636,120,0,20,14,431,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,971391490.2,0,0,36956820,35443,49471,8.1,81,209,78,6320,14665,29563,4,0.45,1
8,8,6,43399,98,1,60,23.99,48,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,747345177.6,87528639,48126611,26589255,15521,20171,8.3,71,111,58,143,1122,20509,50,0.03,1
2,2,0,43122,367,0,30,22,408,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549083385.4,74021842,40927658,14471890,14784,39729,6.9,75,131,77,13265,13175,126208,323,0.49,1
5,0,0,42864,76,1,20,2,560,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,411303924.1,61441504,34222496,3185680,42011,39807,7.2,68,174,67,21,0,6611,32,0.62,1
6,7,8,43995,28,0,20,20,,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1441162426,0,0,0,10757,32569,8.8,87,554,27,29984,20523,53893,,2.606060606,1
6,6,5,43774,35,0,45,36,147,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1130877483,0,0,0,60952,78337,8,81,71,55,38630,20127,174087,99,1.369863014,1
3,3,3,43852,30,2,35,35,151,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1232082860,0,0,0,17146,,,,,,39572,17468,120537,5,1.923076923,1
1,2,0,42424,1315,0,15,4,2529,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,250277122.2,66561409,22787336,7778905,5853,15993,7.5,76,143,107,6158,1826,55170,56,0.11,1
3,3,0,43235,77,1,16,9,683,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,622814008.8,79531835,43864415,19415075,58761,63341,7.5,79,106,31,1719,6889,91958,178,0.48,1
2,2,0,42894,691,0,20,19.99,218,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,425394399.9,62904334,35002166,4498030,1150,101560,8.2,80,233,76,236,1038,18675,44,0.01,1
8,8,6,42405,5,1,60,15,3089,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,244937177.1,39060205,22293545,0,109372,76838,7.6,88,1873,150,11047,42626,277841,435,5,1
6,5,4,43277,121,0,60,30,58,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,652619965.5,81579797,0,21252365,6574,7926,8.8,85,465,64,395,1525,22824,736,0.11,1
1,3,0,42488,794,1,30,8,720,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,269116574.9,0,0,0,2471,18719,7.3,78,68,28,958,4139,100651,33,0.11,0
4,4,4,42528,754,1,15,7,156,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,281589142.3,45057808,0,0,3627,131894,8.7,89,156,31,599,3046,22901,48,0.11,1
4,6,0,42593,689,0,15,1,712,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303074284.8,0,0,0,88014,20047,7.4,77,47,10,471,5988,23242,809,5.882352941,1
6,7,8,43881,153,0,60,60,18,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111031441,0,47674345,6047,5673,,,,,0,0,0,440,0.16,1
