,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,announcement,announcement_lower,announcement_upper,holidays,holidays_lower,holidays_upper,release,release_lower,release_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
19,2022-10-04,7089.507467930889,46831.2,7075.006472239366,7113.337574111582,7089.507467930889,7089.507467930889,4.631906232211065,4.631906232211065,4.631906232211065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232211065,4.631906232211065,4.631906232211065,0.0,0.0,0.0,7094.1393741631
20,2022-10-05,7179.910261122887,46831.2,7151.102687631424,7192.272527924969,7179.910261122887,7179.910261122887,-8.014905556809394,-8.014905556809394,-8.014905556809394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556809394,-8.014905556809394,-8.014905556809394,0.0,0.0,0.0,7171.895355566078
21,2022-10-06,7270.313054314886,46831.2,7243.806463071589,7281.036110063431,7270.313054314886,7270.313054314886,-8.465738465604664,-8.465738465604664,-8.465738465604664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465604664,-8.465738465604664,-8.465738465604664,0.0,0.0,0.0,7261.847315849282
22,2022-10-07,7360.7158475068845,46831.2,7335.37645451203,7374.359935216602,7360.7158475068845,7360.7158475068845,-5.77166694638769,-5.77166694638769,-5.77166694638769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.77166694638769,-5.77166694638769,-5.77166694638769,0.0,0.0,0.0,7354.9441805604965
23,2022-10-08,7451.118640698883,46831.2,7436.877122550297,7474.467340722467,7451.118640698883,7451.118640698883,5.3939010779285,5.3939010779285,5.3939010779285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3939010779285,5.3939010779285,5.3939010779285,0.0,0.0,0.0,7456.512541776811
24,2022-10-09,7540.607523529712,46831.2,7523.2409396007615,7563.364454173306,7540.607523529712,7540.607523529712,3.4791052407919456,3.4791052407919456,3.4791052407919456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407919456,3.4791052407919456,3.4791052407919456,0.0,0.0,0.0,7544.086628770504
25,2022-10-10,7630.096406360542,46831.2,7618.913315852755,7657.932377734818,7630.096406360542,7630.096406360542,8.747398417866197,8.747398417866197,8.747398417866197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417866197,8.747398417866197,8.747398417866197,0.0,0.0,0.0,7638.8438047784075
26,2022-10-11,7719.58528919137,46831.2,7705.056327298954,7743.882185720375,7719.58528919137,7719.58528919137,4.63190623224455,4.63190623224455,4.63190623224455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63190623224455,4.63190623224455,4.63190623224455,0.0,0.0,0.0,7724.217195423615
27,2022-10-12,7809.0741720222,46831.2,7782.187916874648,7819.638910759298,7809.0741720222,7809.0741720222,-8.014905556820414,-8.014905556820414,-8.014905556820414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556820414,-8.014905556820414,-8.014905556820414,0.0,0.0,0.0,7801.05926646538
28,2022-10-13,7898.56305485303,46831.2,7871.093791895203,7909.8181476967675,7898.56305485303,7898.56305485303,-8.465738465590224,-8.465738465590224,-8.465738465590224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465590224,-8.465738465590224,-8.465738465590224,0.0,0.0,0.0,7890.09731638744
29,2022-10-14,7988.051937683858,46831.2,7961.876735671213,8001.043668361965,7988.051937683858,7988.051937683858,-5.771666946379521,-5.771666946379521,-5.771666946379521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946379521,-5.771666946379521,-5.771666946379521,0.0,0.0,0.0,7982.2802707374785
30,2022-10-15,8077.540820514689,46831.2,8063.827212632222,8103.302876410887,8077.540820514689,8077.540820514689,5.393901077910224,5.393901077910224,5.393901077910224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077910224,5.393901077910224,5.393901077910224,0.0,0.0,0.0,8082.934721592599
31,2022-10-16,8167.029703345517,46831.2,8151.250100873279,8189.979961870344,8167.029703345517,8167.029703345517,3.479105240786591,3.479105240786591,3.479105240786591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240786591,3.479105240786591,3.479105240786591,0.0,0.0,0.0,8170.5088085863035
32,2022-10-17,8256.518586176346,46831.2,8244.508151008888,8283.849913048762,8256.518586176346,8256.518586176346,8.747398417880511,8.747398417880511,8.747398417880511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417880511,8.747398417880511,8.747398417880511,0.0,0.0,0.0,8265.265984594227
33,2022-10-18,8346.007469007176,46831.2,8330.26396400621,8370.028805354807,8346.007469007176,8346.007469007176,4.631906232242221,4.631906232242221,4.631906232242221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232242221,4.631906232242221,4.631906232242221,0.0,0.0,0.0,8350.639375239418
34,2022-10-19,8435.496351838006,46831.2,8409.377428058133,8446.585984240166,8435.496351838006,8435.496351838006,-8.014905556831435,-8.014905556831435,-8.014905556831435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556831435,-8.014905556831435,-8.014905556831435,0.0,0.0,0.0,8427.481446281176
35,2022-10-20,8527.757246380523,46831.2,8500.393987322277,8539.125440776488,8527.757246380523,8527.757246380523,-8.46573846559557,-8.46573846559557,-8.46573846559557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.46573846559557,-8.46573846559557,-8.46573846559557,0.0,0.0,0.0,8519.291507914928
36,2022-10-21,8620.01814092304,46831.2,8595.363550105149,8632.751281388419,8620.01814092304,8620.01814092304,-5.771666946373512,-5.771666946373512,-5.771666946373512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946373512,-5.771666946373512,-5.771666946373512,0.0,0.0,0.0,8614.246473976667
37,2022-10-22,8712.279035465559,46831.2,8698.551724678908,8737.630702194145,8712.279035465559,8712.279035465559,5.393901077917278,5.393901077917278,5.393901077917278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077917278,5.393901077917278,5.393901077917278,0.0,0.0,0.0,8717.672936543477
38,2022-10-23,8804.539930008075,46831.2,8787.674240935641,8828.211425561489,8804.539930008075,8804.539930008075,3.4791052407913874,3.4791052407913874,3.4791052407913874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407913874,3.4791052407913874,3.4791052407913874,0.0,0.0,0.0,8808.019035248866
39,2022-10-24,8896.800824550593,46831.2,8886.359254525974,8926.206812886074,8896.800824550593,8896.800824550593,8.747398417860083,8.747398417860083,8.747398417860083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417860083,8.747398417860083,8.747398417860083,0.0,0.0,0.0,8905.548222968453
40,2022-10-25,8989.061719093112,46831.2,8973.497437114938,9013.475374149279,8989.061719093112,8989.061719093112,4.631906232221557,4.631906232221557,4.631906232221557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232221557,4.631906232221557,4.631906232221557,0.0,0.0,0.0,8993.693625325333
41,2022-10-26,9081.322613635628,46831.2,9054.312043438566,9092.112539300864,9081.322613635628,9081.322613635628,-8.01490555682679,-8.01490555682679,-8.01490555682679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.01490555682679,-8.01490555682679,-8.01490555682679,0.0,0.0,0.0,9073.3077080788
42,2022-10-27,9173.583508178146,46831.2,9144.452443084536,9184.08219844257,9173.583508178146,9173.583508178146,-8.465738465603662,-8.465738465603662,-8.465738465603662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465603662,-8.465738465603662,-8.465738465603662,0.0,0.0,0.0,9165.117769712542
43,2022-10-28,9265.844402720664,46831.2,9239.932551202483,9279.91783917668,9265.844402720664,9265.844402720664,-5.771666946365342,-5.771666946365342,-5.771666946365342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946365342,-5.771666946365342,-5.771666946365342,0.0,0.0,0.0,9260.072735774298
44,2022-10-29,9358.10529726318,46831.2,9342.15968091903,9383.496408880661,9358.10529726318,9358.10529726318,5.393901077918333,5.393901077918333,5.393901077918333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077918333,5.393901077918333,5.393901077918333,0.0,0.0,0.0,9363.499198341098
45,2022-10-30,9450.366191805699,46831.2,9433.343770691801,9474.03652653793,9450.366191805699,9450.366191805699,3.4791052407961827,3.4791052407961827,3.4791052407961827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407961827,3.4791052407961827,3.4791052407961827,0.0,0.0,0.0,9453.845297046495
46,2022-10-31,9540.4023585351,46831.2,9530.860761494305,9568.744296988312,9540.4023585351,9540.4023585351,8.747398417874399,8.747398417874399,8.747398417874399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417874399,8.747398417874399,8.747398417874399,0.0,0.0,0.0,9549.149756952975
47,2022-11-01,9630.4385252645,46831.2,9615.143368974646,9654.45301291124,9630.4385252645,9630.4385252645,4.631906232273376,4.631906232273376,4.631906232273376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232273376,4.631906232273376,4.631906232273376,0.0,0.0,0.0,9635.070431496773
48,2022-11-02,9720.474691993903,46831.2,9692.956489200384,9731.885280798899,9720.474691993903,9720.474691993903,-8.014905556822145,-8.014905556822145,-8.014905556822145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556822145,-8.014905556822145,-8.014905556822145,0.0,0.0,0.0,9712.45978643708
49,2022-11-03,9810.510858723303,46831.2,9782.035262493064,9821.148179088092,9810.510858723303,9810.510858723303,-8.465738465599115,-8.465738465599115,-8.465738465599115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465599115,-8.465738465599115,-8.465738465599115,0.0,0.0,0.0,9802.045120257704
50,2022-11-04,9900.547025452704,46831.2,9875.96930959878,9913.868130149283,9900.547025452704,9900.547025452704,-5.771666946361496,-5.771666946361496,-5.771666946361496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946361496,-5.771666946361496,-5.771666946361496,0.0,0.0,0.0,9894.775358506344
51,2022-11-05,9990.583192182105,46831.2,9976.283973763972,10015.992364690523,9990.583192182105,9990.583192182105,5.393901077919388,5.393901077919388,5.393901077919388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077919388,5.393901077919388,5.393901077919388,0.0,0.0,0.0,9995.977093260024
52,2022-11-06,10080.619358911505,46831.2,10063.421314956495,10105.002015929573,10080.619358911505,10080.619358911505,3.47910524078801,3.47910524078801,3.47910524078801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47910524078801,3.47910524078801,3.47910524078801,0.0,0.0,0.0,10084.098464152292
53,2022-11-07,10170.655525640905,46831.2,10158.960885036866,10197.665171433255,10170.655525640905,10170.655525640905,8.747398417866396,8.747398417866396,8.747398417866396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417866396,8.747398417866396,8.747398417866396,0.0,0.0,0.0,10179.402924058772
54,2022-11-08,10260.691692370308,46831.2,10246.833115378264,10283.972639455254,10260.691692370308,10260.691692370308,4.631906232252712,4.631906232252712,4.631906232252712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232252712,4.631906232252712,4.631906232252712,0.0,0.0,0.0,10265.323598602561
55,2022-11-09,10350.727859099708,46831.2,10321.125580712527,10363.22634562918,10350.727859099708,10350.727859099708,-8.014905556833167,-8.014905556833167,-8.014905556833167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556833167,-8.014905556833167,-8.014905556833167,0.0,0.0,0.0,10342.712953542876
56,2022-11-10,10440.764025829109,46831.2,10413.305893072098,10451.503264726349,10440.764025829109,10440.764025829109,-8.465738465594569,-8.465738465594569,-8.465738465594569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465594569,-8.465738465594569,-8.465738465594569,0.0,0.0,0.0,10432.298287363514
57,2022-11-11,10530.800192558509,46831.2,10505.596223369046,10545.600474683188,10530.800192558509,10530.800192558509,-5.771666946353325,-5.771666946353325,-5.771666946353325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946353325,-5.771666946353325,-5.771666946353325,0.0,0.0,0.0,10525.028525612155
58,2022-11-12,10641.369458381416,46831.2,10627.695691561836,10666.454487530898,10641.369458381416,10641.369458381416,5.3939010779071115,5.3939010779071115,5.3939010779071115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3939010779071115,5.3939010779071115,5.3939010779071115,0.0,0.0,0.0,10646.763359459323
59,2022-11-13,10751.938724204325,46831.2,10735.455027243941,10776.487439744124,10751.938724204325,10751.938724204325,3.479105240779833,3.479105240779833,3.479105240779833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479105240779833,3.479105240779833,3.479105240779833,0.0,0.0,0.0,10755.417829445105
60,2022-11-14,10862.50799002723,46831.2,10850.495222724361,10891.05332193432,10862.50799002723,10862.50799002723,8.747398417863343,8.747398417863343,8.747398417863343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417863343,8.747398417863343,8.747398417863343,0.0,0.0,0.0,10871.255388445094
61,2022-11-15,10973.077255850138,46831.2,10958.153773870947,10997.031848455541,10973.077255850138,10973.077255850138,4.631906232268718,4.631906232268718,4.631906232268718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232268718,4.631906232268718,4.631906232268718,0.0,0.0,0.0,10977.709162082407
62,2022-11-16,11083.646521673047,46831.2,11056.447520561393,11095.095900301883,11083.646521673047,11083.646521673047,-8.014905556844187,-8.014905556844187,-8.014905556844187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556844187,-8.014905556844187,-8.014905556844187,0.0,0.0,0.0,11075.631616116203
63,2022-11-17,11194.215787495952,46831.2,11166.945342940926,11203.802993857029,11194.215787495952,11194.215787495952,-8.465738465599914,-8.465738465599914,-8.465738465599914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.465738465599914,-8.465738465599914,-8.465738465599914,0.0,0.0,0.0,11185.750049030352
64,2022-11-18,11304.785053318861,46831.2,11279.22838714531,11317.557079770788,11304.785053318861,11304.785053318861,-5.771666946385278,-5.771666946385278,-5.771666946385278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.771666946385278,-5.771666946385278,-5.771666946385278,0.0,0.0,0.0,11299.013386372475
65,2022-11-19,11415.354319141767,46831.2,11402.126354151163,11441.486809847243,11415.354319141767,11415.354319141767,5.3939010779141645,5.3939010779141645,5.3939010779141645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3939010779141645,5.3939010779141645,5.3939010779141645,0.0,0.0,0.0,11420.74822021968
66,2022-11-20,11525.923584964672,46831.2,11509.411005258327,11548.473896694963,11525.923584964672,11525.923584964672,3.4791052407846292,3.4791052407846292,3.4791052407846292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407846292,3.4791052407846292,3.4791052407846292,0.0,0.0,0.0,11529.402690205457
67,2022-11-21,11636.49285078758,46831.2,11626.269691729385,11664.168673659253,11636.49285078758,11636.49285078758,8.747398417860284,8.747398417860284,8.747398417860284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.747398417860284,8.747398417860284,8.747398417860284,0.0,0.0,0.0,11645.240249205439
68,2022-11-22,11766.741306550748,46831.2,11752.21090036558,11790.009761453219,11766.741306550748,11766.741306550748,4.631906232248054,4.631906232248054,4.631906232248054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.631906232248054,4.631906232248054,4.631906232248054,0.0,0.0,0.0,11771.373212782995
69,2022-11-23,11896.989762313915,46831.2,11869.541727043294,11908.211242297404,11896.989762313915,11896.989762313915,-8.014905556814153,-8.014905556814153,-8.014905556814153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.014905556814153,-8.014905556814153,-8.014905556814153,0.0,0.0,0.0,11888.9748567571
70,2022-11-24,12027.238218077082,46831.2,11998.769645038221,12038.249883563029,12027.238218077082,12027.238218077082,-8.46573846560526,-8.46573846560526,-8.46573846560526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.46573846560526,-8.46573846560526,-8.46573846560526,0.0,0.0,0.0,12018.772479611476
71,2022-11-25,12157.486673840247,46831.2,12132.843095683289,12172.022900228516,12157.486673840247,12157.486673840247,-5.77166694637711,-5.77166694637711,-5.77166694637711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.77166694637711,-5.77166694637711,-5.77166694637711,0.0,0.0,0.0,12151.71500689387
72,2022-11-26,12287.735129603416,46831.2,12273.797003791482,12314.758311984719,12287.735129603416,12287.735129603416,5.393901077909222,5.393901077909222,5.393901077909222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393901077909222,5.393901077909222,5.393901077909222,0.0,0.0,0.0,12293.129030681324
73,2022-11-27,12417.98358536658,46831.2,12402.854666553769,12440.617389937195,12417.98358536658,12417.98358536658,3.4791052407894263,3.4791052407894263,3.4791052407894263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4791052407894263,3.4791052407894263,3.4791052407894263,0.0,0.0,0.0,12421.46269060737
74,2022-11-28,12548.232041129751,46831.2,12496.245771537044,12535.435835414257,12548.232041129751,12548.232041129751,-34.37672184214772,-34.37672184214772,-34.37672184214772,0.0,0.0,0.0,-43.12412026,-43.12412026,-43.12412026,-43.12412026,-43.12412026,-43.12412026,8.747398417852283,8.747398417852283,8.747398417852283,0.0,0.0,0.0,12513.855319287604
75,2022-11-29,12678.480496892917,46831.2,12637.342692050983,12676.650458010974,12678.480496892917,12678.480496892917,-21.616474029754272,-21.616474029754272,-21.616474029754272,0.0,0.0,0.0,-26.248380262,-26.248380262,-26.248380262,-26.248380262,-26.248380262,-26.248380262,4.6319062322457265,4.6319062322457265,4.6319062322457265,0.0,0.0,0.0,12656.864022863163
76,2022-11-30,12808.728952656083,46831.2,12893.694655794801,12933.697662475084,12808.728952656083,12808.728952656083,104.12318336319048,104.12318336319048,104.12318336319048,0.0,0.0,0.0,112.13808891999999,112.13808891999999,112.13808891999999,112.13808891999999,112.13808891999999,112.13808891999999,-8.014905556809508,-8.014905556809508,-8.014905556809508,0.0,0.0,0.0,12912.852136019274
77,2022-12-01,13193.746232055611,46831.2,13210.408446028981,13248.658286960681,13193.746232055611,13193.746232055611,35.133328214399285,35.133328214399285,35.133328214399285,0.0,0.0,0.0,43.59906668,43.59906668,43.59906668,43.59906668,43.59906668,43.59906668,-8.465738465600712,-8.465738465600712,-8.465738465600712,0.0,0.0,0.0,13228.87956027001
78,2022-12-02,13578.763511455141,46831.2,13561.263473262581,13600.253544255844,13578.763511455141,13578.763511455141,2.1218879176288983,2.1218879176288983,2.1218879176288983,0.0,0.0,0.0,7.8935548639999995,7.8935548639999995,7.8935548639999995,7.8935548639999995,7.8935548639999995,7.8935548639999995,-5.771666946371101,-5.771666946371101,-5.771666946371101,0.0,0.0,0.0,13580.88539937277
79,2022-12-03,13963.780790854675,46831.2,13887.388952137613,13925.43003178005,13963.780790854675,13963.780790854675,-57.88129428208373,-57.88129428208373,-57.88129428208373,0.0,0.0,0.0,-63.275195360000005,-63.275195360000005,-63.275195360000005,-63.275195360000005,-63.275195360000005,-63.275195360000005,5.393901077916275,5.393901077916275,5.393901077916275,0.0,0.0,0.0,13905.89949657259
